PLATEID	FIBERID	RA	DEC	PRIMTARGET	SECTARGET	Z	Z_ERR	Z_WARNING	V_DISP	V_DISP_ERR	SN_MEDIAN	E_BV_SFD	ZTWEAK	ZTWEAK_ERR	SIGMA_BALMER	SIGMA_BALMER_ERR	SIGMA_FORBIDDEN	SIGMA_FORBIDDEN_ERR	V_OFF_BALMER	V_OFF_BALMER_ERR	V_OFF_FORBIDDEN	V_OFF_FORBIDDEN_ERR	OII_3726_CONT	OII_3726_CONT_ERR	OII_3726_REQW	OII_3726_REQW_ERR	OII_3726_EQW	OII_3726_EQW_ERR	OII_3726_SEQW
665	40	29.0991	-9.6267	96	0	0.0528776	1.38596e-05	0	238.163	6.66772	34.0119	0.0219518	0	0	319.021	23.6623	217.565	11.3998	39.0738	21.3593	26.5344	13.9588	23.7863	3.64326	-7.76733	0.546196	-9.1499	0.546196	-5.10468
1178	254	326.02	-8.45967	96	0	0.0537551	1.33271e-05	0	168.904	5.7129	30.06	0.0464971	0	0	145.437	16.0543	142.48	8.69404	6.45407	14.8193	13.7514	8.70734	15.8468	3.05264	-5.16545	0.664639	-7.53513	0.664639	-2.51955
423	356	17.8092	14.8782	96	0	0.0602051	1.44748e-05	0	275.304	6.14743	37.3685	0.0465788	0	0	391.562	57.2261	237.931	20.1642	30.8051	47.2741	-5.41505	25.5312	25.7026	3.30763	-2.35882	0.370663	-3.84238	0.370663	-2.67689
749	564	358.693	15.622	96	0	0.073572	1.57569e-05	0	200.793	6.91385	27.048	0.0568836	0	0	151.152	5.86771	167.169	6.11898	-22.2613	5.63845	-1.59383	7.84413	9.66043	1.56988	-17.3769	0.730329	-18.3796	0.730329	-4.90422
646	198	351.615	-9.86088	96	0	0.097663	1.55542e-05	0	238.41	8.39017	27.3207	0.0294701	0	0	226.531	8.85273	262.898	7.69582	26.0821	8.38996	-7.41657	8.82448	10.8609	2.36201	-19.4934	0.731543	-20.7506	0.731543	-11.9068
720	142	335.886	-9.07719	96	0	0.0851583	1.95302e-05	0	221.168	8.90812	26.2972	0.0465708	0	0	500	-0	1	-0	300	-0	-6.73616	17.2641	13.6951	2.18522	1.73846	0.756808	-0.146953	0.756808	0.73753
744	103	348.744	14.09	96	0	0.0829862	1.66847e-05	0	196.868	6.99896	26.1756	0.0520556	0	0	500	-0	317.448	77.7309	300	-0	115.56	77.0882	9.97144	1.69139	2.51401	0.706447	0.383033	0.706447	5.00175
718	316	331.63	-9.5278	64	0	0.0821787	2.33687e-05	0	174.047	8.24179	22.8425	0.0339905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	591	13.8708	-9.29277	96	0	0.0550941	1.3887e-05	0	267.514	6.75525	36.3271	0.0413314	0	0	500	-0	500	-0	300	-0	300	-0	22.964	1.95313	0.737467	0.388628	-1.08016	0.388628	-0.262825
746	262	351.108	13.9723	96	0	0.0424193	9.79415e-06	0	321.691	4.77816	59.5729	0.0477782	0	0	500	-0	500	-0	300	-0	196.253	69.9147	37.4871	2.76462	1.44545	0.241195	-1.0918	0.241195	1.96885
730	234	321.599	10.7775	96	0	0.0978787	1.89993e-05	0	232.808	7.41645	26.4938	0.0606011	0	0	500	-0	500	-0	300	-0	300	-0	14.2995	1.812	1.98284	0.616636	-0.500929	0.616636	4.88912
695	575	19.6372	1.15855	96	0	0.0442368	1.05849e-05	0	209.378	4.56852	40.0285	0.034273	0	0	225.841	9.75683	223.387	5.45082	-11.202	9.2165	-7.11253	7.43849	25.14	2.78204	-14.2678	0.398683	-16.0971	0.398683	-7.74258
641	65	324.042	-8.22139	96	0	0.0849861	1.74002e-05	0	238.896	8.31573	28.3887	0.0317978	0	0	500	-0	150.581	35.3906	300	-0	113.322	35.0034	13.434	2.11108	1.11555	0.705956	-0.792006	0.705956	0.95814
721	267	337.106	-9.62287	96	0	0.0832622	1.3485e-05	0	279.488	5.72327	38.1823	0.0523741	0	0	500	-0	1	-0	300	-0	36.5991	16.9852	11.7473	1.29034	1.31899	0.495946	-1.03426	0.495946	0.732688
1198	324	133.505	40.2286	96	0	0.087306	1.97322e-05	0	230.295	8.50613	25.2606	0.0260592	0	0	280.142	61.8769	1	-0	93.9292	60.4515	-94.7233	13.9515	10.6161	1.65735	1.79824	0.63356	0.512487	0.63356	0.618115
1051	389	229.774	45.0322	96	0	0.0644759	1.34831e-05	0	197.665	5.69746	30.2093	0.0234117	0	0	491.596	111.64	331.013	47.3888	-270.85	108.729	202.994	44.1819	21.2923	2.59172	1.99832	0.475128	-0.0953011	0.475128	2.46406
974	297	255.638	33.5167	6752	0	0.0863756	1.58132e-05	0	319.623	7.73651	36.6352	0.0257753	0	0	500	-0	198.794	24.6534	300	-0	-37.1284	24.9783	23.4005	2.27123	-0.563547	0.396887	-2.20952	0.396887	-0.728036
1017	262	177.025	54.6463	96	0	0.0598734	1.601e-05	0	238.145	7.58058	29.4329	0.0130981	0	0	500	-0	500	-0	300	-0	-0.0225534	-0	17.9746	3.04705	2.27499	0.678754	0.486379	0.678754	7.21866
352	366	258.12	64.0608	96	0	0.0734653	2.37185e-05	0	272.278	9.93482	24.3354	0.0254143	0	0	500	-0	500	-0	300	-0	73.2731	106.72	16.2744	3.01009	2.64156	0.802936	0.930749	0.802936	0.761575
1392	227	239.583	27.2334	4192	0	0.0908067	2.92487e-05	0	272.619	13.6122	20.0469	0.0441656	0	0	500	0	500	0	300	0	95.6628	91.2819	9.00023	1.9256	1.3556	1.03085	-0.392403	1.03085	7.37015
1321	79	205.938	55.6338	64	0	0.0682241	1.47811e-05	0	219.072	6.88795	31.0279	0.00999278	0	0	203.002	51.8352	222.489	35.7967	11.2883	48.3544	36.353	34.6221	21.9202	2.75551	1.5286	0.478575	-0.471837	0.478575	1.18873
558	229	148.453	57.1736	96	0	0.080498	1.83614e-05	0	229.551	7.75294	26.3007	0.0126192	0	0	500	-0	288.086	24.2652	184.905	47.3405	237.118	32.1346	12.677	2.3049	-8.6613	0.731816	-9.31524	0.731816	-9.70972
938	521	140.203	40.6642	96	0	0.072669	2.08295e-05	0	288.534	10.0345	28.9053	0.0179456	0	0	500	0	438.422	62.9587	300	0	300	0	14.2247	1.82727	-1.37777	0.546329	-2.23956	0.546329	-0.917733
882	602	182.194	53.3337	4192	0	0.0813124	2.3972e-05	0	154.881	8.17407	16.6539	0.0209244	0	0	500	-0	1	-0	300	-0	-59.7407	21.4319	7.00814	1.54113	1.57693	0.970941	-0.563898	0.970941	0.356003
973	403	255.677	34.06	4672	0	0.0992977	3.6298e-05	0	598.201	27.3654	23.415	0.023307	0	0	500	-0	68.6475	36.8731	300	-0	250.816	27.6288	10.0114	1.89385	0.478956	0.740825	-1.17722	0.740825	0.288514
1163	116	223.511	54.2656	96	0	0.0986274	2.07562e-05	0	294.775	9.04254	28.645	0.0136436	0	0	500	-0	255.185	58.3427	300	-0	164.358	58.8434	15.4924	2.14475	1.95735	0.521393	0.552192	0.521393	4.33014
884	82	187.197	51.2653	6752	0	0.086503	1.83249e-05	0	229.579	7.37809	26.832	0.0166158	0	0	500	0	386.691	84.9389	300	0	97.5028	87.9278	12.2726	1.76326	1.10885	0.652292	-1.63815	0.652292	1.29705
1013	78	172.175	54.1723	96	0	0.0704308	1.68164e-05	0	237.959	7.85215	28.6823	0.0150456	0	0	481.957	109.494	411.058	87.6028	300	0	300	0	16.042	2.58309	1.41603	0.555924	-0.084427	0.555924	-0.230193
1208	302	127.132	30.4313	96	0	0.0503187	1.29616e-05	0	297.55	6.75146	37.8063	0.0475788	0	0	128.44	12.5059	111.284	5.8579	43.9389	11.2018	28.3367	5.36817	26.8541	4.71945	-2.44679	0.456214	-3.68576	0.456214	-0.184846
1199	128	134.633	38.4932	96	0	0.0933824	1.93112e-05	0	211.895	8.06424	23.2891	0.0281028	0	0	500	-0	285.303	68.962	300	-0	191.281	68.6379	10.8078	1.84923	1.68166	0.708667	-0.902887	0.708667	4.25413
1016	448	176.839	55.7302	96	0	0.0515356	1.33561e-05	0	269.161	6.52861	36.4633	0.00956375	0	0	500	-0	500	-0	300	-0	236.232	99.1691	29.6853	2.52666	1.16483	0.386476	-0.473861	0.386476	-0.393038
1014	362	172.429	55.3805	96	0	0.0684762	1.48609e-05	0	281.439	6.87938	34.4299	0.011561	0	0	500	0	496.844	91.3834	300	0	300	0	21.485	1.91104	1.66509	0.380457	-0.285145	0.380457	1.34213
874	204	156.257	47.8419	6240	0	0.0636553	1.73465e-05	0	291.379	8.56172	31.7294	0.0113113	0	0	500	-0	500	-0	300	-0	300	-0	17.4061	2.33096	1.96872	0.574632	-0.157932	0.574632	4.82374
906	36	163.402	54.8679	6240	0	0.0715865	1.87384e-05	0	236.147	7.70264	26.1847	0.0100841	0	0	500	-0	1	-0	300	-0	-17.983	21.9616	11.8173	2.14565	2.13825	0.704323	0.394479	0.704323	1.88627
966	120	173.705	49.0776	6752	0	0.033335	1.25556e-05	0	298.514	5.86986	42.1443	0.0162631	0	0	500	-0	500	-0	300	-0	300	-0	42.0988	4.08569	1.67156	0.35255	0.00586583	0.35255	1.10296
553	446	136.977	52.7905	6752	0	0.0986872	1.44038e-05	0	284.683	6.80557	36.6805	0.0183151	0	0	500	-0	142.125	9.94561	253.464	49.6399	66.949	9.69477	16.9949	1.52197	-1.37998	0.367371	-2.98603	0.367371	-0.153341
955	196	183.703	59.9062	6240	0	0.0600489	1.58877e-05	0	246.054	7.29509	32.8072	0.017145	0	0	298.923	58.754	401.308	81.388	-20.7033	57.1353	211.509	89.0613	20.4986	2.66759	0.703875	0.51315	-1.54808	0.51315	2.21341
1344	144	204.127	43.4048	96	0	0.054143	1.57848e-05	0	272.736	7.0208	34.6996	0.0151652	0	0	500	-0	500	-0	300	-0	300	-0	24.0899	3.00531	1.78347	0.450341	-0.246854	0.450341	0.178635
909	361	168.07	57.076	96	0	0.0471389	1.26524e-05	0	286.194	6.06956	39.2045	0.0121149	0	0	500	-0	500	-0	300	-0	220.933	84.4229	31.9097	2.71198	0.95865	0.368575	-0.874035	0.368575	0.0796891
1014	504	174.015	55.0753	96	0	0.0570691	1.39409e-05	0	240.41	6.50452	32.2172	0.0128418	0	0	500	-0	304.717	87.3543	300	-0	300	-0	17.9896	1.87069	1.73419	0.448594	-0.126841	0.448594	2.69967
1199	150	134.977	39.4386	96	0	0.0947774	1.86893e-05	0	229.059	7.73873	26.3991	0.0257955	0	0	122.892	17.1717	170.45	13.3493	14.2509	15.4795	-13.5524	13.711	11.3585	2.15505	-1.76383	0.617112	-3.61111	0.617112	-1.60613
955	224	183.399	59.3531	96	0	0.0967724	2.50918e-05	0	259.736	9.99278	22.6972	0.0192535	0	0	500	-0	303.881	71.9209	300	-0	300	-0	11.252	1.94944	1.23471	0.760362	-1.43257	0.760362	1.95028
1341	61	251.689	31.0621	64	0	0.0887236	2.76786e-05	0	186.583	7.62504	22.6379	0.03403	0	0	59.2607	6.18865	152.404	16.143	267.158	4.53855	212.432	18.0684	15.7095	3.21721	-4.01753	0.852779	-6.50983	0.852779	-0.662062
1038	496	191.851	54.987	96	0	0.0832867	1.66243e-05	0	263.348	7.79223	30.2393	0.0137241	0	0	170.346	35.7879	340.186	83.1171	-22.4507	33.9435	-23.4642	79.7073	15.6785	1.39324	2.02469	0.421255	0.09366	0.421255	3.31864
941	181	146.452	42.8993	96	0	0.0732316	1.56343e-05	0	153.659	6.13694	24.9055	0.0137829	0	0	161.322	40.4208	206.371	26.7725	44.7143	37.5709	54.2481	26.7346	12.0472	2.03487	0.736472	0.664669	-1.64863	0.664669	-0.466652
1166	328	229.992	51.3131	6752	0	0.0751606	1.91491e-05	0	308.532	8.27717	31.0772	0.0177319	0	0	500	-0	86.6447	34.8489	300	-0	-45.5454	26.1904	16.9062	2.6002	1.61798	0.539323	-0.573261	0.539323	1.17078
780	245	186.178	61.4707	96	0	0.0699935	1.43905e-05	0	267.518	7.44098	32.3433	0.0185352	0	0	178	18.886	127.595	6.9847	27.1055	17.8403	31.7133	6.62908	20.0447	2.85229	-0.739923	0.481051	-2.15704	0.481051	-1.07563
1012	502	168.849	54.4441	96	0	0.0695261	1.3556e-05	0	225.149	5.92965	34.0637	0.0137082	0	0	328.009	46.6411	234.938	27.0263	14.0815	43.3218	51.8288	26.3817	13.7003	1.08522	1.071	0.42437	-0.580091	0.42437	-0.310742
1017	73	180.86	54.8686	96	0	0.0504315	1.11041e-05	0	197.862	5.0746	36.548	0.0176519	0	0	251.547	51.8522	154.5	29.1067	-9.8485	49.2822	56.282	28.1868	32.3117	3.27138	1.47043	0.358029	-0.62282	0.358029	0.950484
1311	70	177.522	56.481	96	0	0.065988	1.44463e-05	0	243.286	6.64797	31.7527	0.0143726	0	0	500	-0	145.039	75.6606	300	-0	-52.1751	70.6659	24.3555	2.52194	1.6791	0.504957	-0.294829	0.504957	0.750021
1008	455	155.737	52.1107	6752	0	0.0779874	1.36934e-05	0	174.43	7.10307	26.4655	0.0136447	0	0	126.282	4.39842	135.942	5.18921	21.6469	4.20731	12.7219	5.23121	16.6781	2.15421	-6.43512	0.538588	-7.86722	0.538588	-2.22297
1409	476	248.275	26.2118	96	0	0.0660184	2.2252e-05	0	309.266	9.19958	28.6132	0.0485539	0	0	500	-0	389.984	43.4811	300	-0	-34.0589	44.1366	15.1856	3.14385	0.259424	0.759153	-0.863444	0.759153	3.605
817	356	247.437	40.8117	96	0	0.0293382	8.2719e-06	0	276.313	4.38816	50.1766	0.00611956	0	0	175.287	30.653	199.576	17.3549	29.9597	28.5234	58.8023	19.385	68.1955	3.07726	-0.130126	0.180481	-1.70852	0.180481	0.310467
891	301	119.023	33.7445	96	0	0.0742991	1.41831e-05	0	228.232	6.25246	32.7185	0.0556301	0	0	226.303	32.5892	343.661	51.5793	27.626	30.6977	99.2734	50.7088	17.548	2.21946	1.73904	0.416242	-0.0730014	0.416242	1.21895
886	523	193.657	53.09	6240	0	0.0538201	1.55322e-05	0	315.247	7.89928	38.4564	0.00834063	0	0	500	0	304.908	40.9915	213.118	40.6281	200.607	40.858	28.9907	2.25819	0.587228	0.368014	-1.21924	0.368014	0.294547
621	92	242.404	53.0412	6240	0	0.0634937	1.40258e-05	0	262.489	6.92818	31.3904	0.0124015	0	0	178.722	11.9137	169.663	6.26073	45.102	11.3104	51.5153	6.30332	16.6478	2.44021	-4.08683	0.629713	-6.19154	0.629713	-1.09443
553	244	136.312	52.3846	96	0	0.0623094	1.57876e-05	0	201.144	6.73571	30.3227	0.0196339	0	0	500	0	421.845	104.137	260.352	87.4171	300	0	13.7821	2.08699	1.12606	0.637329	-0.537807	0.637329	-0.0783071
350	109	259.63	64.4181	96	0	0.0892986	1.69216e-05	0	234.216	6.36458	31.2825	0.0328863	0	0	210.786	12.0937	177.905	17.6008	98.5009	10.9823	22.6647	16.1969	12.8243	1.84953	-0.510052	0.583172	-2.57748	0.583172	-1.42373
451	140	139.894	55.5839	96	0	0.0462945	1.16631e-05	0	199.299	5.13813	38.4717	0.0289088	0	0	198.299	18.413	129.585	11.4475	33.0095	17.6979	34.068	11.3062	19.605	3.90972	-4.33146	0.618673	-5.74908	0.618673	-2.71631
1344	134	203.957	42.6783	96	0	0.0627644	1.91009e-05	0	202.234	8.45485	23.1227	0.0111843	0	0	228.756	61.0232	69.5339	26.384	79.1574	58.8363	109.232	19.6289	11.4806	2.41433	2.30255	0.875974	-0.318172	0.875974	-0.610642
553	165	136.945	52.0716	96	0	0.0623374	1.44144e-05	0	201.242	6.56928	29.7033	0.0160566	0	0	161.894	13.7817	162.941	9.75195	24.3526	13.0244	15.0615	9.66346	11.5875	1.97614	-1.62248	0.727551	-3.07633	0.727551	0.677551
1391	532	239.485	28.7956	96	0	0.0773485	1.64869e-05	0	310.401	7.75296	36.2999	0.0433442	0	0	500	0	386.289	60.7192	300	0	-184.246	60.7023	25.7905	2.2414	1.59403	0.392834	-0.187892	0.392834	1.87987
774	34	168.792	61.1102	96	0	0.0566054	1.08906e-05	0	206.223	4.70223	39.2775	0.00969862	0	0	363.259	71.3576	500	-0	161.579	69.7022	300	-0	26.0679	3.10195	2.68975	0.43574	0.423386	0.43574	3.56585
892	127	122.412	34.927	6752	0	0.0824927	1.95621e-05	0	266.801	10.0446	36.1045	0.045771	0	0	358.834	21.7002	225.449	13.3889	62.8724	19.9286	35.8912	13.2299	36.0542	2.48415	-0.522764	0.259856	-1.54881	0.259856	-0.846633
1176	292	253.564	31.3975	96	0	0.0989842	2.21686e-05	0	211.15	9.07124	27.088	0.03126	0	0	268.578	47.3253	154.324	27.3158	-16.7133	44.0884	-18.8448	25.6733	15.9158	2.20416	0.527571	0.535333	-1.67186	0.535333	-0.808493
907	231	162.947	55.3857	96	0	0.0739271	1.80512e-05	0	320.04	8.31093	33.6899	0.0112118	0	0	500	-0	302.032	31.1296	300	-0	138.711	30.511	22.9979	2.77711	0.230111	0.434453	-2.18678	0.434453	1.30202
959	431	201.319	59.0796	96	0	0.0749053	1.48885e-05	0	221.974	6.13476	30.0292	0.0121508	0	0	500	-0	166.87	34.2399	158.305	73.6932	-0.966594	31.9639	15.3422	1.7476	1.34021	0.506724	-0.460607	0.506724	1.23058
1049	381	224.02	47.4535	96	0	0.0871908	1.9014e-05	0	298.367	8.59883	29.4374	0.0258722	0	0	500	-0	447.348	100.555	300	-0	37.4361	104.38	14.891	2.25092	0.294463	0.660758	-0.303676	0.660758	-10.5029
633	383	254.088	39.2752	6240	0	0.0620657	1.40832e-05	0	265.892	6.64268	37.2637	0.016236	0	0	500	-0	500	-0	300	-0	300	-0	19.5975	2.65344	1.57301	0.499607	-0.393631	0.499607	3.0562
1044	602	212.956	52.8167	6752	0	0.076489	1.55842e-05	0	263.107	7.42002	36.3472	0.00935679	0	0	330.387	32.9567	246.144	19.1239	16.734	31.1197	26.9076	18.591	34.3364	2.31644	0.288191	0.288148	-1.26457	0.288148	-0.0373326
1392	360	239.123	27.5768	96	0	0.088577	2.1923e-05	0	233.371	8.73512	22.2812	0.0401097	0	0	324.546	78.7526	163.859	50.7192	-300	-0	-178.943	47.9147	11.5868	2.24024	0.49513	0.865124	-1.2509	0.865124	-1.26998
828	189	129.047	38.5348	96	0	0.0565891	1.52159e-05	0	214.713	7.06032	28.6143	0.0436942	0	0	500	0	436.67	104.293	300	0	300	0	12.3897	2.08508	1.4989	0.619954	-0.721043	0.619954	2.69891
954	405	180.976	60.8186	96	0	0.0643798	1.46721e-05	0	199.448	6.3841	30.3672	0.0170729	0	0	167.032	28.8724	178.448	33.1158	-52.3476	26.9931	-6.12539	32.4906	13.8318	1.74081	0.214712	0.510165	-1.81983	0.510165	-0.586416
1309	100	173.097	55.9674	6240	0	0.0515404	1.42365e-05	0	195.356	6.14761	28.2008	0.0188785	0	0	500	-0	500	-0	300	-0	300	-0	11.7734	2.38731	1.56597	0.783249	0.709721	0.783249	-5.44479
945	176	151.216	54.5679	96	0	0.0470055	1.21157e-05	0	268.685	5.44866	42.9568	0.00903515	0	0	500	0	337.21	27.0139	300	0	94.3251	26.8739	25.771	2.95718	0.0916301	0.379018	-2.39987	0.379018	-0.648621
1039	35	197.655	54.4947	6240	0	0.0639413	1.77702e-05	0	201.141	7.66415	25.5919	0.0302527	0	0	129.833	60.728	1	-0	-18.5182	54.8051	-25.8696	19.071	13.761	2.64981	3.10874	0.761682	1.46137	0.761682	2.02312
1017	284	177.547	53.7224	96	0	0.060313	1.52546e-05	0	231.35	6.63969	30.697	0.0144398	0	0	500	0	410.811	93.3193	300	0	300	0	15.7127	2.46469	1.52547	0.689222	-0.36081	0.689222	3.97102
1013	480	169.763	54.4411	96	0	0.070919	1.25555e-05	0	207.493	5.52377	33.1226	0.0120848	0	0	148.386	31.2305	154.358	18.2673	36.1539	28.9254	43.3407	18.5968	20.029	2.05715	-0.746408	0.402172	-2.61862	0.402172	0.29423
1176	490	253.949	32.2898	96	0	0.0858461	2.46023e-05	0	179.08	10.792	17.319	0.0293669	0	0	227.507	36.2608	125.114	21.5131	-2.22284	34.7783	9.51249	20.3513	6.71321	1.81608	-0.994761	1.08978	-2.69654	1.08978	-0.637638
1347	468	212.517	41.7558	6240	0	0.0937089	2.01953e-05	0	295.172	9.52415	26.9407	0.00935379	0	0	190.618	52.5994	193.947	47.1238	300	-0	115.908	44.4457	20.7277	2.23846	0.466108	0.489048	-1.1233	0.489048	1.39259
1466	446	208.161	46.3498	96	0	0.0622674	1.49636e-05	0	371.618	7.9717	41.1239	0.0184787	0	0	500	0	411.114	84.3148	300	0	264.696	89.3366	38.2066	2.5603	1.51236	0.25508	-0.140863	0.25508	1.54223
542	41	116.399	33.963	96	0	0.0625157	1.02105e-05	0	249.305	4.46637	46.782	0.0484939	0	0	500	0	390.889	49.3918	300	0	214.209	51.5048	13.5723	1.7135	-0.432203	0.492093	-1.5874	0.492093	1.12082
546	471	122.597	42.2739	6240	0	0.0634993	1.38523e-05	0	357.64	6.54985	43.9166	0.0468876	0	0	500	-0	500	-0	300	-0	300	-0	24.2871	1.77648	1.86884	0.273613	0.148113	0.273613	2.84423
1056	582	243.726	37.1851	96	0	0.0584654	1.31777e-05	0	232.72	5.78691	34.3125	0.0178242	0	0	500	0	365.302	53.5103	253.839	76.009	174.959	56.7422	20.373	1.86329	0.53468	0.389129	-1.01769	0.389129	-0.472923
1163	410	221.666	55.5304	96	0	0.0747755	1.65719e-05	0	215.883	7.04842	26.3816	0.0141463	0	0	261.255	58.4987	125.928	37.4641	-41.7751	56.0585	-115.684	34.0204	14.1914	1.71663	1.91614	0.568527	-0.304247	0.568527	0.431069
607	51	219.098	60.4713	96	0	0.0495769	1.17746e-05	0	204.894	4.82926	38.04	0.0135383	0	0	500	-0	500	-0	300	-0	300	-0	24.7236	3.28959	2.07087	0.508374	-0.117739	0.508374	2.1332
1288	379	217.083	45.986	96	0	0.0735605	1.62508e-05	0	216.43	7.85759	26.6068	0.0154137	0	0	45.4583	35.3883	500	-0	5.69506	20.9845	298.979	88.5352	16.3094	2.14915	2.43995	0.49869	0.397618	0.49869	1.8074
621	570	242.384	53.7661	96	0	0.064267	1.83647e-05	0	230.6	7.30506	26.8752	0.013553	0	0	500	-0	213.089	12.258	300	-0	48.4992	15.6001	7.30372	1.58228	-12.7644	0.87802	-14.4996	0.87802	-3.5373
1045	407	213.835	52.3459	96	0	0.0745125	1.59246e-05	0	263.012	8.08943	31.2273	0.0129657	0	0	500	0	469.962	109.551	300	0	300	0	19.7916	1.96496	2.49458	0.397732	0.507319	0.397732	2.89787
791	127	221.417	56.2107	96	0	0.0793683	1.77323e-05	0	192.953	7.7373	24.9981	0.0192122	0	0	136.2	30.8012	166.206	22.4539	-25.3759	28.0235	65.9425	21.6561	13.3541	2.28838	0.856199	0.823073	-1.27443	0.823073	-0.782287
903	452	151.312	53.149	6240	0	0.0463015	1.22125e-05	0	228.979	5.36354	36.6416	0.00899274	0	0	500	-0	500	-0	300	-0	272.202	104.284	20.9305	1.98185	1.20116	0.390926	-1.26329	0.390926	0.483966
1018	383	179.967	55.5349	6240	0	0.0807791	1.22422e-05	0	292.434	7.19074	38.0929	0.0137893	0	0	185.683	10.3867	157.638	4.36785	7.1524	9.90074	13.2464	4.48955	17.2702	1.41698	-5.54483	0.374229	-6.65579	0.374229	-2.34519
947	558	158.463	57.0559	96	0	0.0461925	1.10912e-05	0	254.402	5.30211	40.9818	0.00649381	0	0	500	-0	500	-0	281.728	60.3519	300	-0	35.7026	3.22302	1.60581	0.306202	0.408587	0.306202	1.90677
934	176	131.815	35.4751	96	0	0.0535539	1.51186e-05	0	265.292	7.19887	33.9514	0.0357631	0	0	500	-0	47.4346	54.969	236.542	86.4388	32.0411	29.6209	24.1611	2.45145	2.11886	0.380379	0.162792	0.380379	0.909511
543	11	119.107	37.0583	96	0	0.0774518	1.68828e-05	0	229.659	7.15579	30.0988	0.0481529	0	0	500	-0	129.702	27.5848	300	-0	75.531	24.6455	17.9014	2.49716	1.81027	0.554481	-0.0724199	0.554481	0.598821
618	508	237.894	53.395	6208	0	0.0642393	1.00471e-05	0	188.966	4.44419	39.5035	0.015389	0	0	160.661	15.3844	140.51	8.95559	-19.8629	13.9971	7.3867	8.85784	17.5888	2.19661	-3.399	0.412283	-5.35722	0.412283	-0.619014
355	494	258.846	57.4112	96	0	0.0273026	8.38104e-06	0	292.254	4.54176	53.4732	0.0357242	0	0	242.412	10.2681	218.806	4.34859	-27.9021	9.60284	-34.3013	5.01934	57.2197	4.28704	-11.3267	0.300738	-12.5606	0.300738	-8.6118
436	336	118.715	45.7051	96	0	0.0525676	1.24269e-05	0	223.421	5.53124	36.0711	0.0658042	0	0	500	0	414.104	72.149	300	0	300	0	20.6378	2.33381	1.85697	0.41312	-0.448388	0.41312	-0.595398
1393	393	240.923	26.878	64	0	0.0891292	1.96059e-05	0	150.58	7.02156	21.8641	0.0440962	0	0	1	-0	55.3252	28.0176	28.9624	24.1385	-131.704	17.9471	12.8927	2.46504	3.13392	0.712524	0.532436	0.712524	0.768895
899	540	138.282	47.7084	6752	0	0.0513485	1.12155e-05	0	234.595	4.8561	37.3618	0.0177517	0	0	500	-0	185.677	15.776	300	-0	77.1586	16.7344	18.2414	2.05738	-1.42102	0.360905	-3.94539	0.360905	-1.33024
945	42	152.292	54.2255	96	0	0.0476285	1.06898e-05	0	245.24	4.80327	45.2967	0.0084037	0	0	500	-0	430.891	84.1057	300	-0	126.26	84.027	22.7668	1.61249	1.63644	0.315261	-0.144987	0.315261	3.79718
941	466	146.709	43.4239	96	0	0.0722105	1.1744e-05	0	175.344	5.36106	30.1318	0.0152955	0	0	211.357	8.00865	231.317	4.36001	35.7547	7.38349	-12.7207	4.73419	18.5602	2.07735	-13.2988	0.470379	-15.0055	0.470379	-7.63037
890	349	117.598	31.9902	96	0	0.056097	1.20634e-05	0	202.909	5.25221	35.0875	0.061807	0	0	500	-0	369.484	69.1539	300	-0	300	-0	15.7611	1.71681	2.11976	0.402504	0.132055	0.402504	4.04439
1334	190	238.758	41.5783	96	0	0.0335628	1.16401e-05	0	239.316	5.60379	39.5109	0.0186636	0	0	500	-0	73.1727	44.7748	300	-0	-138.632	29.3418	38.568	4.30431	1.60699	0.379441	-0.176555	0.379441	0.64009
948	592	162.3	57.8373	96	0	0.0725582	1.68786e-05	0	270.898	7.97363	30.2784	0.0105629	0	0	500	-0	191.844	46.847	223.317	79.5417	70.0878	49.1397	16.3434	2.50929	0.657326	0.512143	-1.10786	0.512143	1.03243
445	606	131.088	51.4059	4704	0	0.0968162	3.00073e-05	0	234.094	11.8332	15.9117	0.0242865	0	0	195.174	31.0556	169.04	17.8911	-95.9788	29.1724	-83.4096	17.5706	7.1654	1.96611	-0.540052	0.953345	-2.7839	0.953345	-3.10948
1163	459	222.129	55.411	64	0	0.073027	2.1993e-05	0	199.322	9.00765	20.2016	0.0137001	0	0	202.54	30.7748	187.364	25.7242	18.9696	29.2001	-13.0168	25.5424	9.14535	1.72427	-0.691698	0.816048	-3.08596	0.816048	-3.04479
892	143	122.535	35.2753	6240	0	0.0839909	1.65944e-05	0	275.894	7.23539	32.8966	0.0500117	0	0	500	-0	500	-0	300	-0	300	-0	15.1463	1.85785	0.876934	0.510557	-0.903279	0.510557	-1.24158
907	325	162.424	56.6413	96	0	0.0461773	1.2676e-05	0	269.41	6.41114	37.908	0.0105376	0	0	500	0	436.372	69.5477	274.365	58.457	106.058	73.8615	28.9707	2.87681	0.823879	0.395032	-1.05555	0.395032	0.247687
817	68	250.026	39.4566	96	0	0.0958396	1.77868e-05	0	278.222	7.76905	30.2352	0.0123911	0	0	500	-0	227.711	39.4081	300	-0	128.996	38.5823	12.4686	1.15829	0.714599	0.487036	-1.73504	0.487036	0.077015
