PLATEID	FIBERID	RA	DEC	PRIMTARGET	SECTARGET	Z	Z_ERR	Z_WARNING	V_DISP	V_DISP_ERR	SN_MEDIAN	E_BV_SFD	ZTWEAK	ZTWEAK_ERR	SIGMA_BALMER	SIGMA_BALMER_ERR	SIGMA_FORBIDDEN	SIGMA_FORBIDDEN_ERR	V_OFF_BALMER	V_OFF_BALMER_ERR	V_OFF_FORBIDDEN	V_OFF_FORBIDDEN_ERR	OII_3726_CONT	OII_3726_CONT_ERR	OII_3726_REQW	OII_3726_REQW_ERR	OII_3726_EQW	OII_3726_EQW_ERR	OII_3726_SEQW
1185	430	125.745	4.2991	96	0	0.0969421	2.03627e-05	0	292.659	9.36197	26.7351	0.0278625	0	0	1	-0	58.7448	44.3084	50.5948	34.825	-19.8485	32.5524	13.9058	1.69168	1.20949	0.501349	-0.449191	0.501349	-0.106621
295	411	198.213	1.0018	96	0	0.0742565	1.26218e-05	0	202.855	5.39103	33.6114	0.0436483	0	0	188.859	26.8197	148.146	16.1856	-14.4289	25.1962	24.8837	16.9525	17.716	2.57714	-2.16167	0.47409	-4.12654	0.47409	-0.989887
468	547	134.293	1.41382	96	0	0.0691559	1.38834e-05	0	217.763	5.905	34.524	0.0401902	0	0	500	-0	500	-0	300	-0	300	-0	17.3754	2.291	1.64895	0.475862	-0.228973	0.475862	1.4657
343	27	240.306	-0.586521	96	0	0.0564475	1.73252e-05	0	130.658	7.68529	21.4146	0.173423	0	0	146.481	8.51153	157.528	10.3838	-3.62191	7.77004	1.0125	10.6829	9.33967	3.80683	-1.78909	1.59363	-4.59618	1.59363	-4.76302
269	399	150.776	0.454107	96	0	0.0451042	1.25699e-05	0	266.547	6.16039	37.6793	0.026025	0	0	500	-0	500	-0	300	-0	300	-0	30.0079	2.98706	2.37097	0.391233	0.431926	0.391233	1.03313
1184	494	123.882	3.84448	96	0	0.0863852	1.78694e-05	0	211.342	6.93846	25.3408	0.0219353	0	0	500	0	391.983	85.4682	275.901	113.644	163.634	85.6715	11.7593	1.69972	1.91298	0.588841	-0.189141	0.588841	1.55338
1220	160	165.326	9.28667	96	0	0.0361988	1.12765e-05	0	126.242	4.47752	31.4037	0.0259762	0	0	63.3785	16.3205	85.0363	13.7332	13.5089	11.8042	1.63742	11.3791	22.0778	3.67218	1.65982	0.608283	-0.617094	0.608283	-0.580923
516	268	179.896	1.86709	96	0	0.0775461	2.10099e-05	0	180.473	9.56995	20.6701	0.0231225	0	0	158.799	12.7286	164.232	13.197	-13.8367	11.8927	11.1975	13.7971	7.3028	2.16265	-4.98064	1.08373	-6.24681	1.08373	-1.42826
585	421	216.909	4.46033	96	0	0.0560398	1.28453e-05	0	180.832	5.41148	30.7746	0.0300738	0	0	165.521	10.8771	157.528	7.5741	68.5847	10.2281	73.0054	8.84257	16.9208	2.35083	-9.85017	0.602395	-10.94	0.602395	-4.27961
311	398	227.443	0.592805	96	0	0.0887401	2.40284e-05	0	231.879	9.51068	21.3543	0.0525186	0	0	171.612	29.4021	114.83	33.8189	-126.94	27.8547	-88.4687	30.4098	9.86318	1.91619	-0.377947	0.830733	-1.53132	0.830733	-1.80002
274	253	159.374	-0.677922	96	0	0.0955654	1.35852e-05	0	317.258	6.20951	41.8171	0.0641618	0	0	500	0	416.491	83.4036	300	0	296.617	86.5123	15.3065	1.41289	1.2649	0.3782	-0.492434	0.3782	1.21652
587	517	221.375	3.92404	96	0	0.0648392	1.00346e-05	0	300.685	4.56219	53.6162	0.0329206	0	0	179.264	9.73672	131.673	4.1756	47.6405	9.18416	39.8034	4.07547	19.7934	1.59849	-3.26181	0.287556	-4.97961	0.287556	-1.45669
1195	141	141.325	7.06533	96	0	0.0802746	2.18378e-05	0	259.529	8.31888	25.1044	0.0530607	0	0	500	-0	166.644	35.6671	300	-0	-38.7698	33.4425	9.62767	2.0115	0.588312	0.839535	-1.72463	0.839535	-2.88264
1002	187	164.38	6.66045	96	0	0.070238	1.61654e-05	0	210.025	6.36036	29.0379	0.031075	0	0	136.883	38.7604	135.349	25.0708	-30.1069	35.4112	-46.3402	24.6752	15.6128	2.22438	-1.17576	0.55527	-3.28738	0.55527	-1.67595
473	208	139.741	1.14893	96	0	0.0877838	1.28178e-05	0	223.467	5.47785	36.1375	0.0233779	0	0	500	-0	199.771	39.2988	300	-0	217.743	37.5923	12.472	1.58721	2.20349	0.515426	0.472462	0.515426	1.55231
1004	436	166.814	7.71954	64	0	0.0743194	1.40349e-05	0	193.886	6.2053	29.1056	0.0340376	0	0	71.8538	42.7091	383.399	61.0573	-32.4103	33.0885	-83.0445	62.8498	14.5458	1.61027	1.55255	0.46611	-0.225061	0.46611	-0.728532
854	640	207.321	5.08716	96	0	0.0785366	1.61099e-05	0	213.292	7.43122	29.6221	0.0265806	0	0	179.409	20.3525	210.242	19.4557	-20.1765	19.1855	45.2211	19.5121	13.2523	1.94282	-0.754283	0.554705	-2.91901	0.554705	-2.30214
591	379	228.796	3.84853	6752	0	0.0783369	1.64079e-05	0	312.849	8.64808	34.2375	0.0426846	0	0	203.028	13.7776	161.212	6.24957	-19.0578	12.7084	-18.1647	6.38559	18.363	2.28074	-8.25126	0.50046	-9.95502	0.50046	-4.11585
540	517	227.882	1.76388	6240	0	0.039652	1.30329e-05	0	186.198	5.29592	31.8773	0.0500219	0	0	150.689	16.6737	146.744	13.1615	48.843	15.5811	53.1306	12.9092	17.2734	2.76752	2.02803	0.607356	-0.675613	0.607356	1.21826
1185	468	125.84	4.37247	6752	0	0.0310627	1.18643e-05	0	222.555	5.23214	37.7391	0.0275824	0	0	302.354	28.2797	237.342	14.654	110.963	26.299	168.138	15.8303	29.8011	4.43387	-2.77231	0.44397	-3.70847	0.44397	-2.05461
518	476	183.464	2.8016	64	0	0.0747004	1.64581e-05	0	146.025	7.69157	22.144	0.0216145	0	0	140.814	8.99165	133.838	9.15595	-17.6024	8.37263	-24.1954	9.38692	8.6181	1.59369	-5.78546	0.728628	-7.14887	0.728628	-1.78817
520	425	187.676	3.1639	96	0	0.0816204	8.99089e-06	0	231.998	4.05189	51.7357	0.0257035	0	0	500	-0	259.574	48.6565	300	-0	300	-0	33.6294	1.74872	0.746658	0.200982	-0.569457	0.200982	1.38394
590	414	227.467	4.40773	96	0	0.0776495	1.99657e-05	0	216.061	8.61876	23.6131	0.0397488	0	0	500	0	301.325	64.4595	300	0	-300	0	11.5198	1.75856	1.38869	0.706057	-0.455318	0.706057	0.562552
1834	83	230.344	4.34172	96	0	0.0521574	1.36005e-05	0	279.98	6.04023	38.2071	0.0490464	0	0	500	-0	175.128	9.67179	300	-0	21.8232	9.57001	23.0308	3.08849	-0.863857	0.576017	-2.96047	0.576017	-0.497276
918	486	216.925	-1.75573	96	0	0.0538373	1.18708e-05	0	233.256	5.32426	39.6303	0.0475872	0	0	428.407	61.4206	500	-0	62.0804	58.0253	17.3551	88.5807	23.727	2.38494	2.73646	0.386058	1.08494	0.386058	4.9965
1220	428	164.865	9.83571	96	0	0.064112	2.14514e-05	0	202.136	9.19476	20.4761	0.0292895	0	0	119.856	41.2595	1	610.788	19.2801	36.9048	-56.1394	10.7041	9.52667	2.2923	0.0963685	0.94436	-2.27656	0.94436	-1.3608
1195	212	140.231	6.83681	64	0	0.0792807	1.90514e-05	0	194.768	7.86614	22.9195	0.0415134	0	0	500	-0	402.727	98.9027	300	-0	201.456	110.181	10.9613	1.68707	2.11282	0.650342	-0.586619	0.650342	5.40195
845	506	188.436	5.53938	96	0	0.0808458	1.28896e-05	0	226.658	5.46427	35.2079	0.0232773	0	0	500	-0	21.1977	77.6093	262.804	173.023	-42.8322	25.4424	21.2789	1.68401	1.9833	0.322873	-0.385559	0.322873	-0.062446
346	585	245.367	0.603254	96	0	0.0855426	1.69069e-05	0	191.459	7.20529	26.5015	0.0822949	0	0	124.484	9.51896	120.544	16.5839	26.7006	8.57093	5.60587	14.7793	10.8942	2.06751	2.24634	0.769468	-0.107076	0.769468	1.24536
308	22	223.067	-0.293633	96	0	0.0433819	1.01266e-05	0	191.141	4.60827	40.7354	0.0532576	0	0	19.2034	73.9543	500	-0	9.41109	19.0728	300	-0	25.8743	2.80137	0.919292	0.449018	-0.852863	0.449018	1.31279
581	240	166.545	4.33609	96	0	0.0215332	6.7824e-06	0	183.493	2.59603	64.2951	0.0692801	0	0	142.093	31.5778	500	-0	-26.3226	27.9635	131.462	71.3541	17.6596	3.1419	0	-1	0	-1	0
593	368	232.458	3.51087	96	0	0.036872	1.2412e-05	0	274.482	6.10344	42.7255	0.0529159	0	0	240.778	10.8586	214.191	13.6234	31.6836	10.2791	31.3297	13.5209	47.0296	5.27462	-1.63878	0.416523	-2.1117	0.416523	-2.24531
337	461	192.937	-1.85874	96	0	0.0818256	2.05014e-05	0	270.918	9.99234	25.5184	0.0224134	0	0	500	-0	247.713	34.3515	300	-0	109.552	34.3074	14.1154	2.18405	0.310782	0.593509	-1.95573	0.593509	-1.51595
339	291	195.281	-3.44796	96	0	0.0833665	1.69228e-05	0	251.624	7.09306	30.5654	0.0306469	0	0	500	-0	500	-0	300	-0	267.73	93.4652	15.3597	2.53199	-0.300268	0.67049	-2.33968	0.67049	-2.32971
1834	254	229.756	4.52078	96	0	0.0365049	1.19698e-05	0	285.037	5.14491	45.5593	0.0430607	0	0	500	0	421.076	76.0384	300	0	196.32	75.4006	32.2661	2.88594	1.11773	0.410323	-0.401533	0.410323	1.72494
1220	225	164.995	8.95598	96	0	0.0616739	1.54959e-05	0	233.919	6.31393	31.2182	0.0292906	0	0	500	0	496.166	105.064	261.268	116.058	300	0	17.3195	2.38452	1.51869	0.570919	-0.386834	0.570919	-0.107098
839	438	175.554	5.25171	96	0	0.0963036	2.14203e-05	0	254.17	8.89689	24.8364	0.0231832	0	0	291.604	84.6425	206.828	62.8814	22.892	83.6783	300	-0	13.7203	1.67218	1.1085	0.568838	-0.166208	0.568838	1.99183
287	8	184.205	-0.741765	96	0	0.0708048	1.23318e-05	0	255.85	5.26421	43.5198	0.0227046	0	0	241.816	27.5115	255.783	19.1981	70.691	25.8607	52.7095	19.2667	17.6457	2.72834	-1.76258	0.471391	-3.38345	0.471391	-1.44894
564	162	131.382	2.47587	96	0	0.0765279	1.31604e-05	0	251.054	6.04933	40.5145	0.0435401	0	0	500	0	447.047	82.0579	300	0	210.692	80.9341	11.0703	1.468	2.25187	0.509514	0.858018	0.509514	3.19799
328	169	175.437	-2.74132	96	0	0.0546039	9.5662e-06	0	195.414	3.96883	48.7778	0.0211646	0	0	148.198	16.9625	164.416	18.4258	-35.3418	15.5222	-7.65861	18.0303	16.0371	1.5976	0.854702	0.303434	-0.994564	0.303434	0.46633
430	358	27.285	13.9632	96	0	0.0705528	1.56107e-05	0	256.289	6.93794	31.2255	0.0555105	0	0	500	-0	80.4853	42.5613	40.215	142.862	-1.72601	34.8876	18.688	2.09303	1.57361	0.447627	-0.45146	0.447627	0.244155
649	127	358.557	-10.419	96	0	0.0776255	1.56513e-05	0	303.116	7.46243	36.1833	0.0431929	0	0	500	-0	215.561	41.8776	300	-0	38.9454	40.2439	25.9405	3.51146	0.488565	0.460183	-1.26874	0.460183	1.1532
716	486	329.373	-7.79574	96	0	0.0579538	1.49493e-05	0	271.877	6.66027	35.9031	0.0375412	0	0	500	0	381.966	63.472	291.262	64.4176	248.486	63.1943	21.2625	2.1636	1.68826	0.441893	-0.458985	0.441893	2.66522
423	337	18.2481	15.4913	64	0	0.0438491	1.56473e-05	0	203.41	6.70799	28.7952	0.0882169	0	0	500	-0	145.966	26.9998	45.4617	83.8504	16.426	25.1734	16.0421	2.73778	1.64164	0.693047	-0.40986	0.693047	-0.0918923
739	96	340.383	12.5806	96	0	0.0997881	2.06866e-05	0	273.37	8.35466	27.1356	0.0441066	0	0	500	-0	64.1121	27.781	300	-0	-3.49429	21.0074	12.8897	2.05935	1.06014	0.588053	-0.722892	0.588053	0.0405201
656	390	10.4603	-9.30315	4704	0	0.0553588	1.56951e-05	0	322.268	13.4795	24.2904	0.0377021	0	0	160.096	9.22984	153.571	4.69617	7.07671	8.71461	12.0393	4.61432	9.21751	2.17025	-6.39372	0.911675	-7.74742	0.911675	-2.76677
403	363	29.0707	1.05081	96	0	0.0789361	1.82338e-05	0	260.152	8.0285	28.5014	0.0293447	0	0	500	-0	316.512	69.9526	-34.0747	128.314	147.81	69.2129	13.9424	1.99473	0.895606	0.507266	-1.53355	0.507266	2.40282
398	389	18.74	0.430804	96	0	0.044819	1.12633e-05	0	252.954	5.15721	39.1214	0.0276681	0	0	500	-0	500	-0	300	-0	300	-0	33.3781	2.60304	1.59311	0.373783	0.0668547	0.373783	3.81414
388	377	1.20396	0.951182	96	0	0.0999087	2.84918e-05	0	216.982	10.6904	18.1588	0.0323011	0	0	300.402	92.6773	1	-0	300	-0	15.4559	26.3673	8.50966	2.0254	0.303744	0.901776	-1.32266	0.901776	-0.172359
658	313	13.9662	-9.98561	96	0	0.0547345	1.56246e-05	0	305.589	6.99441	37.1612	0.0371756	0	0	500	-0	500	-0	300	-0	240.535	125.488	26.6353	3.36658	1.40627	0.46349	-0.407285	0.46349	1.25319
648	299	355.237	-10.7414	96	0	0.0867969	1.81095e-05	0	249.241	7.89448	27.7051	0.0319429	0	0	500	-0	500	-0	300	-0	269.543	96.7461	12.7323	2.3045	0.0678946	0.727687	-0.664644	0.727687	-0.454835
730	27	322.692	10.6243	96	0	0.0617617	1.35817e-05	0	246.166	6.08745	38.6472	0.0539357	0	0	383.333	58.0716	293.192	40.8042	83.2342	50.5456	137.952	43.6263	22.2302	2.6764	0.333349	0.498332	-1.54553	0.498332	-0.965363
692	55	14.0672	-1.25538	6240	0	0.0445091	1.33679e-05	0	261.251	5.56767	36.2013	0.0386543	0	0	500	-0	121.948	43.7158	300	-0	1.41213	40.4741	21.8343	2.75294	1.5456	0.534581	0.259566	0.534581	1.73753
391	282	5.90828	-0.784168	96	0	0.0635513	1.70106e-05	0	220.175	7.61771	27.3552	0.0295013	0	0	500	-0	1	-0	300	-0	5.86569	24.315	14.821	2.84275	0.758046	0.805635	-2.23372	0.805635	-0.429712
1502	184	23.7238	-0.664984	96	0	0.0840913	1.36344e-05	0	269.66	5.98712	41.7219	0.0331858	0	0	500	-0	500	-0	300	-0	300	-0	19.9168	2.05079	1.72451	0.440147	-0.0441746	0.440147	1.58801
701	129	30.572	-1.12785	6752	0	0.0425467	1.2607e-05	0	253.696	5.57126	38.6205	0.027251	0	0	500	0	339.906	65.5018	300	0	189.965	66.4054	32.6117	3.862	1.78458	0.451619	-0.238685	0.451619	0.364363
391	111	7.36845	-0.212608	96	0	0.059865	1.74872e-05	0	249.596	8.27645	27.7173	0.0229212	0	0	17.1702	89.2315	500	-0	-75.8805	22.9161	175.632	106.041	15.137	2.78698	2.24514	0.708009	0.388652	0.708009	8.6836
687	160	4.17731	-0.445445	96	0	0.0644766	1.40678e-05	0	279.102	6.24878	38.4933	0.0284826	0	0	500	-0	123.649	28.4358	300	-0	73.7061	25.9638	24.8806	2.71322	2.29266	0.436254	0.647426	0.436254	2.76585
376	473	337.291	0.0789018	6752	0	0.0568443	1.46855e-05	0	239.26	7.24908	30.5408	0.0687549	0	0	126.384	14.7297	166.586	9.6941	5.51195	13.4477	30.4551	10.39	18.344	2.56166	-4.57177	0.592244	-6.12378	0.592244	-1.71891
721	503	337.93	-8.40881	96	0	0.0828948	1.03189e-05	0	301.337	4.84203	53.1059	0.0549255	0	0	500	0	302.456	17.1862	300	0	98.5392	16.6398	24.6117	1.83851	-0.131141	0.241607	-1.76503	0.241607	0.684441
693	269	14.4377	-0.419423	96	0	0.043839	1.28413e-05	0	292.796	6.25632	40.2648	0.0473694	0	0	500	-0	500	-0	300	-0	232.798	93.6939	38.0152	2.89094	1.26964	0.361308	-0.411354	0.361308	-0.0443922
716	417	329.195	-6.94733	96	0	0.0647552	1.52252e-05	0	261.009	6.67059	33.4463	0.0328768	0	0	488.578	71.9211	198.476	34.759	78.4673	66.8262	-25.8666	36.0447	18.9179	2.30163	0.166925	0.468829	-1.55099	0.468829	-0.750381
725	301	345.096	-9.88328	96	0	0.0798105	2.56668e-05	0	147.69	10.8583	16.9241	0.0393589	0	0	142.105	33.2537	100.836	27.8951	35.1812	29.4657	38.9162	24.1512	5.4456	1.83334	-0.0211839	1.35398	-2.80914	1.35398	-1.303
378	396	340.837	0.473353	96	0	0.0579081	1.21301e-05	0	206.196	5.40008	35.1675	0.0705635	0	0	111.474	53.9254	374.931	80.5514	-122.392	47.1566	161.192	87.1688	27.1978	2.48985	2.3511	0.391226	0.494156	0.391226	3.03022
650	359	358.89	-9.65473	96	0	0.0772677	1.46655e-05	0	214.496	6.95161	29.9653	0.0344187	0	0	400.776	86.0907	264.239	47.2154	60.1253	76.7445	21.3333	43.8748	13.5922	2.14342	0.782865	0.569605	-0.998625	0.569605	-1.87849
400	424	22.8872	0.555972	96	0	0.0792413	1.52938e-05	0	251.676	6.90411	32.4209	0.0233815	0	0	500	-0	500	-0	300	-0	300	-0	18.0865	1.83222	0.784781	0.448568	-1.23877	0.448568	-0.926767
638	297	316.395	-7.59215	96	0	0.0731063	1.54707e-05	0	162.684	6.46156	27.7644	0.0840711	0	0	158.128	13.3529	168.393	8.7369	35.7146	12.4624	-10.3729	9.12321	9.81656	3.06187	-3.39043	0.886433	-6.18078	0.886433	-3.46106
749	528	358.529	15.9699	96	0	0.0752207	1.44889e-05	0	274.605	6.57728	36.8723	0.0391608	0	0	500	-0	184.999	27.1433	300	-0	31.7909	26.9755	16.6577	1.73089	0.931818	0.429028	-1.12357	0.429028	0.897638
429	121	26.9223	12.9696	64	0	0.0735692	1.29683e-05	0	210.751	5.06485	39.6	0.0602896	0	0	500	-0	500	-0	300	-0	240.438	86.129	12.8139	1.75118	1.47312	0.50663	-0.228532	0.50663	-1.69039
375	62	336.785	-0.727203	96	0	0.0567804	2.04565e-05	0	205.443	7.58349	23.7442	0.0695403	0	0	87.1824	20.5303	148.534	13.7322	14.3198	17.0921	-4.98209	13.1077	12.2865	3.6118	0.245581	1.29982	-2.27572	1.29982	0.317545
664	155	26.6518	-9.69588	96	0	0.0521033	1.46936e-05	0	199.746	6.03152	32.3855	0.0287058	0	0	500	0	427.007	88.2442	300	0	300	0	23.4662	3.10933	2.6838	0.569866	0.73816	0.569866	2.3859
720	599	336.542	-8.74304	96	0	0.0833742	1.92902e-05	0	178.721	7.60168	22.7933	0.0441456	0	0	69.2075	37.3045	500	-0	34.6282	28.225	300	-0	8.95573	1.94276	-1.46125	0.986271	-3.64516	0.986271	-3.11367
377	48	339.979	-0.988612	96	0	0.0530678	1.69482e-05	0	183.66	6.65042	24.6492	0.0507238	0	0	191.867	34.7943	230.245	24.0176	19.7777	32.3715	47.8853	25.3124	13.7778	3.66029	-2.89955	0.900484	-5.18199	0.900484	-7.30168
409	41	42.3665	-0.873033	96	0	0.0237361	1.21198e-05	0	132.152	4.82074	42.6683	0.0544699	0	0	102.949	1.14216	112.099	1.84876	-13.1515	1.13284	-10.6747	1.78673	74.4217	7.95554	0	-1	0	-1	0
420	413	12.7476	15.8899	96	0	0.0782507	1.97181e-05	0	263.128	9.66282	27.6957	0.0689707	0	0	500	0	403.42	93.4813	300	0	293.945	94.7685	16.4254	2.24604	1.6559	0.595071	-0.35293	0.595071	2.16011
660	539	19.6024	-8.87816	96	0	0.0654873	1.27465e-05	0	293.712	6.29356	40.4034	0.0354664	0	0	500	0	425.416	82.2813	300	0	136.989	91.8018	24.3341	1.85368	1.81791	0.311845	-0.395385	0.311845	2.72767
665	156	28.5753	-9.71348	96	0	0.0523508	1.3795e-05	0	294.601	6.56773	39.431	0.0237625	0	0	500	-0	137.722	19.3881	300	-0	57.2378	19.2771	31.4402	4.11348	-0.453021	0.407543	-2.51776	0.407543	0.787049
725	123	345.972	-10.6769	96	0	0.0781967	2.29667e-05	0	199.552	8.69212	21.684	0.0382589	0	0	193.876	38.5368	166.063	30.5435	-5.7271	36.4393	-41.9619	28.4924	9.86304	2.3507	1.47631	0.936293	-0.583739	0.936293	1.44536
747	534	354.504	15.9004	96	0	0.0681697	1.9209e-05	0	287.735	8.43415	30.0413	0.0588627	0	0	500	-0	500	-0	300	-0	-300	-0	17.552	2.30898	1.32773	0.553698	-0.701847	0.553698	4.67896
1064	188	51.5257	-0.61575	96	0	0.0374171	1.24132e-05	0	261.24	5.57865	40.0812	0.108485	0	0	500	-0	1	-0	300	-0	-23.0739	28.12	30.7237	3.7513	0.941508	0.439728	-1.24398	0.439728	-0.0394857
739	294	339.39	12.5144	96	0	0.0982972	2.18402e-05	0	273.076	9.61468	24.3316	0.0476244	0	0	467.175	126.202	286.653	53.5074	300	-0	300	-0	11.7126	1.94133	1.52354	0.67381	0.00360901	0.67381	3.33161
989	70	324.805	-0.508541	96	0	0.0637274	1.33125e-05	0	233.684	5.75836	35.487	0.0555638	0	0	500	0	441.015	79.1913	300	0	178.678	81.3268	23.8714	2.27193	1.86431	0.488833	0.0702099	0.488833	2.67162
646	321	351.194	-8.79943	96	0	0.0968089	1.93393e-05	0	221.492	7.65577	25.6414	0.0458795	0	0	208.674	95.3623	52.8796	35.6291	91.8588	91.339	91.9941	25.5904	9.9781	2.61057	2.17945	0.884892	0.155657	0.884892	0.234033
673	43	337.69	-1.15762	96	0	0.0568866	1.7021e-05	0	220.345	7.11274	28.9132	0.0651138	0	0	487.163	104.446	363.761	96.1495	300	0	130.753	93.2842	11.259	2.67858	0.429986	0.986861	-1.33545	0.986861	0.443733
719	98	334.197	-9.72478	96	0	0.0924643	1.91098e-05	0	243.447	8.06452	25.9277	0.0637614	0	0	500	-0	276.794	48.6922	300	-0	234.279	50.7189	13.2449	2.61609	0.433508	0.748605	-1.99409	0.748605	-3.28201
645	113	350.735	-10.0456	96	0	0.0839543	1.99565e-05	0	275.81	8.77378	27.8029	0.0277684	0	0	500	-0	175.763	42.5954	300	-0	-201.476	40.7423	13.6877	2.35989	0.828906	0.718264	-1.00085	0.718264	-0.929919
464	484	59.5827	-5.53885	96	0	0.0651752	9.10647e-06	0	219.602	4.04552	52.2117	0.118886	0	0	500	-0	237.409	26.0535	300	-0	4.49596	28.9039	26.45	2.4102	0.0303259	0.314117	-1.59605	0.314117	2.23179
739	313	339.024	13.0124	96	0	0.0889356	2.06422e-05	0	214.444	8.71162	22.9737	0.0670144	0	0	500	-0	1	-0	300	-0	13.6304	16.8356	10.3378	2.20368	1.40033	0.836938	-0.577261	0.836938	-0.765161
720	560	336.37	-8.72795	96	0	0.0835725	1.7118e-05	0	218.616	6.96533	28.0561	0.043154	0	0	191.29	20.4441	155.984	16.07	23.1801	19.461	58.6387	15.4087	12.0088	1.94193	1.22359	0.679191	-0.430492	0.679191	1.24158
718	101	332.489	-9.61602	96	0	0.0826763	1.58059e-05	0	258.271	6.5035	33.9204	0.0410845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	219	32.2891	12.39	64	0	0.0605163	2.14138e-05	0	171.371	8.51172	21.8764	0.236583	0	0	281.768	119.314	1	-0	-226.855	115.825	-41.5332	22.6105	10.3247	4.13322	3.27472	1.72083	0.338345	1.72083	0.261804
400	69	24.3036	-0.504315	96	0	0.0561178	1.48093e-05	0	233.091	6.77802	31.8097	0.0314868	0	0	86.7813	37.9068	500	-0	-62.8119	29.4734	300	-0	19.6553	2.95616	1.79693	0.48364	0.0833178	0.48364	3.18988
377	295	338.8	-1.14719	96	0	0.0898598	2.56717e-05	0	303.69	10.7307	22.7694	0.0550416	0	0	500	-0	91.5365	38.541	300	-0	193.838	31.849	10.0492	2.3864	1.00515	0.953255	-1.29526	0.953255	-0.140023
718	251	331.267	-9.02412	96	0	0.0639352	1.17597e-05	0	254.033	5.09639	44.4185	0.0321809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731	138	323.471	10.4397	96	0	0.077875	1.86615e-05	0	251.64	8.22228	28.1592	0.0630876	0	0	301.686	58.5762	242.337	46.6851	2.42086	54.6814	-11.3068	43.6227	13.2018	2.16509	1.55804	0.68293	0.0216698	0.68293	3.75392
636	7	314.51	-7.55766	96	0	0.0801805	2.10854e-05	0	201.048	7.79908	25.7463	0.0792373	0	0	500	-0	500	-0	300	-0	300	-0	9.8759	3.20911	0.509354	1.03997	-2.73312	1.03997	7.326
718	268	331.785	-9.36217	64	0	0.0820182	2.06884e-05	0	159.472	10.2735	17.201	0.0352286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	309	334.418	-9.19784	6208	0	0.0937725	2.13526e-05	0	198.335	8.02048	22.8633	0.069813	0	0	463.087	131.084	1	-0	300	-0	3.30401	13.0925	11.1786	2.58392	1.18087	1.0207	-1.24135	1.0207	-0.587852
736	148	334.353	12.523	96	0	0.0804337	1.69196e-05	0	243.562	7.22924	30.5857	0.0809913	0	0	500	-0	500	-0	300	-0	300	-0	15.6396	1.9675	1.14437	0.5265	-1.03281	0.5265	0.74567
649	562	358.778	-9.37558	6240	0	0.0740831	1.59196e-05	0	244.185	7.20266	30.9397	0.0360989	0	0	500	-0	500	-0	300	-0	-300	-0	12.6724	1.40097	0.945825	0.517535	-0.674303	0.517535	3.09174
407	552	38.1674	0.260103	96	0	0.0205609	5.50256e-06	0	168.307	2.48135	62.9286	0.0278958	0	0	110.595	23.8633	500	-0	-28.7964	20.4411	287.895	58.8373	66.4787	4.76632	1.68225	0.223895	0.236044	0.223895	0
641	204	323.159	-8.40428	96	0	0.0958835	9.37725e-06	0	212.412	9.95234	19.6101	0.0386416	0	0	111.892	1.78636	114.213	2.07766	-4.63791	1.72746	-2.70426	1.99894	8.80252	2.13881	-32.2141	1.06014	-33.3361	1.06014	-15.3105
725	135	345.948	-10.3082	96	0	0.0772611	1.80002e-05	0	138.049	7.47402	21.2819	0.0409339	0	0	104.203	13.4724	125.471	12.1021	27.205	11.6947	12.9699	11.379	10.1764	2.1926	-1.40336	0.840812	-3.55221	0.840812	-2.05851
723	420	341.453	-8.52754	96	0	0.0815499	1.65994e-05	0	165.651	6.47082	24.9103	0.040596	0	0	125.288	16.9673	182.051	16.1381	-4.53452	15.4003	10.4766	17.7209	8.78248	1.65189	-2.56311	0.680476	-4.64429	0.680476	0.55852
398	77	20.0964	-0.078961	6752	0	0.0774105	1.65137e-05	0	333.071	8.03827	36.5142	0.0351123	0	0	500	-0	268.455	41.6959	300	-0	186.852	40.5268	23.1584	2.47009	0.267154	0.384777	-1.32186	0.384777	-0.738147
731	318	322.327	11.201	96	0	0.0891051	2.17805e-05	0	259.956	8.43931	26.0217	0.079982	0	0	500	-0	50.8138	26.3432	300	-0	-46.8655	17.2286	12.3833	2.41747	0.432203	0.774567	-1.5888	0.774567	-1.20675
725	319	344.855	-9.49698	96	0	0.0791353	1.56473e-05	0	230.555	6.5851	33.193	0.036978	0	0	500	-0	137.829	57.2399	300	-0	50.5817	54.2855	18.4077	2.18332	0.993409	0.472874	-0.394288	0.472874	1.2212
675	221	340.761	-0.231095	96	0	0.0578371	1.05036e-05	0	192.418	4.66973	42.1465	0.0641317	0	0	500	0	485.233	86.7575	300	0	300	0	18.0232	1.55117	2.44455	0.41472	-0.0619316	0.41472	2.7541
718	47	333.132	-9.01038	96	0	0.0700134	1.13033e-05	0	277.911	4.98257	51.0975	0.0471853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1094	568	353.857	1.05907	96	0	0.0843846	1.61129e-05	0	322.98	7.74594	38.6886	0.0457822	0	0	192.399	332.037	493.384	130.412	-6.43542	307.946	26.0488	131.678	23.4817	2.2283	1.12439	0.389433	-0.885435	0.389433	2.7239
