AVG	ENTROPY	FLAG	MEDIAN	MODE	P16	P2P5	P84	P97P5
-0.8312	-6.07672	0	-0.831203	-1	-1.66071	-2.62059	-0.0499998	0.696297
-0.89924	-5.92482	0	-0.842126	-0.6	-1.69773	-2.61786	-0.195982	0.4
-0.63839	-5.93382	0	-0.587676	-0.35	-1.42377	-2.3425	0.07875	0.629167
-0.59201	-5.88265	0	-0.562847	-0.35	-1.33082	-2.2125	0.0755	0.720001
-0.75605	-5.85949	0	-0.711956	-0.5	-1.49302	-2.37895	-0.0877272	0.505556
-0.31529	-4.96501	0	-0.349617	-0.35	-0.7225	-1.07889	0.0407822	0.396512
-0.78952	-5.9331	0	-0.766433	-0.5	-1.53841	-2.45	-0.111667	0.625
-0.89187	-5.92476	0	-0.829136	-0.6	-1.68125	-2.6381	-0.188696	0.380435
-0.90623	-5.91533	0	-0.859155	-0.9	-1.6875	-2.62174	-0.216071	0.397619
-0.97016	-5.94253	0	-0.925581	-0.85	-1.74805	-2.66111	-0.260577	0.342424
-0.86226	-5.88521	0	-0.813433	-0.9	-1.61835	-2.57857	-0.175	0.383334
0.0575701	-4.86091	0	0.0286478	0.0500002	-0.327228	-0.669231	0.400955	0.7
-0.64851	-6.10112	0	-0.635586	-0.85	-1.51377	-2.41136	0.167568	0.884616
-0.85547	-5.93482	0	-0.808633	-0.55	-1.61909	-2.56111	-0.162632	0.464706
-0.90604	-5.97167	0	-0.881667	-0.95	-1.71596	-2.58	-0.184536	0.4625
-0.57894	-6.00866	0	-0.578461	-0.35	-1.37432	-2.27647	0.164894	0.853334
-0.43666	-5.91742	0	-0.340357	-0.25	-1.22266	-2.255	0.251667	0.792308
-0.68184	-6.06215	0	-0.674409	-0.8	-1.51554	-2.45357	0.0935064	0.8
-0.87227	-5.97805	0	-0.86844	-0.75	-1.66533	-2.52187	-0.155435	0.681819
-0.72234	-6.16479	0	-0.728409	-0.9	-1.67652	-2.61667	0.204412	0.7875
-1.00216	-6.01133	0	-1.00822	-0.75	-1.78592	-2.68636	-0.298591	0.610527
-0.92262	-5.91694	0	-0.871831	-0.75	-1.69189	-2.62381	-0.224038	0.341667
-0.86613	-5.88397	0	-0.790141	-0.55	-1.63472	-2.6225	-0.192797	0.330883
-1.03495	-5.89511	0	-1.00941	-1	-1.78406	-2.7	-0.348739	0.269231
-1.14031	-5.8217	0	-1.09472	-0.9	-1.86231	-2.77333	-0.487391	0.0478265
0.48134	-5.38742	0	0.517207	0.5	0.032184	-1.00667	0.933904	1.37941
-0.90664	-5.9325	0	-0.843226	-0.8	-1.70565	-2.64167	-0.194737	0.381482
-0.92594	-5.92432	0	-0.883667	-0.65	-1.71045	-2.65417	-0.216514	0.348333
-0.63765	-5.93103	0	-0.615809	-0.15	-1.40846	-2.29667	0.066087	0.705173
-0.80915	-5.90611	0	-0.754225	-0.7	-1.59286	-2.51	-0.108772	0.429311
-0.96033	-5.81339	0	-0.870588	-0.6	-1.67302	-2.73214	-0.323228	0.18125
-0.62745	-5.9069	0	-0.585384	-0.3	-1.40125	-2.34048	0.0683674	0.643182
-0.94824	-5.9899	0	-0.943706	-0.85	-1.74779	-2.60667	-0.206667	0.59375
-0.65211	-5.89197	0	-0.597143	-0.3	-1.41357	-2.31471	0.0234375	0.636539
-0.88257	-5.89433	0	-0.824367	-0.8	-1.65625	-2.59333	-0.193518	0.335714
-1.17422	-5.88	0	-1.15069	-0.9	-1.90663	-2.78	-0.5	0.11579
-0.63586	-5.98057	0	-0.628358	-0.4	-1.41462	-2.31471	0.0844444	0.86579
-0.99589	-5.8347	0	-0.947945	-0.6	-1.73188	-2.582	-0.338524	0.220834
-1.03506	-6.04911	0	-1.03493	-0.65	-1.85577	-2.86	-0.2675	0.56875
-0.96132	-5.85891	0	-0.893089	-0.55	-1.72727	-2.67059	-0.296052	0.225
-0.8125	-5.82018	0	-0.776642	-0.4	-1.54662	-2.38462	-0.162121	0.385
-0.73163	-5.81269	0	-0.705882	-0.5	-1.44718	-2.28261	-0.0809523	0.483334
-0.81967	-5.96578	0	-0.782847	-0.55	-1.57586	-2.61333	-0.115	0.543751
-0.22547	-5.04958	0	-0.244402	-0.2	-0.644643	-1.07714	0.14704	0.516216
-1.06707	-5.85397	0	-1.02516	-0.75	-1.79695	-2.68235	-0.41	0.148077
-0.99979	-5.93326	0	-0.968015	-0.8	-1.76622	-2.66562	-0.297024	0.306522
-0.87194	-5.82502	0	-0.823313	-0.8	-1.59514	-2.51	-0.207075	0.261539
-0.90168	-5.86008	0	-0.834426	-0.65	-1.66102	-2.63333	-0.222222	0.263236
-1.08261	-5.85834	0	-1.052	-0.85	-1.82403	-2.715	-0.40618	0.148387
-0.38789	-6.09944	0	-0.432447	-0.8	-1.30584	-2.03333	0.584746	1.20326
-1.30798	-5.89007	0	-1.246	-1.05	-2.0839	-3.00789	-0.614912	-0.0656246
-0.9767	-5.92996	0	-0.943506	-0.9	-1.75312	-2.65588	-0.264211	0.310527
-0.87644	-5.80003	0	-0.840809	-0.65	-1.59	-2.49062	-0.224528	0.257813
0.21291	-4.90048	0	0.186808	0.2	-0.172535	-0.53	0.542265	0.879032
-0.71675	-5.91423	0	-0.692763	-0.65	-1.49133	-2.3225	-0.035542	0.632609
-0.8924	-5.89552	0	-0.841729	-0.75	-1.67923	-2.592	-0.195339	0.38125
-0.63633	-5.9055	0	-0.595489	-0.3	-1.41071	-2.29545	0.0615385	0.620588
-0.74802	-5.93155	0	-0.6964	-0.4	-1.53387	-2.44474	-0.027647	0.506667
0.62488	-5.17449	0	0.642996	0.7	0.22521	-0.568182	1.01531	1.40238
-1.05652	-6.01768	0	-1.03007	-0.7	-1.86275	-2.85312	-0.310759	0.381818
-0.90231	-5.85221	0	-0.859854	-0.7	-1.63836	-2.53478	-0.244681	0.344445
-0.84306	-5.86824	0	-0.771523	-0.6	-1.6	-2.53947	-0.159746	0.323334
-0.7427	-5.83255	0	-0.692466	-0.45	-1.48359	-2.34474	-0.0863635	0.442188
-1.06684	-5.86477	0	-1.00658	-0.85	-1.81316	-2.76786	-0.403572	0.142188
-0.99104	-5.83911	0	-0.929286	-0.5	-1.725	-2.675	-0.338889	0.174194
0.7924	-4.56744	0	0.749072	0.75	0.490598	0.256494	1.04202	1.39865
-0.82999	-5.88023	0	-0.753731	-0.6	-1.6087	-2.5381	-0.142719	0.364286
-0.81924	-6.20758	0	-0.833913	-0.95	-1.77101	-2.65789	0.116667	0.823685
-0.58852	-5.9992	0	-0.546063	-0.3	-1.39653	-2.38125	0.146	0.779167
-0.61217	-5.92387	0	-0.509615	-0.35	-1.39727	-2.43438	0.0743119	0.625
-0.74248	-6.14138	0	-0.690291	-0.5	-1.67321	-2.59333	0.0989472	0.801786
-0.89851	-5.95498	0	-0.860317	-0.7	-1.68182	-2.585	-0.195402	0.51
-0.50004	-5.96764	0	-0.424088	-0.0499997	-1.29155	-2.40556	0.187143	0.830556
-0.68505	-5.81671	0	-0.624817	-0.3	-1.42266	-2.35556	-0.0329456	0.463334
-0.71494	-5.86917	0	-0.691059	-0.55	-1.44403	-2.36429	-0.0525771	0.630556
-0.93836	-5.99433	0	-0.906835	-0.8	-1.7493	-2.66316	-0.202247	0.492308
-0.6771	-5.89064	0	-0.60678	-0.5	-1.43333	-2.45385	0.0064356	0.558696
-0.91428	-6.00663	0	-0.889381	-0.6	-1.72877	-2.6375	-0.162048	0.5
-0.81508	-5.91741	0	-0.790357	-0.65	-1.57324	-2.49545	-0.118519	0.51
-0.0211599	-4.93023	0	-0.044813	-0.0999999	-0.409864	-0.821875	0.334768	0.635455
0.0882701	-4.94559	0	0.0652175	0.0999999	-0.300299	-0.70303	0.440184	0.770238
-0.84501	-5.85217	0	-0.791726	-0.55	-1.57083	-2.4875	-0.178641	0.352084
-0.9191	-5.86737	0	-0.859929	-0.75	-1.66429	-2.6125	-0.259524	0.302084
-1.07497	-5.81292	0	-1.00839	-0.7	-1.81937	-2.79286	-0.420874	0.058621
-1.01109	-5.88652	0	-0.96884	-0.8	-1.77037	-2.68214	-0.334694	0.259091
-1.04121	-5.9158	0	-0.9975	-1.05	-1.79621	-2.81154	-0.358095	0.255
-0.67765	-5.83364	0	-0.607407	-0.4	-1.40357	-2.3881	-0.0310483	0.501667
-0.57675	-5.85446	0	-0.514029	-0.25	-1.31316	-2.25357	0.0848739	0.6225
-1.03032	-5.88934	0	-0.997945	-0.85	-1.77879	-2.65625	-0.357339	0.251852
-0.85493	-5.8996	0	-0.79671	-0.5	-1.6241	-2.55	-0.187097	0.427143
-0.89293	-5.86439	0	-0.813851	-0.75	-1.66094	-2.625	-0.215217	0.275
-0.77212	-5.94955	0	-0.732456	-0.55	-1.54018	-2.56111	-0.058854	0.534616
-0.71998	-5.91245	0	-0.658394	-0.35	-1.50515	-2.43095	-0.0249999	0.522222
-0.36607	-6.11372	0	-0.381304	-0.55	-1.22836	-2.15357	0.46039	1.26852
-1.28069	-5.85068	0	-1.21887	-1	-2.02	-2.95	-0.614019	-0.0827583
-0.79283	-5.92271	0	-0.771753	-0.75	-1.55672	-2.43571	-0.0926315	0.559524
-1.09045	-5.87605	0	-1.03723	-0.9	-1.85231	-2.78667	-0.41281	0.117392
-0.61205	-6.03767	0	-0.553153	-0.35	-1.47537	-2.44062	0.159412	0.756818
-0.95982	-5.8858	0	-0.905028	-0.9	-1.70775	-2.71364	-0.283606	0.245834
-0.82452	-5.85089	0	-0.741761	-0.7	-1.56268	-2.64091	-0.154445	0.325
0.0350201	-5.00148	0	0.0158899	-0.0499997	-0.38007	-0.777778	0.404487	0.733334
-0.0432399	-4.94361	0	-0.0542143	0	-0.441611	-0.840278	0.307735	0.618519
-1.03766	-5.92172	0	-1.00255	-0.8	-1.8087	-2.664	-0.343229	0.331482
-0.84799	-5.88962	0	-0.79187	-0.55	-1.60082	-2.56667	-0.158929	0.374243
-0.79538	-5.91657	0	-0.721895	-0.65	-1.56901	-2.54412	-0.0896295	0.444828
-0.86487	-5.847	0	-0.784091	-0.45	-1.61818	-2.59444	-0.201111	0.28
-0.61743	-5.90387	0	-0.582246	-0.0999999	-1.36538	-2.2875	0.0783019	0.674
0.44448	-4.92465	0	0.427679	0.55	0.0465988	-0.335135	0.796045	1.10761
-0.78241	-5.84452	0	-0.725	-0.8	-1.54538	-2.44737	-0.124766	0.408
-1.0593	-5.8899	0	-1.0063	-0.95	-1.80448	-2.77333	-0.389247	0.2325
-0.81104	-5.81363	0	-0.725	-0.55	-1.52281	-2.60263	-0.163095	0.336207
-0.7377	-6.12489	0	-0.774537	-0.7	-1.59602	-2.5	0.0897726	0.977084
-0.74796	-6.05457	0	-0.744737	-0.55	-1.56909	-2.5125	0.025	0.762
-0.976	-5.96646	0	-0.917939	-0.65	-1.77807	-2.75	-0.255556	0.35303
-0.82613	-5.86756	0	-0.808904	-0.45	-1.55694	-2.4225	-0.146079	0.471429
0.92465	-5.45617	0	0.932864	1	0.430128	-0.430769	1.4008	1.91042
-1.01752	-5.91489	0	-0.929044	-0.6	-1.81883	-2.795	-0.321495	0.1875
-0.91178	-5.86001	0	-0.867568	-0.45	-1.6474	-2.575	-0.248958	0.339286
-0.68617	-5.90234	0	-0.597115	-0.4	-1.43878	-2.57895	-0.00991379	0.55
-1.10233	-5.89342	0	-1.0551	-0.95	-1.863	-2.79545	-0.426596	0.177778
-0.88239	-5.90945	0	-0.830232	-0.65	-1.63769	-2.60312	-0.208763	0.416
-1.08186	-5.84698	0	-1.025	-0.9	-1.80917	-2.75	-0.434821	0.157693
-1.21109	-5.87159	0	-1.14623	-0.85	-1.98182	-2.87812	-0.524553	-0.0229727
-0.75743	-5.79918	0	-0.698089	-0.5	-1.46587	-2.38929	-0.124324	0.40625
-0.29849	-5.13281	0	-0.325	-0.3	-0.74497	-1.1439	0.092384	0.511905
-0.96061	-5.88752	0	-0.907051	-0.85	-1.71646	-2.66136	-0.265948	0.266129
0.11728	-4.97015	0	0.0961396	0.0999999	-0.283557	-0.686486	0.480055	0.786793
-0.2914	-4.94823	0	-0.314552	-0.35	-0.704464	-1.03731	0.0659236	0.394118
-0.76471	-5.80707	0	-0.667073	-0.6	-1.49118	-2.60714	-0.110163	0.317857
-0.77418	-5.86775	0	-0.722222	-0.6	-1.53134	-2.43182	-0.0955752	0.440323
-0.86781	-5.85032	0	-0.821765	-0.8	-1.59859	-2.51	-0.2048	0.340909
-1.02386	-5.82869	0	-0.947651	-0.8	-1.7375	-2.80294	-0.378832	0.156897
-0.83691	-5.77274	0	-0.738535	-0.5	-1.53492	-2.59286	-0.216788	0.230233
-0.82155	-5.85155	0	-0.739744	-0.45	-1.56182	-2.62143	-0.157258	0.35
-0.37173	-5.02818	0	-0.396787	-0.3	-0.790816	-1.17576	-0.00529803	0.372222
0.0590901	-4.83088	0	0.0390412	0	-0.306481	-0.677273	0.37767	0.690566
0.83196	-4.68958	0	0.789562	0.75	0.511975	0.223256	1.10701	1.47838
-0.58103	-5.87337	0	-0.554109	-0.4	-1.31102	-2.22857	0.0788793	0.67
-0.62701	-5.76399	0	-0.545856	-0.45	-1.27808	-2.40294	-0.0271999	0.525
-0.81813	-5.99118	0	-0.7748	-0.65	-1.66636	-2.525	-0.0554346	0.5625
-0.32026	-4.99496	0	-0.355914	-0.35	-0.725165	-1.09082	0.0450294	0.425
-1.07592	-5.88323	0	-1.04426	-1.05	-1.8375	-2.758	-0.39899	0.168572
-1.00397	-5.98296	0	-0.943411	-0.75	-1.79865	-2.8	-0.288889	0.303334
-0.36669	-5.81677	0	-0.272222	0	-1.08583	-2.17727	0.268852	0.75
-0.65799	-5.78291	0	-0.608805	-0.5	-1.32647	-2.35	-0.0430326	0.540477
0.0998501	-5.5449	0	0.177689	0.25	-0.408182	-1.68889	0.591772	1.09833
-0.97142	-5.88652	0	-0.922148	-0.55	-1.72712	-2.6825	-0.276415	0.27069
-1.07505	-5.8484	0	-1.04392	-1.4	-1.79885	-2.67708	-0.415958	0.186364
0.46154	-5.10608	0	0.419611	0.4	0.0503228	-0.404167	0.827477	1.354
-0.88129	-5.89617	0	-0.860448	-1	-1.63158	-2.50357	-0.215596	0.456819
-0.80862	-5.8763	0	-0.747183	-0.4	-1.56475	-2.50769	-0.143367	0.383929
-0.31688	-4.85619	0	-0.340536	-0.25	-0.694848	-1.03727	0.012963	0.34
-0.65223	-5.92494	0	-0.600769	-0.55	-1.44296	-2.345	0.0615001	0.608824
-0.67156	-5.95028	0	-0.613566	-0.45	-1.47614	-2.4275	0.0428573	0.636364
-0.91341	-5.94364	0	-0.906863	-0.8	-1.66087	-2.5475	-0.250538	0.620834
-0.91359	-5.86648	0	-0.847297	-0.85	-1.6587	-2.65	-0.237963	0.285294
-0.78552	-5.8634	0	-0.763605	-0.5	-1.51582	-2.41071	-0.125	0.468422
-1.2299	-5.9338	0	-1.16462	-0.95	-2.01864	-2.97222	-0.524793	0.0540004
-0.95682	-5.8338	0	-0.881482	-0.55	-1.70227	-2.64687	-0.305343	0.185
-1.13462	-5.83651	0	-1.06993	-0.95	-1.86721	-2.788	-0.473039	0.042593
-0.58684	-5.88263	0	-0.523571	-0.35	-1.35345	-2.33333	0.0951326	0.611111
-1.08688	-5.86046	0	-1.03013	-0.8	-1.845	-2.74423	-0.405289	0.0925928
-1.10248	-5.89327	0	-1.02879	-0.85	-1.87121	-2.86786	-0.407589	0.0821431
