PLATEID	FIBERID	RA	DEC	PRIMTARGET	SECTARGET	Z	Z_ERR	Z_WARNING	V_DISP	V_DISP_ERR	SN_MEDIAN	E_BV_SFD	ZTWEAK	ZTWEAK_ERR
558	229	148.453	57.1736	96	0	0.080498	1.83614e-05	0	229.551	7.75294	26.3007	0.0126192	0	0
938	521	140.203	40.6642	96	0	0.072669	2.08295e-05	0	288.534	10.0345	28.9053	0.0179456	0	0
882	602	182.194	53.3337	4192	0	0.0813124	2.3972e-05	0	154.881	8.17407	16.6539	0.0209244	0	0
973	403	255.677	34.06	4672	0	0.0992977	3.6298e-05	0	598.201	27.3654	23.415	0.023307	0	0
1163	116	223.511	54.2656	96	0	0.0986274	2.07562e-05	0	294.775	9.04254	28.645	0.0136436	0	0
884	82	187.197	51.2653	6752	0	0.086503	1.83249e-05	0	229.579	7.37809	26.832	0.0166158	0	0
1013	78	172.175	54.1723	96	0	0.0704308	1.68164e-05	0	237.959	7.85215	28.6823	0.0150456	0	0
1208	302	127.132	30.4313	96	0	0.0503187	1.29616e-05	0	297.55	6.75146	37.8063	0.0475788	0	0
1199	128	134.633	38.4932	96	0	0.0933824	1.93112e-05	0	211.895	8.06424	23.2891	0.0281028	0	0
1016	448	176.839	55.7302	96	0	0.0515356	1.33561e-05	0	269.161	6.52861	36.4633	0.00956375	0	0
1014	362	172.429	55.3805	96	0	0.0684762	1.48609e-05	0	281.439	6.87938	34.4299	0.011561	0	0
874	204	156.257	47.8419	6240	0	0.0636553	1.73465e-05	0	291.379	8.56172	31.7294	0.0113113	0	0
906	36	163.402	54.8679	6240	0	0.0715865	1.87384e-05	0	236.147	7.70264	26.1847	0.0100841	0	0
966	120	173.705	49.0776	6752	0	0.033335	1.25556e-05	0	298.514	5.86986	42.1443	0.0162631	0	0
553	446	136.977	52.7905	6752	0	0.0986872	1.44038e-05	0	284.683	6.80557	36.6805	0.0183151	0	0
955	196	183.703	59.9062	6240	0	0.0600489	1.58877e-05	0	246.054	7.29509	32.8072	0.017145	0	0
1344	144	204.127	43.4048	96	0	0.054143	1.57848e-05	0	272.736	7.0208	34.6996	0.0151652	0	0
909	361	168.07	57.076	96	0	0.0471389	1.26524e-05	0	286.194	6.06956	39.2045	0.0121149	0	0
1014	504	174.015	55.0753	96	0	0.0570691	1.39409e-05	0	240.41	6.50452	32.2172	0.0128418	0	0
1199	150	134.977	39.4386	96	0	0.0947774	1.86893e-05	0	229.059	7.73873	26.3991	0.0257955	0	0
955	224	183.399	59.3531	96	0	0.0967724	2.50918e-05	0	259.736	9.99278	22.6972	0.0192535	0	0
1341	61	251.689	31.0621	64	0	0.0887236	2.76786e-05	0	186.583	7.62504	22.6379	0.03403	0	0
1038	496	191.851	54.987	96	0	0.0832867	1.66243e-05	0	263.348	7.79223	30.2393	0.0137241	0	0
941	181	146.452	42.8993	96	0	0.0732316	1.56343e-05	0	153.659	6.13694	24.9055	0.0137829	0	0
1166	328	229.992	51.3131	6752	0	0.0751606	1.91491e-05	0	308.532	8.27717	31.0772	0.0177319	0	0
780	245	186.178	61.4707	96	0	0.0699935	1.43905e-05	0	267.518	7.44098	32.3433	0.0185352	0	0
1012	502	168.849	54.4441	96	0	0.0695261	1.3556e-05	0	225.149	5.92965	34.0637	0.0137082	0	0
1017	73	180.86	54.8686	96	0	0.0504315	1.11041e-05	0	197.862	5.0746	36.548	0.0176519	0	0
1311	70	177.522	56.481	96	0	0.065988	1.44463e-05	0	243.286	6.64797	31.7527	0.0143726	0	0
1008	455	155.737	52.1107	6752	0	0.0779874	1.36934e-05	0	174.43	7.10307	26.4655	0.0136447	0	0
1409	476	248.275	26.2118	96	0	0.0660184	2.2252e-05	0	309.266	9.19958	28.6132	0.0485539	0	0
817	356	247.437	40.8117	96	0	0.0293382	8.2719e-06	0	276.313	4.38816	50.1766	0.00611956	0	0
891	301	119.023	33.7445	96	0	0.0742991	1.41831e-05	0	228.232	6.25246	32.7185	0.0556301	0	0
886	523	193.657	53.09	6240	0	0.0538201	1.55322e-05	0	315.247	7.89928	38.4564	0.00834063	0	0
621	92	242.404	53.0412	6240	0	0.0634937	1.40258e-05	0	262.489	6.92818	31.3904	0.0124015	0	0
553	244	136.312	52.3846	96	0	0.0623094	1.57876e-05	0	201.144	6.73571	30.3227	0.0196339	0	0
350	109	259.63	64.4181	96	0	0.0892986	1.69216e-05	0	234.216	6.36458	31.2825	0.0328863	0	0
451	140	139.894	55.5839	96	0	0.0462945	1.16631e-05	0	199.299	5.13813	38.4717	0.0289088	0	0
1344	134	203.957	42.6783	96	0	0.0627644	1.91009e-05	0	202.234	8.45485	23.1227	0.0111843	0	0
553	165	136.945	52.0716	96	0	0.0623374	1.44144e-05	0	201.242	6.56928	29.7033	0.0160566	0	0
1391	532	239.485	28.7956	96	0	0.0773485	1.64869e-05	0	310.401	7.75296	36.2999	0.0433442	0	0
774	34	168.792	61.1102	96	0	0.0566054	1.08906e-05	0	206.223	4.70223	39.2775	0.00969862	0	0
892	127	122.412	34.927	6752	0	0.0824927	1.95621e-05	0	266.801	10.0446	36.1045	0.045771	0	0
1176	292	253.564	31.3975	96	0	0.0989842	2.21686e-05	0	211.15	9.07124	27.088	0.03126	0	0
907	231	162.947	55.3857	96	0	0.0739271	1.80512e-05	0	320.04	8.31093	33.6899	0.0112118	0	0
959	431	201.319	59.0796	96	0	0.0749053	1.48885e-05	0	221.974	6.13476	30.0292	0.0121508	0	0
1049	381	224.02	47.4535	96	0	0.0871908	1.9014e-05	0	298.367	8.59883	29.4374	0.0258722	0	0
633	383	254.088	39.2752	6240	0	0.0620657	1.40832e-05	0	265.892	6.64268	37.2637	0.016236	0	0
1044	602	212.956	52.8167	6752	0	0.076489	1.55842e-05	0	263.107	7.42002	36.3472	0.00935679	0	0
1392	360	239.123	27.5768	96	0	0.088577	2.1923e-05	0	233.371	8.73512	22.2812	0.0401097	0	0
828	189	129.047	38.5348	96	0	0.0565891	1.52159e-05	0	214.713	7.06032	28.6143	0.0436942	0	0
954	405	180.976	60.8186	96	0	0.0643798	1.46721e-05	0	199.448	6.3841	30.3672	0.0170729	0	0
1309	100	173.097	55.9674	6240	0	0.0515404	1.42365e-05	0	195.356	6.14761	28.2008	0.0188785	0	0
945	176	151.216	54.5679	96	0	0.0470055	1.21157e-05	0	268.685	5.44866	42.9568	0.00903515	0	0
1039	35	197.655	54.4947	6240	0	0.0639413	1.77702e-05	0	201.141	7.66415	25.5919	0.0302527	0	0
1017	284	177.547	53.7224	96	0	0.060313	1.52546e-05	0	231.35	6.63969	30.697	0.0144398	0	0
1013	480	169.763	54.4411	96	0	0.070919	1.25555e-05	0	207.493	5.52377	33.1226	0.0120848	0	0
1176	490	253.949	32.2898	96	0	0.0858461	2.46023e-05	0	179.08	10.792	17.319	0.0293669	0	0
1347	468	212.517	41.7558	6240	0	0.0937089	2.01953e-05	0	295.172	9.52415	26.9407	0.00935379	0	0
1466	446	208.161	46.3498	96	0	0.0622674	1.49636e-05	0	371.618	7.9717	41.1239	0.0184787	0	0
542	41	116.399	33.963	96	0	0.0625157	1.02105e-05	0	249.305	4.46637	46.782	0.0484939	0	0
546	471	122.597	42.2739	6240	0	0.0634993	1.38523e-05	0	357.64	6.54985	43.9166	0.0468876	0	0
1056	582	243.726	37.1851	96	0	0.0584654	1.31777e-05	0	232.72	5.78691	34.3125	0.0178242	0	0
1163	410	221.666	55.5304	96	0	0.0747755	1.65719e-05	0	215.883	7.04842	26.3816	0.0141463	0	0
607	51	219.098	60.4713	96	0	0.0495769	1.17746e-05	0	204.894	4.82926	38.04	0.0135383	0	0
1288	379	217.083	45.986	96	0	0.0735605	1.62508e-05	0	216.43	7.85759	26.6068	0.0154137	0	0
621	570	242.384	53.7661	96	0	0.064267	1.83647e-05	0	230.6	7.30506	26.8752	0.013553	0	0
1045	407	213.835	52.3459	96	0	0.0745125	1.59246e-05	0	263.012	8.08943	31.2273	0.0129657	0	0
791	127	221.417	56.2107	96	0	0.0793683	1.77323e-05	0	192.953	7.7373	24.9981	0.0192122	0	0
903	452	151.312	53.149	6240	0	0.0463015	1.22125e-05	0	228.979	5.36354	36.6416	0.00899274	0	0
1018	383	179.967	55.5349	6240	0	0.0807791	1.22422e-05	0	292.434	7.19074	38.0929	0.0137893	0	0
947	558	158.463	57.0559	96	0	0.0461925	1.10912e-05	0	254.402	5.30211	40.9818	0.00649381	0	0
934	176	131.815	35.4751	96	0	0.0535539	1.51186e-05	0	265.292	7.19887	33.9514	0.0357631	0	0
543	11	119.107	37.0583	96	0	0.0774518	1.68828e-05	0	229.659	7.15579	30.0988	0.0481529	0	0
618	508	237.894	53.395	6208	0	0.0642393	1.00471e-05	0	188.966	4.44419	39.5035	0.015389	0	0
355	494	258.846	57.4112	96	0	0.0273026	8.38104e-06	0	292.254	4.54176	53.4732	0.0357242	0	0
436	336	118.715	45.7051	96	0	0.0525676	1.24269e-05	0	223.421	5.53124	36.0711	0.0658042	0	0
1393	393	240.923	26.878	64	0	0.0891292	1.96059e-05	0	150.58	7.02156	21.8641	0.0440962	0	0
899	540	138.282	47.7084	6752	0	0.0513485	1.12155e-05	0	234.595	4.8561	37.3618	0.0177517	0	0
945	42	152.292	54.2255	96	0	0.0476285	1.06898e-05	0	245.24	4.80327	45.2967	0.0084037	0	0
941	466	146.709	43.4239	96	0	0.0722105	1.1744e-05	0	175.344	5.36106	30.1318	0.0152955	0	0
890	349	117.598	31.9902	96	0	0.056097	1.20634e-05	0	202.909	5.25221	35.0875	0.061807	0	0
1334	190	238.758	41.5783	96	0	0.0335628	1.16401e-05	0	239.316	5.60379	39.5109	0.0186636	0	0
948	592	162.3	57.8373	96	0	0.0725582	1.68786e-05	0	270.898	7.97363	30.2784	0.0105629	0	0
445	606	131.088	51.4059	4704	0	0.0968162	3.00073e-05	0	234.094	11.8332	15.9117	0.0242865	0	0
1163	459	222.129	55.411	64	0	0.073027	2.1993e-05	0	199.322	9.00765	20.2016	0.0137001	0	0
892	143	122.535	35.2753	6240	0	0.0839909	1.65944e-05	0	275.894	7.23539	32.8966	0.0500117	0	0
907	325	162.424	56.6413	96	0	0.0461773	1.2676e-05	0	269.41	6.41114	37.908	0.0105376	0	0
817	68	250.026	39.4566	96	0	0.0958396	1.77868e-05	0	278.222	7.76905	30.2352	0.0123911	0	0
1171	491	244.502	41.3922	6752	0	0.061189	1.43243e-05	0	211.13	6.31918	29.9891	0.00987755	0	0
1044	559	212.482	52.5531	96	0	0.0820817	1.92391e-05	0	226.703	8.52074	24.4508	0.0123292	0	0
350	142	258.875	64.6643	96	0	0.0789759	1.52278e-05	0	312.251	6.22792	41.015	0.0264491	0	0
883	286	181.368	51.4799	96	0	0.0853738	1.89282e-05	0	222.475	8.03131	26.3619	0.0230921	0	0
622	418	242.034	49.201	96	0	0.0594002	1.42838e-05	0	262.37	6.63618	32.1869	0.0201987	0	0
1279	637	194.614	50.2806	96	0	0.0993291	1.98392e-05	0	225.481	8.79293	22.3984	0.0172874	0	0
1328	97	223.064	50.3736	96	0	0.0943013	2.19076e-05	0	245.93	8.79981	23.4853	0.0197567	0	0
1011	476	164.942	53.8036	96	0	0.07115	1.527e-05	0	307.686	6.59113	39.2575	0.0132198	0	0
1319	291	196.778	55.8308	96	0	0.0942402	2.14776e-05	0	211.642	8.83065	21.6228	0.0130416	0	0
864	24	130.855	36.1887	96	0	0.0529345	1.36544e-05	0	274.198	6.17697	38.1851	0.0367425	0	0
491	476	170.564	67.2219	6240	0	0.0559639	9.60476e-06	0	263.544	3.9178	59.8767	0.0136677	0	0
436	414	119.184	45.8769	96	0	0.0529497	1.16264e-05	0	269.077	5.92019	39.0225	0.0513344	0	0
891	471	120.305	34.6752	96	0	0.0826929	1.72194e-05	0	225.952	7.44178	27.8936	0.0579968	0	0
1163	41	223.054	53.4252	96	0	0.0953231	2.38734e-05	0	207.88	9.48083	20.0755	0.0119115	0	0
815	77	246.855	42.6797	6240	0	0.0313842	1.16429e-05	0	228.603	4.95042	38.1069	0.0100214	0	0
449	539	134.652	54.3174	96	0	0.0858245	1.66007e-05	0	341.672	7.8779	36.8232	0.0159447	0	0
366	454	261.969	60.0973	96	0	0.0278347	9.03757e-06	0	231.055	4.38761	45.8332	0.0259684	0	0
1040	308	196.483	53.6593	96	0	0.0294389	1.05527e-05	0	247.469	4.91221	43.6616	0.0211553	0	0
1158	596	209.749	58.4	96	0	0.0602031	1.31146e-05	0	291.277	7.04875	37.251	0.0112919	0	0
1392	385	239.448	27.7414	96	0	0.0882969	2.16214e-05	0	201.076	8.83344	20.7177	0.0392394	0	0
894	367	126.502	40.9811	96	0	0.0575645	1.31313e-05	0	295.049	6.40228	39.7428	0.0417332	0	0
1327	372	218.291	53.2327	6240	0	0.0441559	1.28842e-05	0	270.261	6.19467	38.4159	0.00763783	0	0
435	534	118.935	41.2039	6240	0	0.0742581	1.35734e-05	0	253.521	6.09857	36.2113	0.0421756	0	0
961	376	156.433	47.3264	96	0	0.062131	1.2917e-05	0	264.021	6.39862	36.0743	0.00958085	0	0
1325	123	213.488	52.7645	96	0	0.0846994	1.32049e-05	0	128.755	6.97128	22.3228	0.0115317	0	0
1326	5	218.395	52.7195	96	0	0.0450477	1.5996e-05	0	266.99	7.26423	33.4003	0.00800414	0	0
623	61	243.582	50.4656	96	0	0.0602584	1.77567e-05	0	225.27	7.53396	28.5771	0.0197921	0	0
1163	623	223.741	54.8358	96	0	0.0709707	1.71528e-05	0	233.157	7.06615	27.4817	0.012056	0	0
1287	212	215.4	44.7081	6240	0	0.0908237	1.96365e-05	0	277.536	8.52648	28.0237	0.007919	0	0
1323	322	207.025	56.0994	96	0	0.0688658	1.64345e-05	0	234.745	7.19548	28.7689	0.00807508	0	0
1014	280	171.755	54.3774	96	0	0.0683286	1.63905e-05	0	239.049	7.7369	29.4098	0.0140731	0	0
1015	222	173.578	54.1869	64	0	0.0694179	1.6793e-05	0	78.8676	7.29247	16.3993	0.00969637	0	0
1199	381	133.674	40.4058	96	0	0.0886996	1.8182e-05	0	238.819	7.87919	25.1141	0.0271016	0	0
1017	19	181.221	54.2318	96	0	0.0502783	1.6817e-05	0	201.241	7.34455	26.6951	0.0166722	0	0
792	288	223.338	55.0389	96	0	0.0747244	1.36262e-05	0	237.061	5.87815	34.2558	0.0120633	0	0
1161	617	218.449	56.6081	96	0	0.0745018	1.48693e-05	0	203.528	6.41268	26.9092	0.018184	0	0
1390	638	238.922	28.968	96	0	0.0771899	2.05968e-05	0	192.317	10.4162	22.53	0.045156	0	0
621	572	242.657	53.4059	96	0	0.0638897	1.276e-05	0	287.442	5.58831	38.8643	0.00837241	0	0
1013	448	170.484	55.0111	96	0	0.0735996	2.20799e-05	0	224.13	9.55752	23.7395	0.0130493	0	0
1039	105	196.38	53.909	96	0	0.0915773	2.20077e-05	0	273.719	9.37506	25.4848	0.0237867	0	0
1049	440	224.64	47.4976	96	0	0.0854613	1.90192e-05	0	298.868	8.53388	30.7179	0.0284205	0	0
350	510	258.628	65.2897	96	0	0.0799092	1.63687e-05	0	218.883	7.22668	29.3892	0.0286192	0	0
545	433	120.705	40.4574	96	0	0.0421724	1.22585e-05	0	257.674	5.64422	39.8666	0.0517112	0	0
881	625	180.066	52.6682	96	0	0.0620491	1.60607e-05	0	192.293	7.43563	24.5166	0.0178699	0	0
1171	184	244.911	40.8763	96	0	0.0607974	1.48307e-05	0	263.275	7.16626	34.2804	0.00703686	0	0
1051	437	230.121	44.971	6752	0	0.0633812	1.54822e-05	0	252.833	6.69826	32.4999	0.0240899	0	0
449	200	134.021	53.5524	96	0	0.0845908	1.95408e-05	0	264.446	9.04684	27.2938	0.0196454	0	0
1040	163	198.493	53.4693	96	0	0.062149	1.56453e-05	0	262.264	6.61449	34.8052	0.0290213	0	0
760	176	124.471	40.7264	64	0	0.0608685	1.25992e-05	0	208.927	5.12205	34.5755	0.0508581	0	0
543	90	118.857	36.6914	96	0	0.0773508	2.08942e-05	0	222.183	9.29142	24.4479	0.0465463	0	0
1169	546	240.237	45.4177	96	0	0.0424975	1.17264e-05	0	204.271	5.3923	34.8402	0.016847	0	0
1008	363	155.4	52.234	96	0	0.0691344	1.49854e-05	0	192.799	6.78016	26.8061	0.0155987	0	0
619	158	239.339	54.6711	96	0	0.0469388	1.15206e-05	0	288.726	5.91343	45.9055	0.0129116	0	0
932	491	127.152	32.6093	96	0	0.0941062	1.53308e-05	0	244.226	6.79219	30.6268	0.0457553	0	0
1344	127	203.785	42.6472	96	0	0.0608881	1.90896e-05	0	219.441	8.43608	23.8398	0.0115943	0	0
941	487	146.833	43.4004	96	0	0.0722982	1.29194e-05	0	252.467	5.83737	36.5694	0.0137208	0	0
756	35	118.954	34.1512	96	0	0.0722995	1.64716e-05	0	166.603	6.51933	25.1201	0.0464066	0	0
1007	230	152.159	50.1063	96	0	0.051583	1.22598e-05	0	213.889	5.80984	36.1206	0.00965459	0	0
1061	215	119.68	30.7738	96	0	0.0763174	1.97872e-05	0	231.774	8.18374	25.3026	0.0543436	0	0
1343	280	251.934	29.9419	64	0	0.100262	2.74334e-05	0	264.54	12.5511	19.471	0.0471761	0	0
1409	446	248.3	27.0002	64	0	0.071196	2.23346e-05	0	181.941	8.52985	19.9526	0.0575868	0	0
449	467	134.05	53.9253	96	0	0.0986044	1.66143e-05	0	208.304	6.9535	26.2506	0.0203573	0	0
1311	316	173.01	57.0226	96	0	0.0675582	1.57629e-05	0	210.49	6.15021	28.0788	0.0134775	0	0
555	279	140.864	54.8294	96	0	0.0460541	1.12244e-05	0	273.991	5.28282	46.7307	0.0268673	0	0
1409	276	247.944	25.5956	96	0	0.0633545	1.708e-05	0	213.239	8.26771	26.717	0.0343646	0	0
1392	259	240.102	26.6764	64	0	0.0899074	3.93466e-05	0	205.677	12.1682	15.1206	0.0487166	0	0
941	201	146.787	42.1904	96	0	0.0721346	1.74886e-05	0	263.316	8.76587	29.8217	0.0144629	0	0
1391	515	239.308	28.2869	96	0	0.0908566	2.24138e-05	0	192.143	9.11307	20.977	0.0383865	0	0
1326	566	217.452	53.965	6240	0	0.0431448	1.24331e-05	0	254.502	5.84546	36.7113	0.00900892	0	0
1287	490	215.841	46.0921	96	0	0.0733823	1.47553e-05	0	236.29	6.70354	30.1275	0.0142901	0	0
435	547	119.269	40.9952	96	0	0.0748876	1.37884e-05	0	229.228	5.72313	33.3384	0.0456077	0	0
449	10	135.284	52.7408	96	0	0.0990172	2.09995e-05	0	228.692	8.11571	22.7222	0.0192934	0	0
1161	352	214.667	56.4695	96	0	0.0741107	1.59938e-05	0	227.779	7.17973	28.4711	0.0159244	0	0
1198	361	133.897	40.4648	96	0	0.0874653	1.98375e-05	0	303.834	9.35733	28.3025	0.0230058	0	0
1288	201	217.912	44.0053	96	0	0.0957077	2.11104e-05	0	252.634	9.71272	24.1331	0.0168923	0	0
879	539	172.488	52.2237	96	0	0.0483104	9.96574e-06	0	244.75	4.57067	48.3014	0.0183726	0	0
949	110	164.313	57.7575	96	0	0.0766484	1.71326e-05	0	197.326	7.63371	25.7818	0.00662975	0	0
783	473	195.663	62.4942	96	0	0.0757389	1.34147e-05	0	240.825	6.09164	35.6742	0.017859	0	0
949	341	160.897	58.1063	96	0	0.0714559	1.89337e-05	0	278.958	8.83001	27.7609	0.00979553	0	0
1013	482	169.947	54.8154	96	0	0.0721334	1.357e-05	0	203.832	6.20757	30.4737	0.0108558	0	0
1044	504	212.044	52.68	96	0	0.0828746	1.58271e-05	0	238.406	8.23431	26.7432	0.00874642	0	0
882	589	181.225	52.3954	64	0	0.0631591	1.17983e-05	0	90.2327	8.85747	23.6647	0.0188706	0	0
366	275	260.662	58.6057	64	0	0.07967	2.16426e-05	0	147.575	8.14466	20.359	0.0254453	0	0
1050	93	229.052	45.2331	96	0	0.0635715	1.37413e-05	0	242.744	6.22042	35.1713	0.03367	0	0
543	489	118.662	37.2534	96	0	0.0806919	1.87627e-05	0	172.323	7.09555	22.8224	0.0461165	0	0
881	437	177.051	52.8521	96	0	0.0503017	1.35728e-05	0	195.661	6.19438	30.9134	0.0231002	0	0
1016	359	175.511	55.3906	96	0	0.0666746	1.52639e-05	0	233.562	6.80366	30.2896	0.0169969	0	0
548	446	125.736	45.4859	96	0	0.0469224	7.34123e-06	0	266.184	3.37753	72.4632	0.047286	0	0
959	614	203.211	59.5125	64	0	0.0735871	1.7669e-05	0	145.212	6.7414	19.579	0.0140442	0	0
622	105	243.044	47.9064	96	0	0.093673	1.83488e-05	0	267.481	8.60311	28.6387	0.0104672	0	0
879	347	169.708	51.7416	96	0	0.0793576	2.14312e-05	0	184.273	8.92595	22.2758	0.0181591	0	0
491	591	172.914	67.2417	96	0	0.0541236	8.56453e-06	0	222.109	3.99577	51.963	0.0108953	0	0
622	223	242.681	47.5396	96	0	0.0911029	2.11084e-05	0	236.096	8.85958	24.0271	0.0160744	0	0
952	302	170.658	59.3154	96	0	0.0515111	1.08399e-05	0	236.147	4.682	41.9888	0.00930316	0	0
1345	555	207.644	43.436	64	0	0.092791	2.47004e-05	0	185.298	9.20597	17.3058	0.0153453	0	0
881	489	178.377	52.6894	64	0	0.071639	1.40804e-05	0	202.242	6.56106	29.6945	0.0276877	0	0
1167	44	235.255	47.5738	96	0	0.0749819	1.70947e-05	0	240.077	7.8188	28.3501	0.0152999	0	0
958	29	200.426	58.9401	96	0	0.0751838	3.1789e-05	0	275.049	13.6367	19.9757	0.00826528	0	0
935	606	134.771	37.5536	64	0	0.0948563	1.69705e-05	0	188.634	7.92043	24.2651	0.0377908	0	0
1012	403	168.652	54.7599	96	0	0.0728144	1.49288e-05	0	169.142	6.41948	27.0011	0.0111458	0	0
451	206	139.571	55.6825	96	0	0.0474334	1.03169e-05	0	227.003	4.44528	44.5884	0.0254132	0	0
551	400	133.708	51.29	96	0	0.0722452	1.40922e-05	0	225.132	6.09959	34.8578	0.0205552	0	0
932	497	127.189	32.5572	96	0	0.0932579	1.27409e-05	0	142.864	7.16691	23.3984	0.04897	0	0
544	127	119.617	37.7866	6752	0	0.0408246	1.22111e-05	0	263.218	5.80981	43.1047	0.0465163	0	0
354	13	263.051	59.9416	6240	0	0.0278673	1.01515e-05	0	210.188	4.45718	42.5436	0.0341081	0	0
892	491	122.768	35.9856	6240	0	0.0815208	1.56762e-05	0	256.271	6.35496	34.5749	0.0494681	0	0
971	277	185.532	49.5878	64	0	0.0853918	1.86077e-05	0	216.312	8.07083	24.7427	0.0180527	0	0
623	556	243.674	52.5666	96	0	0.0624433	1.51836e-05	0	196.376	6.45376	27.3333	0.0212856	0	0
441	262	123.722	45.792	96	0	0.0402399	1.18102e-05	0	189.933	5.28599	36.0588	0.0509877	0	0
951	450	170.11	59.853	96	0	0.054999	1.21717e-05	0	226.655	5.49981	38.1943	0.0107539	0	0
629	310	249.376	44.1445	96	0	0.0322838	1.26111e-05	0	236.215	5.71588	43.5093	0.0119472	0	0
621	166	241.322	53.1206	96	0	0.0635024	1.36476e-05	0	212.388	5.55839	32.6747	0.014524	0	0
1326	530	216.833	54.2889	96	0	0.0437351	1.11554e-05	0	229.834	5.34254	37.6946	0.0110171	0	0
889	410	116.635	30.4908	96	0	0.0570368	1.2505e-05	0	262.993	6.23098	38.0895	0.0450922	0	0
621	258	240.327	53.243	96	0	0.0621826	1.8006e-05	0	125.634	8.27421	17.0317	0.0160392	0	0
1014	634	175.602	54.7742	96	0	0.0581478	1.19905e-05	0	252.293	5.66309	37.3087	0.0103057	0	0
1009	401	158.161	53.1566	96	0	0.0667863	1.39246e-05	0	228.634	6.19069	32.0168	0.0199879	0	0
795	560	233.481	52.8414	96	0	0.0728957	1.37788e-05	0	183.123	5.81025	30.6469	0.0162106	0	0
1056	469	242.808	36.9734	6240	0	0.0674232	1.51997e-05	0	258.104	6.98815	32.7449	0.0138658	0	0
1175	364	251.22	34.2142	96	0	0.0850536	2.04308e-05	0	289.792	9.9142	26.9335	0.0213923	0	0
349	29	256.996	63.3613	96	0	0.0776179	1.17927e-05	0	228.672	4.87956	45.7976	0.0282459	0	0
955	305	182.075	59.6937	96	0	0.0583891	1.22776e-05	0	186.005	4.75652	33.2162	0.0208855	0	0
1391	264	238.015	27.8666	96	0	0.0809607	2.26973e-05	0	306.392	9.20864	28.4667	0.0304352	0	0
1012	152	169.635	53.8145	96	0	0.0333496	8.02039e-06	0	139.718	3.3191	43.7225	0.0122203	0	0
1056	450	243.24	37.3961	96	0	0.0679802	1.37557e-05	0	206.538	5.69092	30.6732	0.0155634	0	0
486	136	144.924	60.6911	96	0	0.0739465	1.41404e-05	0	196.628	6.01687	32.2796	0.0279015	0	0
940	638	146.527	42.2757	96	0	0.0809921	1.55748e-05	0	274.288	7.71521	33.0811	0.0133423	0	0
792	320	222.845	55.4014	96	0	0.0381837	1.14395e-05	0	249.186	5.65457	38.9931	0.0105941	0	0
1332	591	235.019	46.1059	64	0	0.0365581	1.13395e-05	0	198.08	5.17739	36.2873	0.0163846	0	0
