1.469638977050781250e+02	-5.450025796890258789e-01
1.469560699462890625e+02	-3.423004448413848877e-01
1.465656127929687500e+02	-1.084741950035095215e+00
1.464483032226562500e+02	-7.133996486663818359e-01
1.468119964599609375e+02	-1.900464594364166260e-01
1.467607727050781250e+02	1.597814075648784637e-02
1.468091430664062500e+02	2.638418786227703094e-02
1.460077972412109375e+02	-6.422716379165649414e-01
1.461183471679687500e+02	-8.681461811065673828e-01
1.462603302001953125e+02	-9.407918453216552734e-01
1.464905242919921875e+02	-3.693104386329650879e-01
1.466080627441406250e+02	4.767918586730957031e-02
1.458216552734375000e+02	-8.465674519538879395e-01
1.462830047607421875e+02	6.405606865882873535e-02
1.459303741455078125e+02	-6.030271947383880615e-02
1.458174133300781250e+02	-9.430963546037673950e-02
1.458013000488281250e+02	-1.074194550514221191e+00
1.456784973144531250e+02	-7.914006114006042480e-01
1.457026824951171875e+02	-4.852747917175292969e-02
1.457447509765625000e+02	-7.635171711444854736e-02
1.453711547851562500e+02	-1.081014752388000488e+00
1.453781433105468750e+02	-6.743176579475402832e-01
