AVG	ENTROPY	FLAG	MEDIAN	MODE	P16	P2P5	P84	P97P5
-12.3033	-5.97511	0	-12.268	-12.1	-13.1007	-14.0196	-11.5634	-10.9348
-12.338	-5.99434	0	-12.3085	-12.15	-13.14	-14.0533	-11.6097	-10.9095
-12.0542	-5.92947	0	-12.0031	-12	-12.8623	-13.7375	-11.3397	-10.7975
-11.8529	-5.93655	0	-11.7754	-11.45	-12.6325	-13.71	-11.1242	-10.6089
-12.1292	-6.05924	0	-12.1239	-12.1	-12.9391	-13.8974	-11.3533	-10.6289
-12.1257	-5.91597	0	-12.0875	-11.75	-12.9189	-13.775	-11.4235	-10.8429
-11.9633	-5.93249	0	-11.901	-11.7	-12.74	-13.6941	-11.2632	-10.6958
-12.3414	-5.92746	0	-12.3119	-12.05	-13.0803	-14.02	-11.6561	-10.9708
-12.3922	-5.88685	0	-12.3497	-12.25	-13.141	-14.0125	-11.7115	-11.0827
-11.5075	-4.9878	0	-11.5373	-11.6	-11.9211	-12.275	-11.1515	-10.7656
-12.4833	-5.96247	0	-12.449	-12.25	-13.2575	-14.2094	-11.8021	-11.0447
-12.0486	-5.92863	0	-11.9883	-11.65	-12.8487	-13.7362	-11.342	-10.7614
-12.2063	-5.91409	0	-12.1744	-11.9	-12.9779	-13.8806	-11.5125	-10.9121
-12.2477	-5.95312	0	-12.1944	-12.1	-13.0451	-13.9706	-11.5335	-10.9289
-12.1419	-5.87458	0	-12.103	-12.15	-12.882	-13.8562	-11.4565	-10.9041
-11.1924	-4.87791	0	-11.2194	-11.25	-11.5747	-11.9257	-10.8446	-10.5349
-12.2047	-6.10825	0	-12.2208	-11.95	-13.073	-13.9409	-11.3709	-10.6339
-12.1797	-5.94539	0	-12.1306	-11.85	-12.9463	-13.8976	-11.4847	-10.8583
-12.2929	-5.99627	0	-12.2587	-12.25	-13.1067	-14	-11.5711	-10.8833
-12.4514	-6.01296	0	-12.4565	-12.35	-13.2659	-14.15	-11.7033	-10.9808
-11.7181	-5.90714	0	-11.63	-11.25	-12.495	-13.545	-11.0373	-10.4763
-12.173	-6.08817	0	-12.1691	-12.15	-13.0161	-13.9711	-11.3783	-10.6646
-12.311	-5.96748	0	-12.3054	-12.1	-13.0981	-13.94	-11.6054	-10.7739
-11.9239	-6.20916	0	-11.9278	-12.15	-12.9173	-13.8808	-10.9753	-10.3636
-12.5863	-6.01894	0	-12.5955	-12.35	-13.3868	-14.2412	-11.8661	-10.97
-12.1377	-5.93726	0	-12.0783	-11.85	-12.9183	-13.8594	-11.4242	-10.8738
-11.9318	-5.92027	0	-11.8668	-11.45	-12.7	-13.6591	-11.2391	-10.6741
-12.3168	-5.92748	0	-12.2858	-12.4	-13.1074	-13.9614	-11.6259	-10.987
-12.3084	-5.81374	0	-12.269	-12.3	-13.024	-13.9605	-11.6583	-11.1411
-10.7771	-5.41206	0	-10.7404	-10.6	-11.2323	-12.2556	-10.317	-9.85172
-12.1234	-5.93321	0	-12.0662	-12.2	-12.9141	-13.8875	-11.4051	-10.864
-12.3054	-5.93684	0	-12.264	-12.2	-13.0887	-14.0321	-11.591	-11.0089
-12.3269	-5.94248	0	-12.3131	-12.6	-13.0923	-13.9824	-11.6242	-10.9537
-12.2284	-5.9275	0	-12.175	-11.85	-13.026	-13.9385	-11.4991	-10.976
-11.7769	-5.86934	0	-11.6683	-11.45	-12.5315	-13.6382	-11.1107	-10.6109
-12.2269	-5.91592	0	-12.1815	-11.85	-12.9848	-13.9864	-11.5216	-10.9292
-12.342	-5.99785	0	-12.3426	-12.35	-13.139	-13.9921	-11.5974	-10.8237
-12.017	-5.89275	0	-11.955	-11.75	-12.7789	-13.6773	-11.3431	-10.7364
-12.2625	-5.917	0	-12.1851	-12	-13.0768	-14.0273	-11.5505	-11.044
-12.4429	-5.89113	0	-12.4165	-12.1	-13.1901	-14.0417	-11.7573	-11.156
-12.2558	-5.99434	0	-12.236	-11.95	-13.0443	-13.9526	-11.5272	-10.7367
-12.3769	-5.8664	0	-12.3189	-12.2	-13.1321	-14.0159	-11.7009	-11.1222
-12.3948	-6.07975	0	-12.3953	-12.5	-13.2247	-14.2553	-11.609	-10.7676
-12.1054	-5.8889	0	-12.0331	-11.7	-12.8672	-13.8867	-11.4258	-10.8984
-12.4294	-5.8636	0	-12.3746	-12.05	-13.1977	-14.0722	-11.7683	-11.1769
-12.4172	-5.82309	0	-12.3928	-12.35	-13.1303	-13.9913	-11.7594	-11.17
-12.0222	-5.98187	0	-11.9805	-11.85	-12.7838	-13.8231	-11.3193	-10.64
-11.5843	-5.08886	0	-11.6002	-11.5	-12.0158	-12.4309	-11.2093	-10.8
-12.3096	-5.84273	0	-12.2748	-12.05	-13.0514	-13.9105	-11.6574	-11.0571
-12.4212	-5.94946	0	-12.3899	-12.2	-13.2046	-14.0821	-11.7155	-11.0909
-12.1801	-5.82857	0	-12.144	-12.25	-12.904	-13.81	-11.5068	-11.0308
-12.0578	-5.88546	0	-12.0082	-11.75	-12.8185	-13.83	-11.3533	-10.8706
-12.4064	-5.85823	0	-12.3723	-12.35	-13.141	-14.0188	-11.7453	-11.1758
-12.3819	-6.09833	0	-12.4184	-12.25	-13.2856	-14.0326	-11.4608	-10.8182
-12.1883	-5.90806	0	-12.1317	-12	-12.9754	-13.8906	-11.4906	-10.9167
-12.2539	-5.93097	0	-12.218	-12.05	-13.0182	-13.9643	-11.5453	-10.9429
-12.3055	-5.79816	0	-12.2649	-12.3	-13.0269	-13.895	-11.6496	-11.172
-10.9458	-4.97471	0	-10.9678	-11	-11.3433	-11.7306	-10.6	-10.246
-12.3717	-5.90541	0	-12.3558	-12.05	-13.1403	-13.9625	-11.6815	-11.0406
-12.3207	-5.89834	0	-12.2681	-12.3	-13.1076	-14.0568	-11.6295	-11.0312
-12.3123	-5.93917	0	-12.2801	-12.3	-13.0866	-14.005	-11.5989	-11.0227
-12.154	-5.95321	0	-12.1084	-12.15	-12.9764	-13.8385	-11.4031	-10.9015
-10.7741	-5.21875	0	-10.7504	-10.6	-11.1798	-12.0531	-10.3747	-9.96
-12.1145	-6.03378	0	-12.0752	-11.85	-12.9134	-13.9818	-11.3527	-10.6773
-12.3601	-5.88686	0	-12.3097	-12.3	-13.1138	-14.0636	-11.6907	-11.1022
-12.0158	-5.85788	0	-11.9414	-11.55	-12.7647	-13.6929	-11.3367	-10.8558
-12.3125	-5.8521	0	-12.2497	-11.95	-13.0806	-13.9159	-11.638	-11.0971
-12.1167	-5.86874	0	-12.0545	-11.8	-12.8557	-13.8885	-11.4583	-10.89
-12.2128	-5.82927	0	-12.1593	-11.7	-12.9492	-13.8971	-11.5617	-11.0375
-10.0722	-4.63033	0	-10.113	-10.15	-10.389	-10.6419	-9.80981	-9.45375
-12.0886	-5.89953	0	-12.0255	-12	-12.8648	-13.7975	-11.3866	-10.8781
-12.1257	-6.22227	0	-12.152	-12.15	-13.0857	-13.9812	-11.1645	-10.475
-12.1377	-6.00344	0	-12.1004	-11.85	-12.9436	-13.9375	-11.3837	-10.7538
-11.7794	-5.94593	0	-11.6832	-11.45	-12.5565	-13.6105	-11.077	-10.5045
-12.0467	-6.15342	0	-11.994	-11.7	-12.9789	-13.9286	-11.1925	-10.5119
-12.2312	-5.97501	0	-12.199	-12.15	-13.0269	-13.9567	-11.5163	-10.8146
-11.619	-5.98098	0	-11.5374	-11.65	-12.4011	-13.5654	-10.9143	-10.3024
-12.1843	-5.81384	0	-12.1262	-12.35	-12.9111	-13.831	-11.5446	-11.0236
-12.4929	-5.90082	0	-12.4633	-12.5	-13.262	-14.1271	-11.8091	-11.1429
-12.2677	-5.97783	0	-12.2394	-12.1	-13.0764	-13.9977	-11.5177	-10.875
-11.955	-5.90548	0	-11.8669	-11.7	-12.7441	-13.74	-11.2576	-10.7191
-12.2676	-6.00552	0	-12.2453	-11.9	-13.0662	-14.0536	-11.5243	-10.8587
-12.4079	-5.91399	0	-12.3983	-12.45	-13.143	-14.0382	-11.7043	-11.0775
-11.4007	-4.97901	0	-11.4249	-11.45	-11.7961	-12.2212	-11.035	-10.7159
-11.2238	-4.97509	0	-11.2475	-11.3	-11.6268	-12.0225	-10.8582	-10.5403
-12.2239	-5.88727	0	-12.1663	-11.9	-12.9538	-13.9368	-11.5517	-10.9862
-12.1878	-5.8597	0	-12.1357	-11.95	-12.9492	-13.825	-11.517	-10.9685
-12.1512	-5.80711	0	-12.0805	-11.8	-12.892	-13.9235	-11.4983	-11.0125
-12.1934	-5.88003	0	-12.1565	-11.85	-12.9545	-13.8412	-11.513	-10.9056
-12.1844	-5.92612	0	-12.1312	-12.15	-12.9648	-13.9538	-11.4952	-10.9081
-12.0348	-5.83684	0	-11.9711	-11.7	-12.7623	-13.75	-11.3916	-10.8475
-11.9732	-5.86765	0	-11.9107	-11.8	-12.7278	-13.6469	-11.2973	-10.7857
-12.307	-5.92011	0	-12.2729	-12.2	-13.0648	-14.0222	-11.6083	-11.0104
-12.1946	-5.91522	0	-12.1395	-11.8	-12.9712	-13.8808	-11.5132	-10.8804
-11.9026	-5.87828	0	-11.8226	-11.75	-12.68	-13.6167	-11.2148	-10.7133
-12.0353	-5.9496	0	-11.9911	-11.85	-12.7936	-13.8318	-11.3232	-10.7152
-12.0995	-5.92795	0	-12.0443	-11.85	-12.9127	-13.7909	-11.3989	-10.8292
-12.3063	-6.12453	0	-12.3274	-12.45	-13.175	-14.1187	-11.4787	-10.6263
-12.1237	-5.85092	0	-12.0504	-11.9	-12.8554	-13.854	-11.4494	-10.9554
-12.2459	-5.95387	0	-12.228	-12.45	-13.0161	-13.9107	-11.5275	-10.8633
-12.1816	-5.8991	0	-12.1213	-11.8	-12.9629	-13.9062	-11.4803	-10.9643
-12.2185	-6.03921	0	-12.1684	-11.65	-13.0727	-14.0367	-11.4484	-10.85
-12.0761	-5.92331	0	-12.0118	-11.65	-12.8444	-13.85	-11.3779	-10.8423
-11.8664	-5.8416	0	-11.7828	-11.7	-12.5826	-13.6382	-11.1996	-10.7125
-11.4377	-5.05163	0	-11.4609	-11.5	-11.8662	-12.2848	-11.0569	-10.7128
-11.3316	-4.96985	0	-11.347	-11.3	-11.7335	-12.133	-10.9748	-10.6375
-12.3254	-5.92912	0	-12.2712	-12.15	-13.1062	-13.925	-11.6287	-10.9778
-12.0891	-5.88074	0	-12.0277	-11.75	-12.8159	-13.8409	-11.4039	-10.8635
-12.0186	-5.91905	0	-11.9591	-11.85	-12.7654	-13.7533	-11.3056	-10.7935
-12.0683	-5.87864	0	-11.9975	-11.85	-12.8355	-13.7974	-11.3867	-10.8786
-12.2365	-5.89345	0	-12.2096	-12.35	-13.0006	-13.8864	-11.517	-10.9865
-11.1661	-4.98078	0	-11.1815	-11.15	-11.5807	-11.9718	-10.8019	-10.4789
-12.1891	-5.85983	0	-12.1377	-11.85	-12.9587	-13.8587	-11.527	-10.969
-12.2195	-5.90873	0	-12.1637	-12	-13	-13.9353	-11.5256	-10.9344
-11.9065	-5.82679	0	-11.824	-11.7	-12.621	-13.6857	-11.253	-10.7435
-12.454	-6.14056	0	-12.5086	-12.55	-13.3344	-14.2159	-11.6007	-10.7413
-12.2228	-6.08777	0	-12.2054	-12	-13.0782	-14.04	-11.4279	-10.6711
-11.9795	-5.99714	0	-11.9285	-11.8	-12.782	-13.7913	-11.2506	-10.6312
-12.5049	-5.84737	0	-12.4772	-12.45	-13.2348	-14.0804	-11.8399	-11.2119
-9.76126	-5.486	0	-9.7539	-9.7	-10.272	-11.09	-9.27537	-8.72222
-11.9307	-5.93393	0	-11.8435	-11.45	-12.75	-13.7389	-11.2209	-10.7061
-12.2523	-5.89827	0	-12.2087	-12.1	-13.0087	-13.95	-11.568	-10.9672
-11.7536	-5.92021	0	-11.6588	-11.6	-12.5277	-13.6125	-11.0625	-10.519
-12.269	-5.92461	0	-12.2122	-11.7	-13.0369	-14.0618	-11.5872	-10.9825
-12.1594	-5.90305	0	-12.1157	-11.8	-12.9046	-13.86	-11.4929	-10.846
-12.2914	-5.84876	0	-12.2399	-12	-13.0033	-13.9729	-11.6441	-11.0435
-12.0466	-5.86835	0	-11.9904	-12	-12.7994	-13.7278	-11.3588	-10.8573
-12.2119	-5.80345	0	-12.1694	-11.8	-12.9294	-13.8469	-11.5708	-11.0431
-11.3689	-5.15782	0	-11.4017	-11.5	-11.8229	-12.2295	-10.9709	-10.51
-12.3119	-5.89448	0	-12.266	-12.25	-13.084	-13.9885	-11.6181	-11.0421
-11.5008	-5.03075	0	-11.5165	-11.35	-11.9157	-12.3308	-11.1303	-10.7833
-11.4589	-4.9693	0	-11.4844	-11.5	-11.8694	-12.2316	-11.0957	-10.77
-11.7317	-5.83068	0	-11.6429	-11.5	-12.4614	-13.635	-11.0741	-10.6308
-12.2411	-5.87425	0	-12.1879	-12.15	-13.002	-13.95	-11.5674	-11.0312
-12.2981	-5.85316	0	-12.2558	-12.15	-13.0288	-13.975	-11.6185	-11.0848
-11.8389	-5.83658	0	-11.7615	-11.6	-12.5579	-13.6167	-11.1846	-10.6727
-11.8997	-5.7868	0	-11.8009	-11.75	-12.6361	-13.6406	-11.2668	-10.8019
-11.9193	-5.85724	0	-11.8373	-11.45	-12.6843	-13.6656	-11.2612	-10.725
-11.532	-5.10267	0	-11.552	-11.45	-11.9719	-12.3808	-11.1438	-10.7757
-11.1055	-4.88725	0	-11.1246	-11.15	-11.487	-11.858	-10.7753	-10.4531
-10.3418	-4.74657	0	-10.3808	-10.35	-10.6739	-10.9872	-10.0503	-9.67273
-12.2477	-5.86708	0	-12.2256	-12.3	-12.9774	-13.8857	-11.6055	-10.9738
-11.5937	-5.80588	0	-11.5278	-11.25	-12.2528	-13.3941	-10.9722	-10.4167
-12.3237	-5.9987	0	-12.2919	-12.15	-13.1485	-14.0441	-11.5651	-10.9437
-11.4161	-5.05692	0	-11.4474	-11.45	-11.8403	-12.2289	-11.0365	-10.6526
-12.2804	-5.86439	0	-12.2643	-12.35	-13.0265	-13.845	-11.591	-11.0481
-12.031	-6.01527	0	-11.9905	-11.7	-12.8475	-13.8231	-11.3	-10.6565
-11.6507	-5.81091	0	-11.5813	-11.4	-12.3275	-13.4292	-11.0172	-10.4904
-11.8669	-5.7982	0	-11.8096	-11.65	-12.5527	-13.5824	-11.2475	-10.6529
-11.2484	-5.59757	0	-11.1735	-11.05	-11.7885	-13.0375	-10.7358	-10.1833
-12.1052	-5.91107	0	-12.0627	-12.05	-12.8623	-13.8875	-11.3943	-10.8586
-12.3817	-5.82682	0	-12.3453	-12.05	-13.0776	-14.0109	-11.7335	-11.144
-10.5672	-5.16489	0	-10.607	-10.6	-10.9933	-11.4833	-10.1953	-9.62407
-12.2586	-5.88588	0	-12.2355	-11.95	-13.0167	-13.8542	-11.5937	-10.9339
-12.1994	-5.86092	0	-12.1355	-11.75	-12.9675	-13.895	-11.5261	-11.0295
-11.3742	-4.92263	0	-11.398	-11.35	-11.7742	-12.1471	-11.0276	-10.6844
-12.2053	-5.93665	0	-12.1598	-12	-13.0103	-13.9	-11.492	-10.9447
-12.1072	-5.9597	0	-12.0458	-12.1	-12.9255	-13.8647	-11.3862	-10.8079
-12.4577	-5.97896	0	-12.4452	-12.5	-13.2312	-14.1472	-11.7781	-10.9111
-11.9514	-5.88565	0	-11.8768	-11.8	-12.7145	-13.6971	-11.2735	-10.7269
-12.3967	-5.88404	0	-12.3748	-12.35	-13.1329	-14.0208	-11.7209	-11.1205
-11.9827	-5.91762	0	-11.9209	-11.7	-12.7473	-13.7176	-11.2775	-10.7188
-12.0021	-5.84026	0	-11.9179	-11.85	-12.7535	-13.725	-11.3374	-10.8542
-12.0624	-5.86537	0	-11.9993	-11.75	-12.8	-13.7682	-11.3846	-10.8804
-12.0937	-5.89424	0	-12.0329	-11.85	-12.8471	-13.8857	-11.4098	-10.9
-12.172	-5.8701	0	-12.1246	-11.85	-12.9308	-13.8324	-11.4774	-10.9794
-11.902	-5.89716	0	-11.8205	-11.45	-12.6652	-13.745	-11.1961	-10.7077
