MEDIAN	P16	P84	P2P5	P97P5	MODE	AVG
11.1034	11.0151	11.1878	10.941	11.262	11.11	11.1138
11.219	11.1251	11.3163	11.0509	11.4203	11.2267	11.2335
11.1801	11.0914	11.2593	11.0169	11.329	11.2267	11.1887
10.7968	10.7046	10.8816	10.6314	10.9742	10.83	10.8078
11.4185	11.3292	11.4998	11.2541	11.5713	11.4833	11.4274
11.0123	10.9141	11.1119	10.842	11.2332	11.04	11.0278
11.3117	11.2171	11.3861	11.146	11.455	11.3433	11.3177
11.5549	11.4789	11.6379	11.4174	11.7323	11.5767	11.5707
11.109	11.022	11.1916	10.9486	11.2622	11.1333	11.119
10.9207	10.8284	11.0063	10.7557	11.0916	10.9467	10.9312
11.4317	11.3435	11.5138	11.2697	11.5883	11.4833	11.4416
11.3659	11.2748	11.4528	11.1988	11.5414	11.4367	11.3764
10.7558	10.6656	10.8475	10.596	10.9388	10.7833	10.7692
11.0062	10.9164	11.0881	10.8441	11.1658	11.0167	11.0161
11.0522	10.9619	11.137	10.8881	11.2224	11.0867	11.0632
11.1047	11.017	11.1938	10.9434	11.2821	11.11	11.1176
11.1088	11.0166	11.1952	10.9453	11.2818	11.1333	11.1194
11.1241	11.0328	11.2221	10.9535	11.3137	11.11	11.1389
11.6197	11.53	11.7022	11.4559	11.78	11.67	11.6296
10.9324	10.8427	11.0262	10.7704	11.1169	10.9467	10.9464
11.4564	11.3653	11.5414	11.2668	11.6423	11.4833	11.4672
11.04	10.939	11.1458	10.8677	11.2619	11.04	11.057
11.1625	11.0701	11.2464	10.9986	11.3221	11.18	11.1723
10.964	10.8713	11.051	10.8068	11.1385	10.97	10.9759
11.2417	11.1505	11.3295	11.0727	11.412	11.2967	11.2526
11.1572	11.0623	11.2443	10.9815	11.3252	11.18	11.1669
11.2891	11.1993	11.3851	11.1197	11.4778	11.2967	11.3038
11.0898	10.9963	11.1698	10.9261	11.2484	11.1333	11.0985
11.2725	11.1811	11.3462	11.107	11.4232	11.2967	11.2794
10.9785	10.8767	11.0822	10.7902	11.1877	11.0167	10.9919
11.3206	11.2256	11.4069	11.1579	11.4947	11.3433	11.3308
11.3328	11.24	11.419	11.17	11.501	11.3667	11.3436
11.0053	10.9119	11.0894	10.8448	11.1684	11.04	11.0152
11.499	11.4098	11.583	11.3406	11.6584	11.53	11.5096
11.376	11.2846	11.4664	11.2085	11.5599	11.3667	11.3887
11.4967	11.4114	11.5765	11.3405	11.6926	11.53	11.5101
11.001	10.9109	11.0864	10.8351	11.168	11.04	11.0118
11.5539	11.4689	11.6339	11.3991	11.73	11.5767	11.5659
10.7092	10.6178	10.7962	10.5429	10.878	10.76	10.7202
10.9974	10.9051	11.078	10.8358	11.1566	11.0167	11.0066
10.8881	10.7945	10.9757	10.7259	11.0599	10.9233	10.8993
11.4656	11.3725	11.5475	11.3041	11.6257	11.4833	11.4748
11.0589	10.9722	11.1411	10.8957	11.211	11.0633	11.0688
10.773	10.6816	10.8579	10.602	10.9368	10.7833	10.7831
