MEDIAN	P16	P84	P2P5	P97P5	MODE	AVG
10.2809	10.1946	10.3632	10.1269	10.4455	10.3167	10.2924
10.5743	10.4813	10.6617	10.4088	10.7848	10.5967	10.5876
10.4606	10.3722	10.5338	10.3025	10.6026	10.5033	10.4679
10.1346	10.0421	10.2192	9.96979	10.3155	10.1767	10.1457
10.776	10.6856	10.8552	10.6095	10.9308	10.83	10.7846
10.2369	10.1393	10.3359	10.0653	10.4496	10.2467	10.2518
10.3278	10.2363	10.4101	10.1616	10.483	10.34	10.3372
10.762	10.6831	10.8568	10.6199	10.9438	10.7367	10.7807
10.4337	10.3444	10.5149	10.2706	10.5921	10.4333	10.4433
10.3234	10.2325	10.4043	10.1604	10.477	10.34	10.3325
10.5342	10.4444	10.6165	10.3716	10.7061	10.5733	10.5456
10.5822	10.483	10.6725	10.403	10.7991	10.62	10.594
10.282	10.1925	10.3706	10.119	10.4548	10.2933	10.2943
10.5499	10.4599	10.6361	10.3876	10.7133	10.5733	10.5608
10.2154	10.1223	10.3121	10.0439	10.4204	10.2467	10.2302
10.3809	10.2912	10.4551	10.2184	10.5269	10.41	10.3885
10.3876	10.2935	10.4761	10.2236	10.5686	10.41	10.399
10.5055	10.4118	10.6072	10.3312	10.7059	10.5033	10.5204
10.3941	10.3024	10.4842	10.2296	10.5688	10.41	10.4061
10.2519	10.163	10.3392	10.0959	10.4332	10.2233	10.2655
10.6413	10.5494	10.7255	10.4692	10.8147	10.69	10.6514
10.4719	10.3782	10.5607	10.3041	10.6504	10.5267	10.4829
10.2681	10.1741	10.3518	10.0995	10.4385	10.3167	10.2774
10.0875	9.99875	10.1752	9.92307	10.2597	10.0833	10.0998
10.5303	10.4412	10.612	10.3676	10.6873	10.5733	10.5405
10.2194	10.1233	10.3101	10.0404	10.3953	10.2467	10.2294
10.4215	10.3316	10.5023	10.2568	10.5726	10.4333	10.4308
10.3431	10.2555	10.4282	10.1803	10.503	10.34	10.3541
10.4651	10.3802	10.5454	10.3135	10.6271	10.5033	10.4766
10.1377	10.0372	10.2398	9.95472	10.3378	10.13	10.1514
10.5816	10.4935	10.6602	10.4177	10.7284	10.6433	10.59
10.5616	10.4695	10.642	10.3927	10.7215	10.5967	10.5705
10.3955	10.3037	10.4817	10.2314	10.5609	10.41	10.4063
10.5099	10.4202	10.5959	10.3453	10.6769	10.5267	10.5209
10.6233	10.5332	10.7104	10.4584	10.7982	10.62	10.6351
10.599	10.5184	10.6756	10.448	10.7481	10.62	10.6097
10.4117	10.32	10.5011	10.2502	10.6041	10.4567	10.4254
10.7062	10.6258	10.7905	10.5551	10.8938	10.7133	10.7215
9.98056	9.88906	10.0585	9.8222	10.1311	10.0133	9.98911
10.4429	10.3498	10.5235	10.2814	10.6033	10.4567	10.4521
10.3735	10.2842	10.4585	10.2093	10.5336	10.3867	10.3841
10.6572	10.5631	10.7449	10.4938	10.8413	10.69	10.6691
10.2587	10.1647	10.3393	10.0888	10.4289	10.2933	10.2676
10.0391	9.94745	10.1303	9.87357	10.2255	10.0833	10.0517
