PLATEID	FIBERID	RA	DEC	PRIMTARGET	SECTARGET	Z	Z_ERR	Z_WARNING	V_DISP	V_DISP_ERR	SN_MEDIAN	E_BV_SFD	ZTWEAK	ZTWEAK_ERR	SIGMA_BALMER	SIGMA_BALMER_ERR	SIGMA_FORBIDDEN	SIGMA_FORBIDDEN_ERR	V_OFF_BALMER	V_OFF_BALMER_ERR	V_OFF_FORBIDDEN	V_OFF_FORBIDDEN_ERR	OII_3726_CONT	OII_3726_CONT_ERR	OII_3726_REQW	OII_3726_REQW_ERR	OII_3726_EQW	OII_3726_EQW_ERR	OII_3726_SEQW	OII_3726_SEQW_ERR	OII_3729_FLUX	OII_3729_FLUX_ERR	NEIII_3869_FLUX	NEIII_3869_FLUX_ERR	H_DELTA_FLUX	H_DELTA_FLUX_ERR	H_BETA_FLUX	H_BETA_FLUX_ERR	H_BETA_CONT	H_BETA_CONT_ERR	H_BETA_REQW	H_BETA_REQW_ERR	H_BETA_EQW	H_BETA_EQW_ERR	OIII_5007_CONT	OIII_5007_CONT_ERR	OIII_5007_REQW	OIII_5007_REQW_ERR	OIII_5007_EQW	OIII_5007_EQW_ERR	OIII_5007_FLUX	OIII_5007_FLUX_ERR	OI_6300_CONT	OI_6300_CONT_ERR	OI_6300_REQW	OI_6300_REQW_ERR	OI_6300_EQW	OI_6300_EQW_ERR	OI_6300_FLUX	OI_6300_FLUX_ERR	H_ALPHA_CONT	H_ALPHA_CONT_ERR	H_ALPHA_REQW	H_ALPHA_REQW_ERR	H_ALPHA_EQW	H_ALPHA_EQW_ERR	H_ALPHA_FLUX	H_ALPHA_FLUX_ERR	NII_6584_CONT	NII_6584_CONT_ERR	NII_6584_REQW	NII_6584_REQW_ERR	NII_6584_EQW	NII_6584_EQW_ERR	NII_6584_FLUX	NII_6584_FLUX_ERR	SII_6717_CONT	SII_6717_CONT_ERR	SII_6717_REQW	SII_6717_REQW_ERR	SII_6717_EQW	SII_6717_EQW_ERR	SII_6717_FLUX	SII_6717_FLUX_ERR	SII_6731_CONT	SII_6731_CONT_ERR	SII_6731_REQW	SII_6731_REQW_ERR	SII_6731_EQW	SII_6731_EQW_ERR	SII_6731_FLUX	SII_6731_FLUX_ERR	H_BETA_ABS	H_BETA_ABS_MODEL	H_ALPHA_ABS	H_ALPHA_ABS_MODEL	CA_K_ABS	CA_H_ABS	NA_D_ABS	OII_SIGMA	OII_FLUX	OII_FLUX_ERR	OII_VOFF	OII_CHI2	OIII_SIGMA	OIII_FLUX	OIII_FLUX_ERR	OIII_VOFF	OIII_CHI2	SPECTOFIBER
891	301	119.023	33.7445	96	0	0.0742991	1.41831e-05	0	228.232	6.25246	32.7185	0.0556301	0	0	226.303	32.5892	343.661	51.5793	27.626	30.6977	99.2734	50.7088	17.548	2.21946	1.73904	0.416242	-0.0730014	0.416242	1.21895	0.62622	-18.1541	15.9839	7.41789	5.93046	16.8159	5.01036	35.8653	5.83949	45.7646	1.22099	1.12973	0.142299	-0.782414	0.142299	45.3535	1.24394	0.389489	0.146202	-0.59112	0.146202	27.25	6.99347	49.9023	0.756967	-0.171954	0.123616	-0.0941906	0.123616	6.54349	7.0566	51.4955	1.16771	0.741978	0.122672	-0.792714	0.122672	37.138	6.98493	51.3256	1.22558	-0.641257	0.12796	-0.675032	0.12796	45.855	8.28901	49.9991	0.952222	-0.101343	0.126839	-0.288828	0.126839	20.9131	8.7302	49.9049	1.02415	0.00775177	0.138655	0.0192821	0.138655	-4.72873	9.14011	1.90475	2.11434	1.57424	1.59237	7.14092	5.48619	3.77156	264.911	4.69797	24.1849	300	1.01236	318.901	26.4458	7.92812	37.8716	0.308747	0.764515
886	523	193.657	53.09	6240	0	0.0538201	1.55322e-05	0	315.247	7.89928	38.4564	0.00834063	0	0	500	0	304.908	40.9915	213.118	40.6281	200.607	40.858	28.9907	2.25819	0.587228	0.368014	-1.21924	0.368014	0.294547	0.51926	-9.31852	19.3579	0.840316	7.12881	15.3013	10.0969	71.8016	12.1789	84.4335	2.22001	1.09868	0.120544	-0.679183	0.120544	81.2432	1.93004	0.522541	0.124851	-0.564342	0.124851	53.1884	10.3027	93.5193	1.17256	-0.195907	0.116992	-0.129839	0.116992	7.80432	11.6804	97.248	3.87069	-0.697742	0.121201	-1.88829	0.121201	244.729	19.511	97.0612	3.89978	-1.29916	0.123533	-1.3596	0.123533	95.7872	16.6554	95.1529	1.54016	-0.111196	0.118443	-0.298352	0.118443	35.3206	13.6767	95.0442	1.41775	-0.0199816	0.117649	-0.0881046	0.117649	-1.98571	13.4679	1.7203	1.92831	0.970324	1.2195	5.66446	5.44642	4.51961	500	32.668	51.2529	300	0.669849	241.132	48.1721	10.5625	149.813	0.402133	0.730983
621	92	242.404	53.0412	6240	0	0.0634937	1.40258e-05	0	262.489	6.92818	31.3904	0.0124015	0	0	178.722	11.9137	169.663	6.26073	45.102	11.3104	51.5153	6.30332	16.6478	2.44021	-4.08683	0.629713	-6.19154	0.629713	-1.09443	0.66894	73.1501	10.5439	19.4705	4.92428	11.7908	5.23863	36.0365	5.52732	49.3598	1.34285	0.968369	0.148269	-0.725655	0.148269	48.1705	1.90819	0.00274234	0.157763	-1.18668	0.157763	52.0421	5.7164	55.8419	0.96297	-0.52538	0.13149	-0.413055	0.13149	26.1489	6.10003	58.0212	5.80751	-1.67384	0.142466	-2.89663	0.142466	155.934	8.55804	57.9004	5.33602	-4.47253	0.156483	-4.46346	0.156483	266.797	8.62854	56.7058	2.29942	-0.846691	0.136018	-0.976443	0.136018	61.374	6.74973	56.6399	2.29572	-0.978483	0.137958	-0.930739	0.137958	50.8272	6.74663	1.69696	1.927	1.2278	1.30812	7.24855	5.33119	4.56256	166.886	99.0298	133.899	58.263	0.739573	217.667	59.3706	7.60866	91.455	0.521179	0.747839
553	244	136.312	52.3846	96	0	0.0623094	1.57876e-05	0	201.144	6.73571	30.3227	0.0196339	0	0	500	0	421.845	104.137	260.352	87.4171	300	0	13.7821	2.08699	1.12606	0.637329	-0.537807	0.637329	-0.0783071	0.975532	-20.6067	23.9574	5.87594	6.56726	11.7586	7.39248	8.39301	6.45975	35.7305	1.04876	1.64694	0.152682	-0.280465	0.152682	35.0085	1.13375	0.494638	0.160782	-0.500582	0.160782	16.369	6.53373	38.1849	0.67798	-0.147232	0.124941	-0.0559795	0.124941	2.93004	6.00432	39.2998	0.873333	0.881483	0.129749	-0.689268	0.129749	38.7398	8.35959	39.2223	0.927203	-0.161679	0.129581	-0.181115	0.129581	-0.757762	7.35509	38.287	0.760297	0.161862	0.126099	-0.0530217	0.126099	4.37988	7.70198	38.1863	0.765323	-0.126816	0.128052	-0.119739	0.128052	0.288064	7.70316	1.64694	2.1318	1.451	1.67035	7.53659	5.14321	3.08402	358.566	11.3438	38.294	300	1.32344	401.707	15.8827	6.86416	300	0.697997	0.732985
350	109	259.63	64.4181	96	0	0.0892986	1.69216e-05	0	234.216	6.36458	31.2825	0.0328863	0	0	210.786	12.0937	177.905	17.6008	98.5009	10.9823	22.6647	16.1969	12.8243	1.84953	-0.510052	0.583172	-2.57748	0.583172	-1.42373	0.671282	4.56543	7.4018	11.0923	4.03121	1.35327	4.11899	29.1961	4.2598	35.6754	1.04911	1.15359	0.147393	-0.769156	0.147393	34.6612	1.29969	0.596779	0.162812	-0.284223	0.162812	13.2655	4.09188	40.171	0.828837	-0.0177137	0.128278	-0.045593	0.128278	-1.56378	4.53846	41.8182	2.33244	-1.53266	0.119809	-2.97491	0.119809	126.434	5.80265	41.7106	2.31501	-1.59725	0.122093	-1.57086	0.122093	65.2005	5.20474	41.0671	1.3572	0.180304	0.142657	-0.00591275	0.142657	3.68276	5.4808	41.0417	1.23995	-0.414177	0.154146	-0.460992	0.154146	15.8587	4.95495	1.96015	2.10586	1.40104	1.59399	6.01393	4.50597	3.54258	275.023	32.6277	529.996	-29.2796	0.998661	41.6841	11.1285	3.36803	134.374	2.00132	0.774741
451	140	139.894	55.5839	96	0	0.0462945	1.16631e-05	0	199.299	5.13813	38.4717	0.0289088	0	0	198.299	18.413	129.585	11.4475	33.0095	17.6979	34.068	11.3062	19.605	3.90972	-4.33146	0.618673	-5.74908	0.618673	-2.71631	0.607475	39.9263	9.93951	6.26501	5.55478	16.9238	5.26278	39.4911	5.42319	53.9577	1.72499	1.28628	0.123847	-0.734025	0.123847	52.5913	1.3994	0.280433	0.127556	-0.760083	0.127556	29.7403	4.58377	59.0529	1.10908	-0.137463	0.107608	-0.0954458	0.107608	12.6514	4.69248	61.1458	2.43053	0.312999	0.113087	-1.29585	0.113087	82.1575	7.16463	60.9642	2.58283	-1.01606	0.113706	-1.05792	0.113706	63.8563	5.49046	59.4215	1.46895	-0.311309	0.10884	-0.454201	0.10884	32.6639	5.05308	59.3146	1.51211	-0.35837	0.10976	-0.301588	0.10976	22.2351	5.0539	2.01505	2.16045	1.649	1.65431	6.93372	6.25248	3.34199	135.924	106.972	69.2014	-52.4029	0.78976	97.6459	26.941	4.78346	43.0891	0.829054	0.756637
1344	134	203.957	42.6783	96	0	0.0627644	1.91009e-05	0	202.234	8.45485	23.1227	0.0111843	0	0	228.756	61.0232	69.5339	26.384	79.1574	58.8363	109.232	19.6289	11.4806	2.41433	2.30255	0.875974	-0.318172	0.875974	-0.610642	0.724774	-6.84641	5.29165	3.12138	3.72284	4.94407	6.26694	7.34992	5.25957	32.0588	1.19896	1.67331	0.198955	-0.251328	0.198955	31.3858	1.11445	0.738481	0.210718	-0.511139	0.210718	3.52347	3.45704	33.9632	0.753964	-0.0684753	0.163305	0.0592114	0.163305	-1.04813	3.09744	34.7128	1.20429	0.590121	0.162375	-0.733757	0.162375	25.9032	6.28265	34.6371	1.06976	-0.553998	0.165307	-0.489811	0.165307	13.6112	3.63771	33.6934	0.918357	-0.0489187	0.162271	-0.192057	0.162271	2.46921	3.32945	33.6535	0.922175	-0.0765308	0.161274	0.00341199	0.161274	8.02777	3.42568	1.67331	2.11258	1.30173	1.44412	7.10907	6.5575	3.42588	1	8.8791	6.36778	63.5227	0.682351	500	24.515	8.04777	300	0.653717	0.7402
553	165	136.945	52.0716	96	0	0.0623374	1.44144e-05	0	201.242	6.56928	29.7033	0.0160566	0	0	161.894	13.7817	162.941	9.75195	24.3526	13.0244	15.0615	9.66346	11.5875	1.97614	-1.62248	0.727551	-3.07633	0.727551	0.677551	0.767901	38.7748	8.11731	1.32199	3.7964	5.17013	4.49028	20.3966	3.55728	30.9213	1.18221	1.16199	0.161822	-0.863555	0.161822	31.167	1.08007	-0.0245862	0.168254	-1.18513	0.168254	31.039	3.90771	37.3312	0.70573	-0.0497451	0.124	0.0468353	0.124	-0.101821	3.69251	39.0442	2.83424	-0.336266	0.130848	-1.91662	0.130848	73.9361	5.08296	38.9571	2.87043	-2.34624	0.137816	-2.3683	0.137816	94.2624	4.95537	38.2343	1.14214	-0.427174	0.127607	-0.582682	0.127607	26.2014	4.14644	38.1173	1.12402	-0.508678	0.128586	-0.425714	0.128586	18.9762	4.13851	1.82147	2.14357	1.63719	1.68083	6.38907	5.30618	3.81954	216.858	39.037	26.7226	-126.982	0.338245	194.652	34.9795	4.92788	88.4726	0.953101	0.742659
1391	532	239.485	28.7956	96	0	0.0773485	1.64869e-05	0	310.401	7.75296	36.2999	0.0433442	0	0	500	0	386.289	60.7192	300	0	-184.246	60.7023	25.7905	2.2414	1.59403	0.392834	-0.187892	0.392834	1.87987	0.605053	4.06617	24.166	-8.61636	8.30124	10.1875	9.88676	71.0897	11.2757	74.4763	2.02591	1.2076	0.125796	-0.737021	0.125796	72.5025	1.3617	0.548918	0.12996	-0.459501	0.12996	32.6259	10.4885	80.9186	1.35712	0.0480386	0.11561	0.23521	0.11561	-26.0434	11.4865	84.2437	1.60437	0.647848	0.114058	-0.607479	0.114058	83.5841	21.4766	84.1704	1.51498	-0.156429	0.117265	-0.259551	0.117265	-6.14163	18.2906	81.5697	2.5209	-0.478147	0.134018	-0.451115	0.134018	82.9869	20.5493	81.5387	2.64435	0.225557	0.128111	0.381062	0.128111	-66.0046	20.6153	1.86611	2.10398	1.20287	1.29145	6.08475	4.39324	4.24178	245.453	2.26009	29.6084	300	0.913583	383.963	38.3531	12.3306	124.589	0.341795	0.726597
774	34	168.792	61.1102	96	0	0.0566054	1.08906e-05	0	206.223	4.70223	39.2775	0.00969862	0	0	363.259	71.3576	500	-0	161.579	69.7022	300	-0	26.0679	3.10195	2.68975	0.43574	0.423386	0.43574	3.56585	0.790553	-30.9426	39.9764	-5.79654	9.55081	20.3441	7.9696	25.5738	7.80243	62.4886	1.54892	1.83355	0.116508	-0.377998	0.116508	59.3791	1.44342	0.798683	0.121727	-0.356918	0.121727	39.3664	8.81723	61.4784	0.96617	-0.00506838	0.103841	0.11252	0.103841	-1.92851	8.74594	63.0186	0.80717	1.2531	0.101436	-0.27209	0.101436	17.118	8.6776	62.7357	0.820708	0.00523318	0.107118	-0.0954185	0.107118	11.7516	9.6328	60.6548	0.799573	0.334076	0.105566	0.116451	0.105566	-11.8373	12.1003	60.5344	0.772334	0.163315	0.105672	0.169965	0.105672	-8.6092	12.0956	2.18765	2.24225	1.2531	1.48007	6.74563	6.05926	3.90065	1	-15.5147	7.21181	300	1.085	500	39.3664	8.81723	300	0.595887	0.742645
892	127	122.412	34.927	6752	0	0.0824927	1.95621e-05	0	266.801	10.0446	36.1045	0.045771	0	0	358.834	21.7002	225.449	13.3889	62.8724	19.9286	35.8912	13.2299	36.0542	2.48415	-0.522764	0.259856	-1.54881	0.259856	-0.846633	0.318288	18.2027	11.5009	-6.73085	5.48732	76.2123	6.95799	91.5802	7.35992	51.5302	1.91132	0.748533	0.130126	-1.58626	0.130126	49.8219	1.50667	-0.356403	0.133839	-1.05891	0.133839	44.4819	5.72822	50.589	0.88816	-0.46175	0.114915	-0.365887	0.114915	18.584	5.37483	51.403	3.25252	-0.338707	0.112491	-1.9284	0.112491	114.215	8.51663	51.1849	3.25035	-2.6571	0.121836	-2.71778	0.121836	132.103	7.53163	50.4958	1.46915	-0.346609	0.127855	-0.529774	0.127855	34.2713	6.3975	50.4644	1.43492	-0.281823	0.12329	-0.353953	0.12329	15.6236	6.12129	2.34875	2.41338	1.61907	1.63823	2.27711	2.30126	3.10108	460.314	52.7602	5393.91	-130.253	1.48961	351.573	57.3197	8.30419	121.344	0.579844	0.762995
1176	292	253.564	31.3975	96	0	0.0989842	2.21686e-05	0	211.15	9.07124	27.088	0.03126	0	0	268.578	47.3253	154.324	27.3158	-16.7133	44.0884	-18.8448	25.6733	15.9158	2.20416	0.527571	0.535333	-1.67186	0.535333	-0.808493	0.560811	-4.66101	7.40303	-6.19416	4.52	18.7206	6.01719	22.3217	6.76832	43.0331	1.66287	1.61287	0.171192	-0.565936	0.171192	43.184	1.55593	0.423541	0.175887	-0.552485	0.175887	25.4842	5.76007	47.5717	0.836256	0.168305	0.143093	0.169273	0.143093	-3.72475	5.49714	47.84	1.68367	0.716957	0.138734	-0.962973	0.138734	51.7542	8.27904	47.6841	1.69684	-0.872675	0.159827	-0.864492	0.159827	35.892	6.63653	47.4584	1.20553	0.107308	0.156731	-0.179072	0.156731	9.37723	5.99239	47.4479	1.16256	-0.0801078	0.155173	-0.195811	0.155173	10.7773	6.0273	2.11793	2.40107	1.7107	1.77006	4.3807	3.86773	1.90088	184.183	25.3629	15.2848	-300	0.973336	92.5345	22.7232	5.37225	-49.1805	0.566027	0.727355
907	231	162.947	55.3857	96	0	0.0739271	1.80512e-05	0	320.04	8.31093	33.6899	0.0112118	0	0	500	-0	302.032	31.1296	300	-0	138.711	30.511	22.9979	2.77711	0.230111	0.434453	-2.18678	0.434453	1.30202	0.594738	28.8175	18.3773	6.61282	6.88813	-1.22324	9.69286	43.0986	11.2921	69.2707	1.90745	1.43649	0.135514	-0.417008	0.135514	66.0387	1.8206	0.372024	0.143207	-0.700126	0.143207	48.5145	9.32955	75.8424	1.07541	-0.11451	0.12504	-0.0923935	0.12504	9.04414	10.1445	78.1322	3.10773	0.0896998	0.12671	-1.10031	0.12671	117.037	18.5247	77.9494	3.20048	-1.8346	0.135384	-1.90187	0.135384	136.279	15.8142	75.9828	1.60788	-0.156439	0.130196	-0.287321	0.130196	18.1091	11.74	75.8457	1.67027	-0.481623	0.137203	-0.472963	0.137203	37.5113	12.3598	1.86549	1.92303	1.19181	1.215	6.11868	5.45241	4.3545	288.722	44.8324	29.1983	300	1.03771	500	63.8975	11.4844	281.54	0.555205	0.739683
959	431	201.319	59.0796	96	0	0.0749053	1.48885e-05	0	221.974	6.13476	30.0292	0.0121508	0	0	500	-0	166.87	34.2399	158.305	73.6932	-0.966594	31.9639	15.3422	1.7476	1.34021	0.506724	-0.460607	0.506724	1.23058	0.536073	6.37055	6.8579	0.26219	3.94719	12.2261	7.0852	38.1434	7.9642	43.0456	1.50027	1.33936	0.154298	-0.729662	0.154298	41.4445	1.23798	0.42373	0.163843	-0.633438	0.163843	22.8914	5.45088	46.4747	0.738013	-0.128995	0.132492	0.0216223	0.132492	-0.29093	4.978	48.448	1.24929	0.599424	0.129906	-0.826307	0.129906	57.3288	9.53774	48.2883	1.3298	-0.732992	0.135382	-0.731059	0.135382	24.2454	6.25115	47.0155	1.21107	0.22199	0.136383	0.0412533	0.136383	-2.32808	5.38643	46.9081	1.14349	-0.432673	0.15711	-0.389842	0.15711	21.5889	6.39603	2.00362	2.21446	1.34503	1.50266	6.88758	6.05539	4.17207	330.239	4.79424	288.986	-299.478	0.702676	165.951	22.7404	6.02712	0.565482	0.795068	0.744169
1049	381	224.02	47.4535	96	0	0.0871908	1.9014e-05	0	298.367	8.59883	29.4374	0.0258722	0	0	500	-0	447.348	100.555	300	-0	37.4361	104.38	14.891	2.25092	0.294463	0.660758	-0.303676	0.660758	-10.5029	1.09153	-65.4951	61.5644	-13.5779	6.8589	-10.8459	7.61069	11.3324	8.94485	47.165	1.35502	1.40514	0.158119	-0.403773	0.158119	44.7581	1.63576	0.289492	0.166956	-0.655437	0.166956	35.9028	9.51556	50.7845	0.814119	0.0127908	0.133078	0.0582951	0.133078	-0.169257	8.80541	52.814	1.38668	0.426577	0.132703	-0.718635	0.132703	59.4205	13.4884	52.6317	1.56285	-0.430827	0.136415	-0.403752	0.136415	2.0706	12.1954	51.8459	1.24646	0.0220031	0.142887	-0.29401	0.142887	19.2005	13.183	51.847	1.27794	0.192141	0.151346	0.0183351	0.151346	-7.57788	13.5197	1.40514	1.87511	1.05637	1.22464	5.81725	5.61446	4.72834	106.161	2.04233	11.8313	289.51	0.363462	391.292	37.3778	9.83109	300	0.786456	0.723373
633	383	254.088	39.2752	6240	0	0.0620657	1.40832e-05	0	265.892	6.64268	37.2637	0.016236	0	0	500	-0	500	-0	300	-0	300	-0	19.5975	2.65344	1.57301	0.499607	-0.393631	0.499607	3.0562	0.887442	-2.95902	33.0294	17.9262	8.20234	3.0156	9.01338	8.82574	8.21969	55.5941	1.34924	1.72632	0.124466	-0.27428	0.124466	54.1007	1.44832	0.53486	0.130932	-0.634062	0.130932	44.4793	8.60122	62.4762	0.88591	-0.17052	0.105819	-0.112338	0.105819	17.9588	9.0442	64.1294	1.55495	0.546894	0.103441	-0.694229	0.103441	75.2241	11.5083	63.9633	1.55386	-0.0287219	0.104715	-0.0101446	0.104715	-27.8138	10.7337	62.3946	1.46517	-0.013087	0.104542	-0.139379	0.104542	53.7508	12.4005	62.2781	1.59325	-0.150913	0.105639	-0.0830692	0.105639	-55.9587	12.2996	1.72632	2.065	1.20313	1.33321	6.35357	5.22215	4.30348	212.368	5.10008	20.488	-300	1.61392	385.588	40.6106	9.30648	171.232	0.887234	0.776017
1044	602	212.956	52.8167	6752	0	0.076489	1.55842e-05	0	263.107	7.42002	36.3472	0.00935679	0	0	330.387	32.9567	246.144	19.1239	16.734	31.1197	26.9076	18.591	34.3364	2.31644	0.288191	0.288148	-1.26457	0.288148	-0.0373326	0.36107	13.4032	13.4337	-0.627774	6.49847	63.6574	8.5034	58.7372	9.07678	71.5204	2.16473	1.46557	0.123863	-0.756089	0.123863	68.7399	2.04136	-0.00153803	0.132521	-0.984213	0.132521	62.9864	8.24532	72.7627	1.18435	-0.294137	0.119067	-0.12579	0.119067	10.4121	8.4174	74.7902	3.38573	0.182181	0.11951	-1.195	0.11951	92.6361	12.0721	74.7199	2.95388	-1.96732	0.131915	-2.04631	0.131915	153.365	11.4909	72.5813	2.68886	-0.358746	0.12872	-0.467626	0.12872	47.1549	9.90262	72.4464	2.50473	-0.00460833	0.136123	0.0615194	0.136123	-7.16912	10.3037	2.231	2.33147	1.39979	1.41645	4.75538	3.94854	3.56792	47.1722	31.5938	6.93888	-17.9303	0.482438	379.983	80.7425	11.8251	148.103	0.381986	0.774566
1392	360	239.123	27.5768	96	0	0.088577	2.1923e-05	0	233.371	8.73512	22.2812	0.0401097	0	0	324.546	78.7526	163.859	50.7192	-300	-0	-178.943	47.9147	11.5868	2.24024	0.49513	0.865124	-1.2509	0.865124	-1.26998	0.920516	2.54038	8.27652	0.369665	5.05581	5.71988	6.93741	26.8614	7.70165	34.0973	1.45635	1.20477	0.208923	-0.779888	0.208923	33.1199	1.34339	0.449832	0.224095	-0.66752	0.224095	18.0699	5.72239	37.8783	0.974898	0.114608	0.164337	0.276185	0.164337	-12.1762	4.93166	39.439	1.24718	0.760082	0.17309	-0.603277	0.17309	34.5242	8.38115	39.3565	1.28203	-0.0630783	0.157244	-0.0966228	0.157244	8.40566	5.1553	38.4379	1.41563	0.141701	0.192843	-0.125844	0.192843	-0.605015	5.53971	38.3941	1.20585	-0.238723	0.192193	-0.30704	0.192193	2.61312	5.62096	1.86923	2.15909	1.34036	1.4181	5.8434	5.59093	3.84806	412.476	10.9962	2054.53	-257.506	1.00295	121.542	15.5819	5.34241	-152.642	0.798356	0.705847
828	189	129.047	38.5348	96	0	0.0565891	1.52159e-05	0	214.713	7.06032	28.6143	0.0436942	0	0	500	0	436.67	104.293	300	0	300	0	12.3897	2.08508	1.4989	0.619954	-0.721043	0.619954	2.69891	1.08306	5.47689	22.4398	-3.20273	6.34092	-4.7411	6.83673	10.6862	7.62003	37.8022	1.16388	1.73063	0.162887	-0.18295	0.162887	35.8843	1.19127	0.600125	0.171145	-0.551975	0.171145	27.8688	7.7166	40.2595	0.72149	-0.19916	0.137001	-0.00469484	0.137001	-2.85221	7.03582	41.8484	0.840581	1.15346	0.133089	-0.314041	0.133089	19.4113	9.84245	41.7296	0.801261	-0.455545	0.142621	-0.589753	0.142621	21.1591	9.25214	40.5161	0.541414	0.263597	0.137829	0.0376495	0.137829	-4.6575	9.20408	40.4711	0.52874	0.0149979	0.138802	0.00442698	0.138802	3.05428	9.23625	1.73063	2.0373	1.15346	1.40552	6.59881	6.23021	4.39234	137.373	8.18717	12.0408	300	1.46216	383.517	26.3798	7.64556	300	0.698616	0.7383
954	405	180.976	60.8186	96	0	0.0643798	1.46721e-05	0	199.448	6.3841	30.3672	0.0170729	0	0	167.032	28.8724	178.448	33.1158	-52.3476	26.9931	-6.12539	32.4906	13.8318	1.74081	0.214712	0.510165	-1.81983	0.510165	-0.586416	0.560446	9.05404	6.72261	-1.05406	3.6688	6.24375	3.82131	14.1548	4.10892	37.528	1.15498	1.64863	0.149156	-0.313062	0.149156	37.3864	0.949455	0.913137	0.154754	-0.27489	0.154754	6.96153	4.31482	40.7326	0.657124	-0.169195	0.129615	-0.0715116	0.129615	4.10446	4.42119	41.9952	1.27635	0.75099	0.131031	-0.820039	0.131031	33.5772	5.26276	41.9593	1.303	-0.614096	0.135122	-0.659986	0.135122	33.7582	5.47784	41.0315	0.653292	0.141836	0.130988	-0.106403	0.130988	5.40615	4.6757	40.9411	0.699006	0.147719	0.133122	0.128176	0.133122	-2.36277	4.73808	2.02555	2.14239	1.57261	1.64075	6.35412	5.99338	3.13833	437.514	24.1568	29.9348	300	0.85378	213.34	8.11892	5.60173	-116.475	0.597054	0.72194
1309	100	173.097	55.9674	6240	0	0.0515404	1.42365e-05	0	195.356	6.14761	28.2008	0.0188785	0	0	500	-0	500	-0	300	-0	300	-0	11.7734	2.38731	1.56597	0.783249	0.709721	0.783249	-5.44479	1.43279	-67.7916	30.7064	-2.17763	8.14886	2.3948	6.77298	11.7452	5.95183	30.9857	1.03194	1.55915	0.162024	-0.450807	0.162024	29.8011	0.943916	0.823492	0.167088	-0.422677	0.167088	17.2716	6.01812	32.4798	0.700355	-0.225601	0.130793	-0.126693	0.130793	7.58225	5.79815	33.9624	0.684623	1.18799	0.130489	-0.294752	0.130489	9.09174	7.57187	33.9096	0.621113	-0.0674401	0.133438	-0.163732	0.133438	6.52607	7.17043	32.6957	0.653618	0.16238	0.131667	-0.0165565	0.131667	0.90783	8.14799	32.6155	0.672572	0.0732018	0.132976	0.157673	0.132976	-10.9945	8.14746	1.55915	2.14861	1.18799	1.46596	6.36779	6.06935	4.3349	500	-12.4149	44.0585	300	0.879675	500	17.2716	6.01812	300	0.893561	0.720379
945	176	151.216	54.5679	96	0	0.0470055	1.21157e-05	0	268.685	5.44866	42.9568	0.00903515	0	0	500	0	337.21	27.0139	300	0	94.3251	26.8739	25.771	2.95718	0.0916301	0.379018	-2.39987	0.379018	-0.648621	0.546188	3.01932	20.5114	-5.24648	7.17267	13.2497	8.5372	46.7796	10.1516	78.1371	1.80862	1.52369	0.10882	-0.543725	0.10882	74.8972	1.88712	0.286129	0.114981	-0.73538	0.114981	56.9343	8.90917	85.7413	1.14028	-0.256338	0.102953	-0.227746	0.102953	21.2033	9.97531	89.6704	3.95525	-0.198698	0.106793	-1.52301	0.106793	169.841	20.0762	89.1992	3.93379	-2.21508	0.112942	-2.23375	0.112942	189.843	17.592	86.8308	1.82262	-0.209369	0.104496	-0.369836	0.104496	35.6706	11.9016	86.6936	1.87438	-0.560585	0.106267	-0.564699	0.106267	49.1858	12.1536	1.93646	2.07432	1.20781	1.33086	6.83266	5.55548	4.30701	384.196	53.3744	46.5573	300	0.900135	420.967	64.472	11.8601	149.81	0.522736	0.726141
1039	35	197.655	54.4947	6240	0	0.0639413	1.77702e-05	0	201.141	7.66415	25.5919	0.0302527	0	0	129.833	60.728	1	-0	-18.5182	54.8051	-25.8696	19.071	13.761	2.64981	3.10874	0.761682	1.46137	0.761682	2.02312	0.569192	-0.154951	4.88707	-2.83877	3.43402	-1.09837	4.53244	12.4103	4.84415	37.842	1.3268	1.62836	0.178661	-0.274012	0.178661	37.6467	1.33697	0.650679	0.184487	-0.464872	0.184487	2.20836	2.91394	40.6036	0.895778	-0.235717	0.145445	-0.141257	0.145445	-0.149446	2.74346	41.8266	0.789119	1.39947	0.145731	-0.214366	0.145731	7.31003	4.7464	41.7222	0.787943	-0.239247	0.15274	-0.325225	0.15274	3.32397	2.81883	40.6137	0.743591	0.23712	0.148115	0.0484685	0.148115	1.34485	2.84596	40.5496	0.775497	-0.00435218	0.148815	-0.0170523	0.148815	0.617511	2.79618	1.62836	2.07211	1.39947	1.63757	6.70142	6.08531	2.96186	1	-13.1948	6.97548	-24.5332	0.246209	1	2.12707	2.91304	-24.1494	1.49529	0.736528
