PLATEID	FIBERID	RA	DEC	PRIMTARGET	SECTARGET	Z	Z_ERR	Z_WARNING	V_DISP	V_DISP_ERR	SN_MEDIAN	E_BV_SFD	ZTWEAK	ZTWEAK_ERR	SIGMA_BALMER	SIGMA_BALMER_ERR	SIGMA_FORBIDDEN	SIGMA_FORBIDDEN_ERR	V_OFF_BALMER	V_OFF_BALMER_ERR	V_OFF_FORBIDDEN	V_OFF_FORBIDDEN_ERR	OII_3726_CONT	OII_3726_CONT_ERR	OII_3726_REQW	OII_3726_REQW_ERR	OII_3726_EQW	OII_3726_EQW_ERR	OII_3726_SEQW	OII_3726_SEQW_ERR	OII_3729_FLUX	OII_3729_FLUX_ERR	NEIII_3869_FLUX	NEIII_3869_FLUX_ERR	H_DELTA_FLUX	H_DELTA_FLUX_ERR	H_BETA_FLUX	H_BETA_FLUX_ERR	H_BETA_CONT	H_BETA_CONT_ERR	H_BETA_REQW	H_BETA_REQW_ERR	H_BETA_EQW	H_BETA_EQW_ERR	OIII_5007_CONT	OIII_5007_CONT_ERR	OIII_5007_REQW	OIII_5007_REQW_ERR	OIII_5007_EQW	OIII_5007_EQW_ERR	OIII_5007_FLUX	OIII_5007_FLUX_ERR	OI_6300_CONT	OI_6300_CONT_ERR	OI_6300_REQW	OI_6300_REQW_ERR	OI_6300_EQW	OI_6300_EQW_ERR	OI_6300_FLUX	OI_6300_FLUX_ERR	H_ALPHA_CONT	H_ALPHA_CONT_ERR	H_ALPHA_REQW	H_ALPHA_REQW_ERR	H_ALPHA_EQW	H_ALPHA_EQW_ERR	H_ALPHA_FLUX	H_ALPHA_FLUX_ERR	NII_6584_CONT	NII_6584_CONT_ERR	NII_6584_REQW	NII_6584_REQW_ERR	NII_6584_EQW	NII_6584_EQW_ERR	NII_6584_FLUX	NII_6584_FLUX_ERR	SII_6717_CONT	SII_6717_CONT_ERR	SII_6717_REQW	SII_6717_REQW_ERR	SII_6717_EQW	SII_6717_EQW_ERR	SII_6717_FLUX	SII_6717_FLUX_ERR	SII_6731_CONT	SII_6731_CONT_ERR	SII_6731_REQW	SII_6731_REQW_ERR	SII_6731_EQW	SII_6731_EQW_ERR	SII_6731_FLUX	SII_6731_FLUX_ERR	H_BETA_ABS	H_BETA_ABS_MODEL	H_ALPHA_ABS	H_ALPHA_ABS_MODEL	CA_K_ABS	CA_H_ABS	NA_D_ABS	OII_SIGMA	OII_FLUX	OII_FLUX_ERR	OII_VOFF	OII_CHI2	OIII_SIGMA	OIII_FLUX	OIII_FLUX_ERR	OIII_VOFF	OIII_CHI2	SPECTOFIBER
926	105	236.031	-1.90784	96	0	0.0987492	1.91309e-05	0	236.933	7.47362	26.8828	0.143517	0	0	203.673	51.3672	342.103	47.0301	29.2384	49.2492	98.7628	47.0503	12.0564	2.51359	1.26503	0.85977	-0.664117	0.85977	1.75689	1.27617	13.7769	20.4346	11.7528	7.1434	-5.34296	5.16635	15.7325	4.94209	34.2488	1.18025	1.62876	0.17243	-0.351191	0.17243	32.7716	1.43144	0.423768	0.180456	-0.601464	0.180456	22.7885	6.20897	35.9198	0.793733	-0.25404	0.135521	-0.0972528	0.135521	2.13265	5.48776	36.8564	1.32915	0.450194	0.123977	-0.84872	0.123977	19.0224	5.3577	36.7097	1.3748	-1.3876	0.152391	-1.27198	0.152391	58.1558	7.58781	35.8755	0.942309	-0.0522636	0.155391	-0.293283	0.155391	10.1321	6.51626	35.8088	0.946066	-0.145875	0.148712	-0.186451	0.148712	2.75573	6.92839	2.08582	2.09638	1.21245	1.40691	6.39459	5.00987	4.12819	44.984	8.69979	7.88051	270.309	0.491642	500	30.6263	7.27308	300	0.832935	0.73874
593	410	232.663	3.494	96	0	0.0865164	1.6719e-05	0	275.983	7.39247	31.2053	0.0521765	0	0	500	-0	500	-0	300	-0	300	-0	14.5934	1.65572	1.14099	0.56077	-0.410657	0.56077	-0.30372	0.968492	-36.7612	27.6626	-5.44491	6.80818	-2.55561	6.83652	13.1598	7.18864	41.4383	1.01751	1.67817	0.144631	-0.250753	0.144631	39.5362	1.12813	0.545796	0.151816	-0.509969	0.151816	26.6056	7.33173	43.8429	0.730182	-0.226757	0.124511	-0.0308894	0.124511	-3.82719	7.43816	45.427	1.09992	0.735708	0.11976	-0.541697	0.11976	44.1524	9.55168	45.409	1.24975	-0.301442	0.124323	-0.380638	0.124323	-2.22957	8.8781	44.5665	0.947258	0.395142	0.133383	0.134402	0.133383	-19.0534	11.2379	44.5137	0.964354	0.216331	0.137098	0.126287	0.137098	10.3366	11.5287	1.67817	2.04652	1.27927	1.306	7.33168	5.58502	4.30177	425.566	1.86448	49.7036	290.543	0.608546	357.447	24.1785	7.47139	300	0.661195	0.743721
591	236	228.974	3.05031	96	0	0.0379254	9.92382e-06	0	213.523	4.72987	41.5174	0.050448	0	0	173.116	21.0386	162.065	12.6795	22.6149	18.7363	34.9594	11.8648	28.8377	4.16692	-0.0395675	0.509928	-1.61409	0.509928	0.413243	0.563594	51.7049	14.5305	-2.4173	6.23164	11.7538	6.28186	47.4033	6.5341	70.3465	1.98237	1.33536	0.116238	-0.610698	0.116238	67.7499	2.49347	0.205682	0.121743	-0.981543	0.121743	57.6053	6.44236	75.442	1.07845	-0.12186	0.105976	0.0195406	0.105976	-0.838983	6.49476	78.8801	3.00783	0.291547	0.103028	-1.10337	0.103028	79.9858	8.10715	78.6486	2.26541	-1.78048	0.115042	-1.79092	0.115042	133.146	8.46836	76.7509	1.52579	-0.186831	0.106897	-0.359693	0.106897	29.1296	7.00012	76.701	1.54518	-0.149174	0.106857	-0.121828	0.106857	14.5652	6.97677	2.00779	2.08157	1.37318	1.4235	6.54561	5.67759	4.72271	1	68.7555	15.5577	104.837	0.816545	237.518	68.4152	8.71613	73.0683	0.875592	0.720555
912	161	204.902	-2.67815	96	0	0.0923669	2.32735e-05	0	207.15	8.75819	21.2932	0.0449717	0	0	419.56	94.9362	418.776	62.8628	-68.4415	92.483	300	0	10.432	2.40549	-1.92816	0.864127	-2.72598	0.864127	0.516183	1.4273	-77.4566	30.0376	-9.50024	6.80421	9.25081	6.95035	30.2976	7.41054	27.1433	1.23717	0.96492	0.22469	-1.0567	0.22469	26.5012	1.13753	0.563054	0.236759	-0.414804	0.236759	16.7687	6.68618	28.7222	0.703353	-0.30952	0.178354	-0.158544	0.178354	7.58026	6.24207	29.8973	0.911951	1.10743	0.155347	-0.616659	0.155347	25.0914	7.35296	29.84	0.972789	-0.461291	0.168443	-0.652421	0.168443	18.9406	6.83231	28.9191	1.44508	-0.254356	0.216322	-0.515669	0.216322	20.5176	9.50374	28.8102	1.44087	-0.00301091	0.186881	-0.0625626	0.186881	-7.33514	9.03671	1.91521	2.20519	1.70395	1.65669	4.69076	6.9196	3.15166	244.453	29.3718	281.279	16.6568	1.16232	279.606	14.4151	6.38106	200.219	1.09731	0.739625
519	331	184.881	3.14147	64	0	0.0755922	1.80479e-05	0	260.642	7.99605	27.4283	0.0179948	0	0	500	-0	500	-0	300	-0	300	-0	12.4076	1.96176	1.23543	0.585862	-0.578324	0.585862	-1.01705	1.04545	-30.447	24.8814	13.7837	6.6982	-9.0915	6.87919	16.7251	7.46382	37.7623	1.24904	1.64185	0.164175	-0.336665	0.164175	36.503	1.22403	0.780798	0.170482	-0.337632	0.170482	22.7491	7.58627	40.8185	0.876882	-0.228601	0.139466	-0.166824	0.139466	5.84238	7.75454	42.243	0.802054	1.06537	0.13559	-0.32389	0.13559	12.5406	9.9207	42.1618	0.72142	-0.218775	0.14095	-0.384424	0.14095	20.5774	9.4517	40.6515	0.946313	0.243776	0.144242	0.100958	0.144242	1.46599	11.3622	40.55	0.892788	0.227799	0.167158	0.288006	0.167158	-21.9066	12.0947	1.64185	2.06856	1.06537	1.3359	6.97923	6.54889	4.00555	500	4.35248	40.4388	300	1.08776	500	22.7491	12.5609	300	0.968109	0.726061
534	541	216.198	2.66442	6752	0	0.053501	1.14296e-05	0	240.829	5.45975	40.8135	0.0348375	0	0	225.724	15.693	140.965	6.77556	52.4651	14.8887	52.6462	6.75184	23.0458	2.23361	-3.529	0.375873	-4.96778	0.375873	-1.97028	0.373292	39.3338	7.43335	2.77716	4.00399	17.7208	5.10194	58.9195	6.07892	61.7328	1.46788	1.01326	0.114665	-1.01115	0.114665	59.4431	1.14309	0.257105	0.118557	-0.928187	0.118557	47.4426	4.93079	65.6569	0.90744	-0.148702	0.106059	-0.0522675	0.106059	7.78112	5.27575	68.5144	3.45775	-0.396086	0.108304	-1.82043	0.108304	127.031	8.22087	68.3634	3.34364	-2.34177	0.115658	-2.45517	0.115658	163.855	6.94618	66.1333	1.62792	-0.615593	0.109426	-0.760439	0.109426	53.1826	5.85049	66.0861	1.58617	-0.507788	0.108641	-0.513461	0.108641	34.7779	5.75767	1.9566	2.12073	1.45903	1.39202	7.32624	5.49613	4.31608	159.759	119.562	84.0396	-58.2399	0.802108	167.782	52.4867	6.2009	85.7741	0.763823	0.709717
1237	433	153.027	8.69253	96	0	0.098442	2.50143e-05	0	234.173	9.4968	20.3974	0.0300163	0	0	40.6151	41.5717	500	-0	-201.484	23.9009	-22.253	105.615	9.20825	2.18794	-0.245163	0.942437	-1.78955	0.942437	1.57035	1.6112	24.4176	29.8002	6.52258	7.47753	-1.66368	2.83368	9.87711	3.37938	29.233	1.07364	1.80021	0.220993	-0.305431	0.220993	28.1274	1.27164	0.345774	0.234263	-0.898921	0.234263	34.4205	8.03818	30.9894	0.927681	-0.017609	0.175752	0.102812	0.175752	-4.60441	7.41426	31.7853	1.06165	0.593415	0.169072	-0.687621	0.169072	3.96291	2.97735	31.763	1.09751	-1.00498	0.196847	-0.944313	0.196847	41.2671	7.8748	31.0493	1.02715	0.0304982	0.19661	-0.169106	0.19661	19.2048	11.3119	30.9378	0.953907	-0.00917928	0.193831	0.0288556	0.193831	-10.932	11.4135	1.80021	2.10944	0.956279	1.40808	4.89968	5.00769	3.66533	1	10.4231	4.68118	189.148	1.34103	500	35.2165	8.08069	-137.116	0.732457	0.710153
914	233	208.215	-2.60848	96	0	0.0751	1.38979e-05	0	316.546	7.71779	36.9719	0.0463262	0	0	123.896	8.10361	123.9	5.00802	27.2802	7.41984	28.0017	4.98225	17.4314	2.68265	-11.3035	0.605671	-13.2619	0.605671	-4.99928	0.586194	113.782	8.60467	9.36483	4.89688	2.01393	4.55079	42.5434	4.82873	57.0525	1.26463	0.89284	0.13021	-0.849102	0.13021	54.517	1.69293	-0.382204	0.137387	-1.43389	0.137387	69.7587	5.16599	60.1822	1.12563	-0.443108	0.112583	-0.325472	0.112583	20.8585	4.9445	62.8211	2.93583	-1.12844	0.116414	-2.27009	0.116414	130.67	6.48007	62.8228	2.81809	-2.65179	0.122588	-2.72549	0.122588	168.029	6.26774	61.1478	1.80549	-1.08001	0.117891	-1.22932	0.117891	74.971	5.64878	61.0309	1.89337	-0.929889	0.125717	-0.93778	0.125717	53.2281	5.78575	1.6387	1.8197	1.01821	1.15952	6.9747	4.38385	4.07152	187.879	225.257	68.5318	-73.9319	2.20957	105.341	66.0189	5.60987	10.3178	0.860875	0.732555
510	508	168.926	2.89231	64	0	0.0772957	1.89751e-05	0	151.895	9.38021	18.7358	0.0516274	0	0	132.005	6.32001	115.1	8.3555	32.6409	6.10571	26.9485	7.83333	10.1315	2.34921	-3.50269	0.903241	-4.69706	0.903241	-3.89493	0.82731	16.6658	6.05451	-1.56499	4.18698	1.54275	3.85594	21.218	3.64237	22.1524	1.40786	1.88563	0.249551	-0.220932	0.249551	22.1368	1.08684	0.0695851	0.257591	-0.752724	0.257591	15.0414	3.59015	24.5376	0.81114	-0.421431	0.18978	-0.217286	0.18978	8.23701	3.22863	25.4986	1.41034	-3.15433	0.194055	-4.90631	0.194055	125.6	4.6384	25.3877	1.4215	-2.67789	0.191764	-2.63557	0.191764	68.7039	3.97498	25.0727	1.4495	-1.29951	0.223405	-1.41681	0.223405	32.9143	4.24251	25.0432	1.43914	-0.679508	0.214345	-0.679813	0.214345	20.4642	3.9466	2.84383	2.29506	1.8196	1.89372	4.47488	6.40415	3.48279	179.81	50.4858	49.3913	86.5828	0.44113	100.365	14.2781	4.12105	34.0988	0.492232	0.746657
582	612	212.587	5.27109	96	0	0.0908175	2.19008e-05	0	244.907	10.2577	23.0861	0.0259647	0	0	500	0	274.293	47.5767	300	0	-158.571	50.9124	10.5633	1.9621	-0.695888	0.733258	-3.15357	0.733258	-3.32765	0.981868	-11.2425	14.8205	-8.36467	5.00019	19.6562	6.92317	3.90102	7.07027	30.1552	1.33459	1.72125	0.195584	-0.268933	0.195584	29.1507	1.24056	0.534764	0.211591	-0.498515	0.211591	11.31	5.79607	33.4925	0.779807	-0.103915	0.170634	0.0194302	0.170634	-3.20158	5.97336	34.9615	1.22212	0.819913	0.147585	-0.68992	0.147585	39.2536	10.7009	34.8709	1.30076	0.460181	0.155625	0.401336	0.155625	-31.162	8.35198	34.387	1.24906	-0.11537	0.189856	-0.426868	0.189856	9.56006	6.84686	34.3583	1.11782	-0.401871	0.192862	-0.533857	0.192862	13.2903	7.47118	1.72125	2.01681	1.44781	1.54348	6.3609	6.02834	4.10771	250.13	31.2021	16.7845	-300	0.606915	424.545	20.6452	8.41627	296.006	0.809084	0.767558
272	559	156.589	0.488229	96	0	0.097755	1.78537e-05	0	220.063	7.66866	25.2533	0.0528833	0	0	500	-0	500	-0	300	-0	300	-0	10.8429	1.59349	2.53202	0.602985	0.250181	0.602985	5.35336	1.07495	24.5552	21.7216	-8.13203	6.26497	4.93599	6.02797	3.66079	6.19836	28.7635	0.883785	1.73278	0.179208	-0.0484555	0.179208	27.8685	1.02655	0.631464	0.19268	-0.32652	0.19268	12.0329	6.3749	30.4125	0.638195	-0.241043	0.148237	-0.211458	0.148237	8.32732	6.10783	31.6043	0.586665	1.53269	0.137711	-0.105641	0.137711	-3.43378	7.8113	31.5503	0.553494	0.147063	0.144275	-0.0346892	0.144275	8.75341	7.95581	30.6345	0.886674	0.040413	0.16215	-0.196082	0.16215	8.54204	8.96835	30.5369	0.843384	0.128708	0.154497	0.123219	0.154497	-21.4797	8.97443	1.73278	2.06479	1.53269	1.57832	6.94463	6.01728	4.21074	500	-2.08668	31.1205	300	1.46205	402.614	11.4284	6.94996	300	0.82154	0.742568
481	159	148.422	1.70067	6752	0	0.098372	1.95586e-05	0	290.008	9.40128	28.8316	0.0254261	0	0	500	-0	106.748	34.3002	300	-0	19.9568	29.4211	12.4389	1.6572	1.19696	0.475629	-0.587568	0.475629	0.954529	0.434338	10.1866	4.15617	4.27768	2.72163	9.06665	6.11611	20.7205	6.62725	35.5771	1.14366	1.46992	0.155335	-0.513787	0.155335	34.2463	1.14771	0.546083	0.163731	-0.603367	0.163731	5.10749	3.35191	38.0552	0.690094	-0.108083	0.141919	-0.0365814	0.141919	0.00449309	3.63128	39.1208	0.963715	0.855679	0.131484	-0.433358	0.131484	23.1229	7.75011	39.1171	0.951921	-0.423632	0.148426	-0.541875	0.148426	13.0231	4.22032	38.0005	0.841545	0.0737872	0.160364	-0.117503	0.160364	0.0102051	3.75902	37.9139	0.928989	0.0475637	0.164111	0.0486168	0.164111	-1.85027	4.07109	1.87161	2.07862	0.860896	1.30237	7.16038	5.58209	4.00012	120.443	4.28023	7.97107	300	1.40094	500	24.1566	6.7995	72.6596	0.620023	0.754527
272	184	155.898	-0.221528	96	0	0.0953293	1.75564e-05	0	259.97	7.0168	29.4528	0.0656244	0	0	500	-0	116.422	36.0875	300	-0	-35.4939	32.8759	15.3826	2.17086	1.08379	0.541764	-0.664505	0.541764	-0.529468	0.520307	-1.542	6.17326	1.87181	3.74494	-17.4569	7.01058	9.92277	7.39526	40.5687	1.09853	1.72397	0.151156	-0.109586	0.151156	39.5437	1.29328	0.815903	0.156457	-0.421915	0.156457	9.86876	4.05734	40.7856	0.858291	-0.233588	0.135743	-0.116038	0.135743	3.99197	3.91161	42.105	0.712463	1.13347	0.125239	-0.230053	0.125239	16.7189	8.03086	41.9805	0.73994	-0.217717	0.138316	-0.325124	0.138316	7.05515	4.51596	40.6904	1.02807	-0.128722	0.152558	-0.385861	0.152558	13.0063	4.69595	40.5994	1.05647	-0.150032	0.150245	-0.201834	0.150245	4.26203	4.70107	1.72397	1.97041	1.13347	1.28554	6.43511	5.33168	4.29467	1	14.8433	5.94558	-83.4459	1.13852	500	22.5328	7.53046	300	0.662686	0.734958
337	267	192.428	-3.12267	96	0	0.0895129	2.27019e-05	0	287.649	10.2618	25.2568	0.0239614	0	0	500	0	465.042	127.263	300	0	300	0	13.5109	2.32137	0.351279	0.706019	-0.903439	0.706019	0.472929	1.16299	-1.56739	29.7674	6.28729	7.5485	-16.1023	8.35377	8.09962	8.90689	40.603	1.44334	1.63445	0.182282	-0.169282	0.182282	39.5606	1.40556	0.819735	0.195595	-0.0735276	0.195595	-0.387251	9.13487	44.587	1.06132	-0.153012	0.157298	-0.0665201	0.157298	-3.69674	9.3167	45.9913	1.00241	0.868535	0.140292	-0.481821	0.140292	43.1397	11.0729	45.8494	1.06058	-0.227685	0.147536	-0.265968	0.147536	-7.15878	10.3728	44.9317	1.20409	-0.00809217	0.174615	-0.206265	0.174615	8.23811	14.0267	44.8772	1.15391	-0.158438	0.195246	-0.224303	0.195246	14.2745	13.8045	1.63445	1.89796	1.39347	1.42017	6.59227	5.45325	3.59714	1	13.1086	6.39732	1.73622	0.798634	69.4477	5.35119	4.65266	300	0.478928	0.696958
313	25	232.303	-0.252197	96	0	0.0885448	1.92254e-05	0	250.275	7.89724	25.7367	0.0921686	0	0	500	0	490.415	114.045	300	0	300	0	13.0899	2.24433	2.24313	0.76812	0.142094	0.76812	-0.637839	1.32264	-39.7692	35.0112	-1.29242	7.95986	0.434773	7.98873	33.9627	8.23463	38.7941	1.35206	1.2681	0.176463	-0.607156	0.176463	36.967	1.7295	0.334347	0.192101	-0.693249	0.192101	35.3895	9.53543	42.3232	1.03046	0.0164409	0.142821	0.069799	0.142821	-1.08148	8.45737	43.4636	1.37073	0.539432	0.129281	-0.735901	0.129281	50.3088	9.95078	43.3204	1.24142	-0.647483	0.137579	-0.64079	0.137579	11.7484	9.70803	42.2244	1.79826	0.286276	0.169388	0.102802	0.169388	-19.7291	14.4508	42.1796	1.88304	-0.374682	0.162758	-0.384977	0.162758	28.3123	14.8094	1.87137	2.10618	1.18594	1.36166	5.1789	5.57438	4.74414	500	0.740938	47.3631	300	1.14724	490.415	35.3895	10.9872	300	1.06131	0.775618
344	490	241.315	0.138098	96	0	0.0606534	1.57513e-05	0	260.147	6.84466	35.3694	0.212603	0	0	500	-0	224.299	23.704	300	-0	145.894	23.3814	24.591	4.32261	-0.771203	0.657019	-1.90791	0.657019	-1.30348	0.79457	-29.1693	21.1442	-0.627017	8.8178	45.0358	13.7855	40.3616	11.616	70.1659	2.02405	1.75485	0.137778	-0.390078	0.137778	68.136	1.97759	0.527482	0.142746	-0.577997	0.142746	32.218	8.22271	78.5139	1.27404	-0.0642312	0.104291	-0.0546342	0.104291	12.4643	7.68237	80.89	3.58998	-0.0494149	0.107568	-1.35183	0.107568	157.771	14.3016	80.8496	3.44474	-1.78601	0.115049	-1.7777	0.115049	102.764	11.0052	79.7674	1.65079	-0.0701519	0.10435	-0.246506	0.10435	20.3709	8.16782	79.7549	1.77666	-0.299668	0.106284	-0.341401	0.106284	27.7176	8.38365	2.15167	2.26265	1.19977	1.4307	6.53774	5.27985	4.04506	270.288	50.6453	61.1126	244.116	0.513202	441.991	47.0255	13.5442	204.409	0.949025	0.769099
345	594	243.155	0.37997	96	0	0.0431447	1.01687e-05	0	153.631	4.02047	40.5425	0.133843	0	0	147.327	25.929	286.245	38.7746	-41.8693	22.8354	160.034	39.5323	25.335	3.61384	0.664636	0.549497	-0.960308	0.549497	-0.104234	0.762817	-53.5749	26.1151	-17.5096	8.77187	16.1744	5.89506	17.1097	5.14963	63.3351	1.68764	1.92208	0.118046	-0.352184	0.118046	61.0883	1.60222	0.636369	0.120576	-0.313743	0.120576	17.7896	6.93842	65.9574	0.755938	-0.147401	0.0985563	-0.0990082	0.0985563	6.81035	6.80644	67.9955	1.34025	1.04366	0.0909027	-0.6456	0.0909027	42.5215	5.86158	67.6105	1.44965	-0.440477	0.104305	-0.390716	0.104305	31.3287	7.59542	66.0382	0.937072	0.0885107	0.0963929	-0.121963	0.0963929	-1.72423	7.2129	65.9292	0.916763	-0.079274	0.0959961	-0.0748434	0.0959961	5.12346	7.23846	2.19218	2.2979	1.73327	1.80166	7.00522	6.59291	3.37745	171.006	25.8287	30.6861	150.794	0.827861	50.2518	18.7105	4.57784	-30.9746	0.440727	0.735876
855	379	207.382	5.52738	96	0	0.0808386	1.75831e-05	0	225.888	7.21686	26.3845	0.0240446	0	0	184.012	21.223	170.11	15.4065	-3.90226	20.1097	-1.93422	15.8493	13.5787	2.4958	-1.83411	0.591807	-3.25776	0.591807	-0.114556	0.629443	36.2907	7.83524	3.21396	4.39885	14.4223	4.45564	28.4198	4.80094	35.4168	1.42621	1.22675	0.17439	-0.825708	0.17439	34.5223	1.48745	0.0548335	0.181426	-0.827848	0.181426	28.2443	4.7907	38.7938	0.830041	-0.514218	0.143565	-0.450254	0.143565	15.0654	4.61247	40.3242	1.90847	0.0941235	0.14206	-1.41066	0.14206	54.8793	5.77386	40.1819	2.04462	-1.60969	0.149604	-1.59043	0.149604	63.8041	5.52356	39.4844	1.21293	-0.166037	0.157724	-0.354728	0.157724	14.738	5.15684	39.4644	1.28751	-0.489626	0.174672	-0.512191	0.174672	21.5582	6.14401	2.02795	2.15769	1.4905	1.612	5.68548	5.73007	3.53083	167.341	47.4511	88.4181	0.82911	0.565921	142.069	26.421	5.17532	-34.4904	0.757676	0.741968
1224	35	175.401	9.61395	96	0	0.0772898	2.78664e-05	0	208.84	11.0286	18.1549	0.0399253	0	0	90.9091	51.4441	422.979	111.529	-33.4333	42.0755	300	-0	9.0956	2.70902	2.32691	1.13817	0.254003	1.13817	5.94598	1.89305	13.0187	29.1112	10.5672	8.75143	8.9155	4.70274	3.68385	3.79776	26.518	1.07291	1.86543	0.255364	-0.0503227	0.255364	25.5321	1.12719	0.931794	0.263335	-0.195568	0.263335	10.2468	7.68778	28.117	0.798138	-0.0764745	0.185389	-0.00591682	0.185389	2.46316	6.58225	29.0686	0.91052	1.00989	0.181901	-0.543741	0.181901	8.81856	3.88105	28.9626	0.904507	-0.158745	0.18465	-0.225322	0.18465	3.85372	6.55888	27.9049	1.01258	0.457385	0.225587	0.291072	0.225587	-26.7548	12.4089	27.8371	1.06729	-0.112132	0.216796	-0.0558151	0.216796	23.122	12.1379	1.86543	2.03655	1.00989	1.59504	6.40947	6.56863	3.36454	1	-10.6441	6.55717	16.27	0.6887	1	7.49313	2.9168	280.973	0.863757	0.70138
302	125	211.912	-0.955326	96	0	0.0538504	1.36476e-05	0	260.207	5.87861	38.3965	0.0534429	0	0	228.264	22.3782	168.325	13.1782	65.109	20.9236	54.3416	13.0057	19.6695	3.23079	-1.59587	0.511961	-3.19152	0.511961	0.192074	0.56078	32.0247	9.87613	-5.66035	5.51872	4.32959	5.86566	40.3314	6.43934	61.1626	1.62774	1.27599	0.123759	-0.671693	0.123759	59.9285	1.34332	0.608482	0.12595	-0.677229	0.12595	32.4471	5.68197	68.0277	0.959379	-0.114028	0.106464	-0.0830633	0.106464	12.9929	5.98514	70.2241	3.39358	-0.154657	0.112504	-1.43912	0.112504	104.092	9.02913	70.1274	3.3488	-1.58931	0.116553	-1.60618	0.116553	113.454	7.81519	68.4521	1.53514	-0.331203	0.111217	-0.469325	0.111217	30.0313	6.50908	68.351	1.52322	-0.481827	0.110916	-0.423525	0.110916	28.4151	6.52653	1.92566	2.07265	1.33021	1.36835	6.72179	5.95433	4.32739	145.47	61.7248	50.0678	63.028	0.441808	312.969	45.4127	8.93632	137.947	0.521907	0.77204
911	274	202.191	-2.25341	96	0	0.0878845	2.12387e-05	0	241.554	8.55731	25.0296	0.0434499	0	0	500	-0	113.607	36.8844	300	-0	-173.411	32.2493	12.9791	1.94278	0.111031	0.70031	-1.75927	0.70031	-1.1555	0.665881	2.09611	5.68904	-2.06316	3.7614	4.71303	7.36861	28.3981	7.6588	34.5097	1.30714	1.12405	0.184963	-0.65313	0.184963	33.5962	1.39424	0.609423	0.191269	-0.387601	0.191269	18.0252	4.6435	37.6189	0.806746	-0.115705	0.147435	-0.0800175	0.147435	5.12371	3.82052	38.5964	0.921924	0.826431	0.139127	-0.622138	0.139127	45.4185	8.5574	38.508	0.99567	-0.721946	0.14703	-0.735441	0.14703	6.45874	4.31222	37.7292	1.28711	0.269717	0.166373	0.0061045	0.166373	-1.21799	4.4781	37.6369	1.16039	-0.151967	0.177177	-0.262349	0.177177	0.466668	5.03817	1.69106	2.04031	1.48486	1.55314	6.63962	6.08828	3.7009	422.639	16.3675	1291.62	-8.38846	0.681558	75.1441	16.4385	4.23712	-223.059	1.01033	0.719425
1238	202	155.165	7.85942	96	0	0.0450938	1.03464e-05	0	226.312	4.60874	43.7929	0.0247698	0	0	500	-0	418.855	64.7459	300	-0	223.602	70.5871	29.7505	2.75829	2.82575	0.340225	1.13132	0.340225	6.85387	0.554658	68.8317	35.6182	6.68351	9.0591	-1.30823	9.51765	55.8088	11.6964	91.912	1.95456	1.70956	0.105889	-0.397392	0.105889	89.011	2.03741	0.740242	0.108274	-0.499128	0.108274	46.7209	11.2671	94.8504	1.22112	-0.109379	0.102556	0.00450771	0.102556	2.506	12.1944	97.4179	1.13717	1.37402	0.0973394	-0.145019	0.0973394	3.64084	16.4608	96.8368	1.19398	-0.0335772	0.104325	-0.116519	0.104325	24.1012	14.7612	94.0396	1.31786	0.429075	0.101847	0.171276	0.101847	-39.4963	15.9987	93.741	1.31749	0.179629	0.103299	0.169862	0.103299	3.5055	16.2008	2.12814	2.17518	1.37402	1.47087	6.37756	6.45852	3.65812	500	-32.7585	58.4777	257.316	0.926116	394.073	48.2552	12.3965	117.052	0.582945	0.724281
271	477	154.448	0.330301	96	0	0.0959576	1.8686e-05	0	173.453	8.15581	21.577	0.0396105	0	0	101.172	9.60948	113.15	8.74153	11.8058	8.48693	16.5763	8.03463	9.38861	2.34591	-1.66807	0.81302	-4.00053	0.81302	-0.459209	0.746454	23.0595	5.05542	11.8817	3.49652	-5.22689	2.95352	13.4549	2.93411	23.4829	1.12969	1.60253	0.215966	-0.551526	0.215966	23.1022	1.07702	-0.035224	0.225573	-0.981273	0.225573	21.5213	3.38481	26.353	0.791883	-0.714837	0.169894	-0.601173	0.169894	11.8624	3.04318	27.3447	1.29418	-0.405903	0.155438	-2.04974	0.155438	53.351	3.47081	27.2398	1.39825	-1.88355	0.160225	-1.87733	0.160225	55.6393	3.46519	26.718	1.08646	-0.766219	0.183815	-0.99334	0.183815	21.3169	3.64633	26.6719	1.0284	-0.574327	0.184012	-0.587139	0.184012	14.7948	3.30016	2.1755	2.20657	1.58014	1.72193	4.92308	6.15986	2.58786	136.003	44.4068	34.1054	-37.2742	1.03958	155.184	25.1364	4.51706	29.2871	0.408634	0.743728
